#Gene	Name/Description	Isoforms	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
FRMD6	FRMD6	3	155.77	221.82	264.71
FRMD8	FRMD8	2	45.99	30.05	37.34
FRMPD1	FRMPD1	1	1.21	1.73	29.03
FRMPD4	FRMPD4	1	20.22	15.74	28.08
FRRS1	FRRS1	2	298.88	293.5	599.87
FRS2	FRS2	5	297.15	322.18	367.33
FRY	FRY	2	56.99	62.92	51.44
FRYL	FRYL	6	977.24	1044.29	1101.38
FSCN1	FSCN1	1	16.38	19.77	16.76
FSD1L	FSD1L	4	43.44	50.35	68.48
FSD2	FSD2	2	185.67	155.28	139.57
FSIP1	FSIP1	4	333.19	323.32	360.6
FST	FST	4	310.88	484.58	594.41
FSTL1	FSTL1	4	445.71	349.55	400.44
FSTL4	FSTL4	1	8.78	8.6	15.22
FTCD	FTCD	4	1343.6	1197.53	1200.59
FTH1	FTH1	2	11615.55	12672.75	10213.06
FTL	FTL	4	27037.99	27621.11	18353.28
FTO	FTO	8	207.32	216.63	207.19
FTSJ1	FTSJ1	4	111.58	119.61	113.18
FTSJ3	FTSJ3	3	117.79	135.85	142.67
FUBP1	FUBP1	10	439.57	507.94	534.63
FUBP3	FUBP3	5	207.19	207.07	215.72
FUCA1	FUCA1	4	685.25	773.11	607.96
FUCA2	FUCA2	2	949.15	1050.95	592.89
FUK	FUK	4	139.44	130.83	128.27
FUNDC1	FUNDC1	2	54.88	65.62	62.11
FUNDC2	FUNDC2	4	230.3	247.89	253.04
FUOM	FUOM	5	252.08	260.11	195.64
FURIN	FURIN	1	1564.6	1378.6	1576.0
FUS	FUS	6	409.7	317.47	599.35
FUT1	FUT1	1	6.1	6.95	67.39
FUT10	FUT10	3	188.04	157.63	132.39
FUT11	FUT11	1	56.23	56.67	31.73
FUZ	FUZ	1	104.59	102.97	67.06
FXN	FXN	1	102.36	93.61	111.57
FXR1	FXR1	9	1013.14	1121.28	1091.54
FXR2	FXR2	2	193.7	182.23	130.42
FXYD1	FXYD1	3	1426.71	1331.96	1299.46
FXYD6	FXYD6	2	58.24	49.9	61.53
FYB1	FYB1	1	38.62	30.94	19.1
FYB2	FYB2	1	141.22	125.39	150.2
FYCO1	FYCO1	5	1599.82	1486.7	1015.48
FYN	FYN	4	60.99	72.13	61.16
FYTTD1	FYTTD1	5	276.5	333.41	326.97
FZD1	FZD1	3	225.95	202.7	280.3
FZD3	FZD3	1	18.34	24.52	20.24
FZD4	FZD4	3	2605.05	2628.45	1586.18
FZD5	FZD5	1	606.61	511.52	942.31
FZD6	FZD6	3	124.23	145.76	167.96
FZD8	FZD8	1	74.13	71.86	72.94
FZD9	FZD9	1	33.9	29.3	25.22
FZR1	FZR1	3	144.65	141.59	124.21
G0S2	G0S2	1	107.58	175.98	204.71
G2E3	G2E3	1	119.07	114.03	149.62
G3BP1	G3BP1	5	1092.73	1359.83	1621.9
G3BP2	G3BP2	7	408.73	554.05	905.46
G6PC	G6PC	10	4429.77	5095.63	7310.07
G6PD	G6PD	1	16.34	17.35	16.77
GAA	GAA	8	353.65	273.03	222.33
GAB1	GAB1	7	245.8	252.6	194.63
GAB2	GAB2	1	27.47	37.84	31.63
GABARAP	GABARAP	1	1001.76	1055.18	965.55
GABARAPL1	GABARAPL1	4	975.13	994.14	438.26
GABARAPL2	GABARAPL2	2	257.2	296.74	267.79
GABPA	GABPA	6	321.19	340.99	333.69
GABPB1	GABPB1	4	83.36	84.21	96.77
GABPB2	GABPB2	3	102.81	101.02	111.27
GABRB3	GABRB3	1	91.52	90.82	36.02
GADD45A	GADD45A	2	34.19	45.07	109.12
GADD45B	GADD45B	1	52.33	49.16	54.8
GADD45G	GADD45G	1	143.6	282.47	503.34
GADD45GIP1	GADD45GIP1	1	69.91	79.27	71.99
GAK	GAK	3	276.02	226.51	226.19
GAL3ST1	GAL3ST1	3	84.94	65.79	55.95
GAL3ST2	GAL3ST2	1	62.17	53.06	67.63
GALC	GALC	1	10.15	13.61	15.37
GALE	GALE	1	133.21	144.21	248.3
GALK1	GALK1	1	147.38	136.89	136.7
GALK2	GALK2	4	284.97	328.53	220.05
GALM	GALM	6	1397.01	1524.97	1366.63
GALNS	GALNS	3	123.79	110.99	83.4
GALNT1	GALNT1	2	247.18	299.97	286.25
GALNT10	GALNT10	3	46.58	53.66	49.92
GALNT11	GALNT11	9	306.68	328.5	367.02
GALNT12	GALNT12	2	160.26	156.26	121.54
GALNT16	GALNT16	1	43.38	31.11	34.62
GALNT2	GALNT2	2	375.24	339.12	412.33
GALNT6	GALNT6	2	18.06	34.97	16.72
GALNT7	GALNT7	2	26.86	42.2	41.67
GALT	GALT	8	298.82	324.37	568.82
GAMT	GAMT	5	1995.09	1904.08	1897.92
GAN	GAN	1	99.03	116.16	109.5
GANAB	GANAB	6	1065.68	1032.98	980.67
GANC	GANC	8	343.74	316.47	314.56
GAPDH	GAPDH	2	19406.68	19819.98	11834.66
GAPT	GAPT	1	55.16	63.47	40.17
GAPVD1	GAPVD1	6	568.8	596.66	604.4
GAREM1	GAREM1	2	340.88	336.87	472.39
GARNL3	GARNL3	1	145.91	122.1	99.75
GARS	GARS	1	274.09	324.07	327.75
GART	GART	11	607.05	638.64	672.43
GAS1	GAS1	1	56.43	42.11	40.5
GAS2	GAS2	2	256.96	248.99	93.04
GAS2L1	GAS2L1	1	26.31	20.93	18.08
GATA4	GATA4	2	61.52	54.22	62.9
GATA6	GATA6	3	181.19	194.73	204.85
GATAD1	GATAD1	2	185.95	204.52	170.43
GATAD2A	GATAD2A	6	391.16	367.74	393.8
GATAD2B	GATAD2B	5	198.44	190.14	207.74
GATB	GATB	5	183.52	182.18	192.52
GATC	GATC	1	26.64	19.04	27.55
GATC_LOC113267043	GATC_LOC113267043	1	62.72	66.49	72.59
GATD1	GATD1	5	147.3	119.11	191.88
GATD3A	GATD3A	6	854.42	765.39	594.31
GATM	GATM	9	13524.69	15717.07	26577.2
GBA	GBA	5	173.28	155.5	174.58
GBA2	GBA2	6	265.15	242.56	214.32
GBE1	GBE1	1	1028.86	1136.05	796.71
GBF1	GBF1	4	667.5	657.06	672.23
GBGT1	GBGT1	1	60.76	53.77	39.21
GC	GC	25	62508.74	68197.03	65070.67
GCA	GCA	2	287.79	227.56	132.3
GCAT	GCAT	1	98.8	104.27	15.8
GCC1	GCC1	1	71.75	69.9	104.39
GCC2	GCC2	5	617.02	712.38	898.97
GCDH	GCDH	11	1426.67	1297.82	458.02
GCFC2	GCFC2	5	130.06	135.09	143.89
GCGR	GCGR	7	387.47	333.49	368.89
GCH1	GCH1	4	770.75	1042.58	1112.4
GCHFR	GCHFR	1	230.49	271.8	143.88
GCK	GCK	1	46.54	66.1	20.08
GCKR	GCKR	21	1928.16	1651.34	1148.03
GCLC	GCLC	6	849.07	900.18	1576.46
GCLM	GCLM	1	332.16	244.93	156.67
GCN1	GCN1	3	694.09	688.35	834.15
GCNT4	GCNT4	1	13.22	10.83	14.55
GCNT7	GCNT7	3	633.21	823.0	796.74
GCSH	GCSH	1	881.5	898.91	526.98
GDA	GDA	2	199.46	185.24	94.16
GDAP1L1	GDAP1L1	2	84.9	71.78	82.69
GDAP2	GDAP2	3	473.04	494.53	455.52
GDE1	GDE1	4	262.91	249.44	168.6
GDF10	GDF10	2	4.03	5.19	43.06
GDF2	GDF2	1	207.73	205.79	164.26
GDF9	GDF9	3	37.72	44.83	62.06
GDI1	GDI1	4	765.95	697.11	794.74
GDI2	GDI2	7	1290.6	1319.62	1159.27
GDPD2	GDPD2	3	140.1	106.17	71.46
GDPD5	GDPD5	3	55.0	57.43	46.94
GEMIN2	GEMIN2	5	190.05	159.17	169.05
GEMIN4	GEMIN4	2	95.19	116.05	109.62
GEMIN5	GEMIN5	3	220.19	241.5	250.26
GEMIN6	GEMIN6	1	21.67	17.64	23.12
GEMIN7	GEMIN7	1	41.32	40.37	41.77
GEMIN8	GEMIN8	2	39.44	30.65	24.71
GEN1	GEN1	1	31.57	32.75	49.58
GFAP	GFAP	1	26.6	19.47	19.6
GFER	GFER	1	35.5	27.59	38.45
GFM1	GFM1	6	913.58	1004.26	756.26
GFM2	GFM2	7	418.04	436.05	400.11
GFOD1	GFOD1	1	165.69	184.51	156.63
GFOD2	GFOD2	1	22.93	26.59	33.93
GFPT1	GFPT1	3	439.39	474.48	513.93
GFPT2	GFPT2	1	38.88	35.39	47.05
GFRA1	GFRA1	3	176.52	167.29	150.21
GFRA2	GFRA2	1	12.54	11.11	15.54
GGA1	GGA1	5	139.54	121.27	110.93
GGA2	GGA2	2	134.74	125.91	150.32
GGA3	GGA3	6	107.83	108.46	139.89
GGACT	GGACT	4	229.14	184.47	132.78
GGCT	GGCT	1	116.83	118.07	83.16
GGCX	GGCX	3	1898.36	2052.84	2860.26
GGH	GGH	2	415.01	445.77	422.99
GGNBP2	GGNBP2	5	676.45	651.75	588.96
GGPS1	GGPS1	6	213.96	233.38	267.79
GGT1	GGT1	7	1225.37	1389.04	531.57
GGT5	GGT5	1	126.69	65.25	45.51
GHDC	GHDC	2	34.26	25.89	30.26
GHITM	GHITM	8	1418.21	1508.76	1001.29
GHR	GHR	13	1952.3	1870.9	2248.34
GID4	GID4	1	60.64	58.03	55.65
GID8	GID8	6	257.74	215.27	197.72
GIGYF1	GIGYF1	2	218.56	161.96	192.02
GIGYF2	GIGYF2	5	461.29	441.74	608.81
GIMAP2	GIMAP2	1	12.65	17.35	8.27
GIMAP4	GIMAP4	1	52.35	59.0	56.83
GIMAP5	GIMAP5	3	49.85	47.7	44.69
GIMAP6	GIMAP6	1	47.84	51.23	36.27
GIMAP7	GIMAP7	2	56.33	62.12	58.17
GIMAP8	GIMAP8	1	36.14	23.58	10.4
GIN1	GIN1	4	98.81	114.11	87.41
GINM1	GINM1	2	425.68	481.27	345.5
GINS3	GINS3	1	24.88	17.95	16.45
GIPC1	GIPC1	1	38.64	42.45	34.78
GIT1	GIT1	1	77.79	57.46	75.74
GIT2	GIT2	11	502.52	464.44	450.09
GJA1	GJA1	1	34.39	21.95	28.02
GJA10	GJA10	2	41.58	39.96	32.05
GJA4	GJA4	1	27.82	20.35	19.55
GJB1	GJB1	4	975.71	858.32	869.21
GJB2	GJB2	2	623.54	511.86	359.25
GK	GK	7	715.59	621.7	748.98
GK5	GK5	1	130.98	162.57	141.84
GKAP1	GKAP1	5	218.89	241.55	170.82
GLA	GLA	2	176.45	200.43	149.0
GLB1	GLB1	4	179.36	194.6	165.67
GLB1L	GLB1L	4	103.97	110.96	100.86
GLCCI1	GLCCI1	1	50.62	69.54	57.3
GLCE	GLCE	4	780.78	985.68	584.67
GLDC	GLDC	4	3091.59	3024.38	2252.98
GLE1	GLE1	3	149.81	141.59	166.92
GLG1	GLG1	1	1397.73	1419.74	1408.34
GLI4	GLI4	2	52.02	56.41	55.47
GLIPR2	GLIPR2	1	18.39	7.72	45.96
GLIS3	GLIS3	7	195.38	182.58	204.74
GLMN	GLMN	6	111.84	88.66	133.92
GLMP	GLMP	1	118.26	85.76	73.23
GLO1	GLO1	4	2126.85	2414.1	1808.91
GLOD4	GLOD4	11	848.7	942.36	828.43
GLOD5	GLOD5	1	37.08	41.7	29.49
GLRX	GLRX	1	292.63	301.24	159.24
GLRX2	GLRX2	3	52.35	50.56	35.48
GLRX3	GLRX3	6	504.03	524.59	471.97
GLRX5	GLRX5	1	451.15	472.35	273.76
GLS	GLS	2	49.53	56.73	56.65
GLS2	GLS2	17	4670.1	4593.3	2840.46
GLT1D1	GLT1D1	2	183.05	174.33	48.6
GLT8D1	GLT8D1	2	207.86	195.08	171.49
GLT8D2	GLT8D2	1	39.67	36.75	37.58
GLTP	GLTP	1	54.14	56.46	46.31
GLTPD2	GLTPD2	1	17.05	20.25	12.71
GLUD1	GLUD1	3	13745.66	14120.32	9327.65
GLUL	GLUL	7	1675.57	1602.41	1311.42
GLYCTK	GLYCTK	10	881.86	713.7	593.51
GLYR1	GLYR1	8	545.77	515.96	522.81
GM2A	GM2A	1	292.96	299.33	223.8
GMCL1	GMCL1	1	93.74	120.91	88.15
GMDS	GMDS	2	89.22	100.73	148.28
GMEB1	GMEB1	3	116.65	130.38	112.72
GMEB2	GMEB2	1	137.3	124.58	124.87
GMFB	GMFB	4	285.22	320.01	333.97
GMFG	GMFG	1	42.57	49.13	36.38
GMIP	GMIP	1	17.32	11.71	8.33
GMNN	GMNN	1	68.14	80.81	51.26
GMPPA	GMPPA	4	162.47	164.84	168.12
GMPPB	GMPPB	1	7.51	17.89	34.97
GMPPB_AMIGO3	GMPPB_AMIGO3	2	149.09	177.64	245.46
GMPR	GMPR	1	15.07	15.53	15.68
GMPR2	GMPR2	1	54.49	60.95	40.39
GMPS	GMPS	6	1137.31	1099.01	923.49
GNA11	GNA11	1	152.59	150.67	157.15
GNA12	GNA12	2	57.67	63.27	59.67
GNA13	GNA13	3	363.69	352.98	344.09
GNA14	GNA14	1	17.56	15.22	20.17
GNA15	GNA15	1	19.83	17.51	14.63
GNAI1	GNAI1	4	131.18	113.01	269.74
GNAI2	GNAI2	1	262.99	248.63	267.9
GNAI3	GNAI3	4	589.86	545.01	730.96
GNAL	GNAL	1	91.37	82.0	22.84
GNAQ	GNAQ	1	230.64	292.62	276.63
GNB1	GNB1	2	754.9	759.04	838.47
GNB1L	GNB1L	2	29.98	27.83	45.86
GNB2	GNB2	2	258.64	219.21	293.01
GNB4	GNB4	5	192.18	226.08	215.4
GNE	GNE	16	4857.74	5154.76	5478.51
GNG10	GNG10	2	196.01	229.14	202.73
GNG12	GNG12	4	156.09	176.1	258.37
GNG14	GNG14	1	28.39	23.76	26.33
GNG2	GNG2	1	52.0	53.62	38.27
GNG5	GNG5	2	261.5	281.33	312.14
GNG7	GNG7	1	58.97	39.61	28.33
GNGT2	GNGT2	1	8.94	14.75	5.14
GNL1	GNL1	4	245.27	252.87	228.1
GNL2	GNL2	7	252.12	277.43	243.65
GNL3	GNL3	6	187.43	260.4	311.55
GNL3L	GNL3L	4	516.31	527.03	515.15
GNMT	GNMT	2	5564.55	5056.75	3285.5
GNPAT	GNPAT	13	469.26	460.03	416.67
GNPDA1	GNPDA1	3	164.8	163.89	66.9
GNPDA2	GNPDA2	4	106.56	113.8	78.99
GNPNAT1	GNPNAT1	8	332.82	384.97	469.34
GNPTAB	GNPTAB	6	172.8	217.15	206.02
GNPTG	GNPTG	3	181.28	159.61	137.7
GNS	GNS	2	942.06	888.77	802.75
GOLGA1	GOLGA1	5	163.45	186.73	175.59
GOLGA2	GOLGA2	3	311.14	325.96	304.55
GOLGA3	GOLGA3	3	490.2	490.39	626.35
GOLGA4	GOLGA4	7	1470.89	1462.97	1551.5
GOLGA5	GOLGA5	9	337.91	363.9	347.91
GOLGA7	GOLGA7	4	217.62	221.5	212.6
GOLGB1	GOLGB1	9	1761.79	1940.96	1817.22
GOLIM4	GOLIM4	6	1900.17	1849.2	2715.69
GOLM1	GOLM1	3	213.65	211.93	172.3
GOLPH3	GOLPH3	2	717.33	777.41	700.18
GOLPH3L	GOLPH3L	3	172.44	171.83	146.81
GOLT1B	GOLT1B	3	47.56	64.43	84.15
GON7	GON7	2	44.19	43.37	54.65
GON7_MOAP1	GON7_MOAP1	1	64.27	62.98	113.72
GOPC	GOPC	2	485.11	478.23	419.53
GORAB	GORAB	4	54.15	77.67	108.15
GORASP1	GORASP1	6	289.13	284.67	336.71
GORASP2	GORASP2	8	401.56	388.91	556.95
GOSR1	GOSR1	5	435.1	465.79	382.41
GOSR2	GOSR2	4	226.41	273.62	336.41
GOT1	GOT1	8	2283.45	1587.99	258.82
GOT2	GOT2	9	2635.17	2703.9	1778.91
GPAA1	GPAA1	4	304.23	264.62	292.72
GPALPP1	GPALPP1	1	294.09	321.84	315.06
GPAM	GPAM	14	3132.53	2412.6	1392.21
GPANK1	GPANK1	3	126.67	114.05	88.94
GPAT3	GPAT3	3	69.59	118.21	176.95
GPAT4	GPAT4	11	382.67	394.65	257.19
GPATCH1	GPATCH1	6	141.3	139.66	149.2
GPATCH11	GPATCH11	4	79.06	71.55	69.34
GPATCH2	GPATCH2	4	191.17	187.5	189.3
GPATCH2L	GPATCH2L	4	354.54	361.49	356.48
GPATCH3	GPATCH3	2	35.6	43.19	51.14
GPATCH4	GPATCH4	2	32.2	35.84	62.07
GPATCH8	GPATCH8	4	413.36	407.77	433.9
GPBP1	GPBP1	7	534.11	586.41	621.92
GPBP1L1	GPBP1L1	12	895.28	879.17	774.89
GPC1	GPC1	1	50.31	46.32	44.74
GPC3	GPC3	5	850.47	1107.65	3062.18
GPC4	GPC4	1	144.02	140.12	274.43
GPC5	GPC5	1	17.92	16.15	13.3
GPC6	GPC6	1	79.23	76.95	90.35
GPCPD1	GPCPD1	5	772.21	748.99	588.0
GPD1	GPD1	9	751.62	697.14	489.73
GPD1_LOC113257633	GPD1_LOC113257633	1	10.41	35.08	10.26
GPD1L	GPD1L	6	1860.78	2778.25	1583.83
GPD2	GPD2	1	93.44	119.7	101.55
GPI	GPI	7	1651.71	1636.06	910.89
GPIHBP1	GPIHBP1	1	5.06	5.58	35.06
GPKOW	GPKOW	1	127.11	128.78	163.17
GPLD1	GPLD1	9	2389.72	2434.69	2760.55
GPM6B	GPM6B	1	81.43	73.82	43.6
GPN1	GPN1	5	364.8	386.4	343.38
GPN2	GPN2	1	17.44	17.07	14.9
GPN3	GPN3	2	163.92	159.32	133.84
GPNMB	GPNMB	6	221.82	267.54	254.81
GPR107	GPR107	2	384.6	353.6	511.95
GPR108	GPR108	4	278.87	258.74	214.77
GPR137	GPR137	2	58.91	40.67	26.63
GPR137B	GPR137B	1	48.86	55.21	41.73
GPR143	GPR143	1	77.93	68.46	85.28
GPR146	GPR146	1	105.53	93.4	38.77
GPR153	GPR153	1	16.09	11.97	9.42
GPR155	GPR155	4	492.94	493.84	339.47
GPR156	GPR156	1	294.13	198.38	219.99
GPR161	GPR161	1	12.44	12.06	27.37
GPR180	GPR180	3	72.23	76.72	60.14
GPR182	GPR182	1	58.55	57.33	44.46
GPR21	GPR21	1	57.01	47.72	65.37
GPR34	GPR34	1	19.09	20.82	11.83
GPR39	GPR39	1	47.7	38.66	32.85
GPR52	GPR52	1	97.55	63.49	95.96
GPR63	GPR63	1	27.3	17.18	14.64
GPR65	GPR65	1	6.16	19.21	7.92
GPR89A	GPR89A	8	451.77	470.59	445.82
GPRASP1	GPRASP1	2	109.26	111.08	130.7
GPRC5B	GPRC5B	2	38.8	32.93	30.39
GPRC5C	GPRC5C	7	594.68	579.04	511.56
GPS1	GPS1	5	279.67	254.82	255.98
GPS2	GPS2	1	81.31	60.88	68.92
GPSM3	GPSM3	1	27.65	20.22	16.01
GPT	GPT	5	719.98	461.44	103.92
GPT2	GPT2	11	4136.75	3431.09	1902.02
GPX1	GPX1	1	688.87	542.12	356.69
GPX3	GPX3	11	14855.5	13643.24	6869.74
GPX4	GPX4	2	1095.16	1167.64	700.37
GPX8	GPX8	1	24.0	22.01	25.08
GRAMD1A	GRAMD1A	3	125.06	99.94	96.52
GRAMD1B	GRAMD1B	1	29.12	26.98	26.73
GRAMD1C	GRAMD1C	3	150.58	144.81	142.96
GRAMD2B	GRAMD2B	3	312.36	343.53	299.88
GRAMD4	GRAMD4	1	65.34	71.58	75.81
GRB10	GRB10	5	711.39	679.61	625.19
GRB14	GRB14	10	711.54	777.22	664.9
GRB2	GRB2	2	203.41	241.03	230.74
GREB1	GREB1	1	20.79	24.22	28.47
GREB1L	GREB1L	1	204.14	177.19	230.85
GRHL1	GRHL1	1	1.51	1.59	22.11
GRHL2	GRHL2	2	21.26	26.61	89.92
GRHPR	GRHPR	8	1758.46	1526.75	1436.45
GRIA3	GRIA3	3	392.95	420.48	403.89
GRIA4	GRIA4	1	22.94	41.06	27.46
GRID2IP	GRID2IP	1	257.01	254.8	402.38
GRINA	GRINA	2	295.19	288.47	261.21
GRIP2	GRIP2	2	69.15	50.73	38.14
GRIPAP1	GRIPAP1	2	161.16	141.27	176.72
GRK2	GRK2	2	192.13	175.33	176.26
GRK3	GRK3	1	91.22	77.51	54.66
GRK4	GRK4	2	46.18	32.4	38.03
GRK5	GRK5	1	93.77	76.67	69.24
GRK6	GRK6	2	102.85	93.62	80.9
GRN	GRN	4	440.52	372.69	421.86
GRPEL1	GRPEL1	2	420.37	461.36	377.57
GRPEL2	GRPEL2	2	137.74	139.72	183.76
GRSF1	GRSF1	2	316.24	346.49	225.29
GRTP1	GRTP1	2	68.76	54.28	60.12
GRWD1	GRWD1	1	63.69	58.44	69.87
GRXCR1	GRXCR1	2	148.44	126.36	162.25
GSAP	GSAP	2	351.18	362.05	283.64
GSDMD	GSDMD	1	23.42	31.34	38.01
GSE1	GSE1	3	110.39	103.06	265.76
GSK3A	GSK3A	1	53.53	44.58	51.52
GSK3B	GSK3B	4	498.45	504.87	461.59
GSKIP	GSKIP	6	268.65	323.5	174.52
GSN	GSN	4	406.19	231.58	1586.58
GSPT1	GSPT1	1	433.33	453.82	446.35
GSPT2	GSPT2	1	26.66	30.91	32.08
GSR	GSR	2	229.61	234.91	122.21
GSS	GSS	3	445.01	503.01	318.75
GSTA4	GSTA4	2	29.16	37.07	26.97
GSTCD	GSTCD	2	33.14	34.6	45.68
GSTK1	GSTK1	14	4437.5	5038.17	4597.55
GSTO1	GSTO1	4	2732.58	3188.08	2216.77
GSTZ1	GSTZ1	12	2277.77	2257.01	1411.96
GTDC1	GTDC1	6	220.72	226.83	298.69
GTF2A1	GTF2A1	2	305.04	388.37	391.35
GTF2A2	GTF2A2	3	144.16	149.65	157.23
GTF2B	GTF2B	2	182.89	226.36	209.96
GTF2E1	GTF2E1	2	133.1	145.21	117.49
GTF2E2	GTF2E2	1	189.64	221.83	192.07
GTF2F1	GTF2F1	4	160.54	162.66	153.27
GTF2F2	GTF2F2	1	84.86	109.21	87.61
GTF2H1	GTF2H1	6	174.82	181.66	190.71
GTF2H3	GTF2H3	2	111.99	114.5	167.8
GTF2H4	GTF2H4	4	119.17	124.46	90.03
GTF2H5	GTF2H5	1	133.71	147.93	155.55
GTF2I	GTF2I	14	1077.27	1096.95	1247.17
GTF3A	GTF3A	4	132.64	140.72	165.98
GTF3C1	GTF3C1	3	345.85	285.24	289.21
GTF3C2	GTF3C2	5	240.17	228.39	264.89
GTF3C3	GTF3C3	4	305.3	321.7	302.81
GTF3C4	GTF3C4	1	152.44	148.35	152.36
GTF3C5	GTF3C5	1	27.84	52.81	32.17
GTF3C5_CEL	GTF3C5_CEL	1	75.4	47.72	60.69
GTF3C6	GTF3C6	3	93.12	83.93	119.33
GTPBP1	GTPBP1	1	105.34	86.04	88.38
GTPBP10	GTPBP10	3	137.75	123.45	129.39
GTPBP2	GTPBP2	3	86.92	91.1	100.65
GTPBP4	GTPBP4	4	160.74	210.2	232.65
GTPBP6	GTPBP6	5	243.86	182.34	146.07
GTPBP8	GTPBP8	2	119.3	126.64	131.2
GUCD1	GUCD1	3	504.04	657.94	634.67
GUCY1A1	GUCY1A1	2	123.21	106.45	129.42
GUCY1A2	GUCY1A2	1	139.57	124.66	141.92
GUCY1B1	GUCY1B1	6	261.09	265.57	257.2
GUCY2C	GUCY2C	1	17.09	19.64	49.25
GUF1	GUF1	7	226.26	219.33	186.17
GUK1	GUK1	3	305.37	315.8	281.28
GUSB	GUSB	5	517.08	515.49	482.03
GVQW3	GVQW3	2	95.89	74.98	90.91
GXYLT1	GXYLT1	1	100.39	124.16	117.23
GYG1	GYG1	2	73.07	44.75	42.66
GYG2	GYG2	10	496.2	430.5	477.49
GYPC	GYPC	3	70.88	73.13	68.55
GYS1	GYS1	4	98.59	81.22	62.6
GYS2	GYS2	13	3428.01	4278.91	3492.3
GZF1	GZF1	2	78.67	92.58	98.57
GZMA	GZMA	1	22.48	18.3	5.59
H6PD	H6PD	3	1998.09	1763.08	1594.89
HAAO	HAAO	14	5944.7	5777.84	4348.28
HABP2	HABP2	5	8295.2	8163.14	9017.11
HABP4	HABP4	2	200.39	220.22	159.9
HACD1	HACD1	1	18.32	16.88	11.14
HACD2	HACD2	4	827.62	854.26	177.83
HACD3	HACD3	3	827.43	850.02	1143.38
HACE1	HACE1	2	89.92	98.26	114.58
HACL1	HACL1	9	2638.38	2654.41	2395.15
HADH	HADH	10	3090.17	3430.12	3047.93
HADHA	HADHA	15	2257.41	2695.16	3278.72
HADHB	HADHB	16	2833.03	3685.9	4181.58
HAGH	HAGH	2	1598.5	1382.77	856.08
HAGHL	HAGHL	2	51.08	42.71	28.7
HAL	HAL	9	8115.58	8139.31	5563.71
HAMP	HAMP	2	2430.13	1824.56	1261.37
HAND2	HAND2	1	21.03	16.05	21.68
HAO1	HAO1	4	2850.65	3447.86	2785.3
HAO2	HAO2	7	3078.97	3427.67	3118.64
HARBI1	HARBI1	1	121.34	109.0	125.41
HARS	HARS	2	192.59	172.07	177.61
HAS3	HAS3	1	15.62	10.63	8.12
HAS3_TANGO6	HAS3_TANGO6	1	141.42	156.6	162.11
HAT1	HAT1	4	236.61	259.57	268.55
HAUS1	HAUS1	1	32.63	35.2	32.8
HAUS2	HAUS2	3	112.16	119.81	117.15
HAUS3	HAUS3	4	222.05	212.57	212.37
HAUS3_POLN	HAUS3_POLN	1	15.69	7.52	6.62
HAUS4	HAUS4	2	35.35	45.14	36.59
HAUS5	HAUS5	1	10.65	19.54	16.16
HAUS6	HAUS6	4	201.37	236.76	247.97
HAUS8	HAUS8	3	265.53	229.38	183.83
HAX1	HAX1	3	217.01	235.23	194.84
HBA1	HBA1	1	23.43	16.26	12.14
HBEGF	HBEGF	1	3.96	7.39	16.04
HBP1	HBP1	10	841.9	939.69	524.93
HBS1L	HBS1L	7	554.42	606.0	504.54
HCFC1	HCFC1	3	269.16	232.03	257.57
HCFC1R1	HCFC1R1	2	44.26	32.7	38.99
HCFC2	HCFC2	4	343.65	389.83	324.64
HCK	HCK	1	38.88	30.55	19.14
HCLS1	HCLS1	1	63.78	66.89	59.35
HDAC1	HDAC1	8	199.0	200.93	234.88
HDAC10	HDAC10	5	80.79	73.93	102.85
HDAC11	HDAC11	1	47.5	37.99	49.22
HDAC2	HDAC2	2	171.87	193.94	164.57
HDAC3	HDAC3	5	147.05	180.53	199.92
HDAC4	HDAC4	4	109.38	116.98	142.69
HDAC5	HDAC5	4	182.08	174.91	259.86
HDAC6	HDAC6	5	122.41	120.26	117.33
HDAC7	HDAC7	4	68.81	62.09	41.81
HDAC8	HDAC8	3	103.87	90.55	101.1
HDC	HDC	1	13.91	15.23	20.52
HDDC2	HDDC2	3	64.26	61.79	64.34
HDDC3	HDDC3	1	33.89	34.31	40.01
HDGF	HDGF	7	1015.96	1079.76	961.37
HDGFL2	HDGFL2	3	165.94	141.75	140.63
HDGFL3	HDGFL3	1	19.76	26.77	18.7
HDHD2	HDHD2	2	116.44	96.52	94.85
HDHD3	HDHD3	1	119.68	99.7	84.72
HDHD5	HDHD5	4	367.01	336.65	207.11
HDLBP	HDLBP	13	4452.37	4095.42	3441.56
HEATR1	HEATR1	3	708.72	812.53	862.38
HEATR3	HEATR3	2	208.02	205.93	241.64
HEATR4	HEATR4	1	22.04	10.88	4.89
HEATR5A	HEATR5A	11	956.82	1103.9	1138.18
HEATR5B	HEATR5B	3	456.23	459.6	445.08
HEATR6	HEATR6	4	193.87	159.03	198.56
HEBP1	HEBP1	3	1153.33	1190.61	1165.61
HEBP2	HEBP2	1	25.95	26.32	53.98
HECA	HECA	2	229.53	250.79	160.79
HECTD1	HECTD1	7	3288.46	4042.92	4565.24
HECTD3	HECTD3	2	136.92	125.17	109.21
HECTD4	HECTD4	1	1028.55	979.21	879.99
HECW2	HECW2	2	404.24	408.02	388.23
HEG1	HEG1	1	343.07	343.59	224.52
