#Gene	Name/Description	Isoforms	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
A1BG	A1BG	7	6971.75	6050.06	6795.2
A1CF	A1CF	3	4340.49	4772.42	3762.9
A2ML1	A2ML1	1	61.93	29.1	17.79
AAAS	AAAS	2	91.38	64.74	71.7
AACS	AACS	2	91.83	55.21	32.5
AADACL2	AADACL2	2	82.74	96.85	109.79
AAGAB	AAGAB	4	165.65	178.44	163.16
AAK1	AAK1	8	317.46	285.01	404.11
AAMDC	AAMDC	2	108.41	124.79	129.27
AAMP	AAMP	2	448.27	460.49	370.4
AAR2	AAR2	1	131.3	129.56	120.46
AARS	AARS	10	642.89	674.15	604.74
AARS2	AARS2	1	61.77	52.34	69.37
AARSD1	AARSD1	2	160.2	167.86	162.47
AASDH	AASDH	7	720.67	644.32	757.89
AASDHPPT	AASDHPPT	4	253.07	268.44	242.87
AASS	AASS	5	3630.61	3452.82	412.65
AATF	AATF	3	226.75	225.01	212.95
AATK	AATK	1	27.11	19.47	18.13
ABAT	ABAT	2	3468.22	3316.44	1742.54
ABCA1	ABCA1	5	5292.8	5701.27	6284.6
ABCA12	ABCA12	1	33.81	40.12	45.9
ABCA3	ABCA3	3	71.87	66.89	67.41
ABCA4	ABCA4	2	145.63	148.11	188.65
ABCA5	ABCA5	5	264.85	259.67	284.81
ABCA6	ABCA6	4	2962.25	2788.84	1898.98
ABCA7	ABCA7	1	33.67	28.28	29.1
ABCA9	ABCA9	4	378.54	310.68	318.65
ABCB1	ABCB1	3	688.9	675.62	454.53
ABCB10	ABCB10	5	380.13	441.13	351.21
ABCB11	ABCB11	5	5211.61	5141.95	3662.54
ABCB4	ABCB4	8	4627.49	5332.62	4822.68
ABCB6	ABCB6	4	85.31	118.57	87.3
ABCB7	ABCB7	6	316.69	364.34	270.22
ABCB8	ABCB8	1	14.99	8.46	4.92
ABCC1	ABCC1	1	16.8	8.09	9.41
ABCC10	ABCC10	1	33.05	25.34	22.01
ABCC11	ABCC11	1	93.64	87.47	109.34
ABCC12	ABCC12	2	59.05	64.74	102.18
ABCC2	ABCC2	9	7232.79	7256.06	5363.69
ABCC3	ABCC3	2	35.46	42.96	39.67
ABCC4	ABCC4	2	32.85	62.34	26.13
ABCC5	ABCC5	5	143.03	139.93	86.16
ABCC6	ABCC6	4	2947.8	2348.46	1963.7
ABCC9	ABCC9	12	1573.12	1670.09	1141.53
ABCD1	ABCD1	2	213.81	167.46	153.08
ABCD2	ABCD2	1	25.11	22.41	26.38
ABCD3	ABCD3	12	1203.5	1420.0	1599.08
ABCD4	ABCD4	4	159.59	149.37	156.23
ABCE1	ABCE1	9	553.93	708.33	758.5
ABCF1	ABCF1	8	276.1	255.79	291.2
ABCF2	ABCF2	1	106.73	117.21	85.22
ABCF2_LOC113241485	ABCF2_LOC113241485	1	29.94	29.64	26.42
ABCF3	ABCF3	5	419.86	451.92	440.58
ABCG1	ABCG1	1	49.02	44.08	19.57
ABCG2	ABCG2	13	2354.41	2558.16	1919.42
ABCG5	ABCG5	4	422.22	378.56	294.52
ABCG8	ABCG8	5	511.61	431.47	180.19
ABHD10	ABHD10	3	122.05	108.21	99.14
ABHD11	ABHD11	1	61.41	65.96	60.06
ABHD12	ABHD12	1	91.91	78.01	60.05
ABHD13	ABHD13	1	163.47	203.06	192.33
ABHD14A	ABHD14A	1	29.67	23.82	17.4
ABHD14B	ABHD14B	7	759.46	843.51	946.48
ABHD15	ABHD15	2	426.23	408.98	274.46
ABHD16A	ABHD16A	10	458.38	424.12	349.03
ABHD17A	ABHD17A	1	261.16	251.41	262.82
ABHD17B	ABHD17B	2	89.66	115.24	88.99
ABHD18	ABHD18	8	377.12	356.98	207.34
ABHD2	ABHD2	4	130.57	182.37	2038.41
ABHD4	ABHD4	4	173.19	145.81	107.02
ABHD5	ABHD5	3	173.52	185.83	209.37
ABHD6	ABHD6	1	20.63	15.57	4.33
ABHD8	ABHD8	1	33.1	38.72	31.08
ABI1	ABI1	9	528.96	554.53	580.39
ABI3	ABI3	1	18.23	9.02	8.1
ABL1	ABL1	3	211.05	179.28	205.97
ABL2	ABL2	6	177.13	156.25	207.58
ABLIM1	ABLIM1	8	1341.15	1361.73	1318.76
ABLIM3	ABLIM3	7	796.14	756.39	686.49
ABR	ABR	2	78.11	101.89	79.17
ABRACL	ABRACL	1	21.35	35.31	31.49
ABRAXAS1	ABRAXAS1	6	123.44	141.98	243.31
ABRAXAS2	ABRAXAS2	3	268.73	263.19	245.78
ABT1	ABT1	1	97.7	112.08	100.33
ABTB1	ABTB1	2	52.11	56.0	37.21
ABTB2	ABTB2	3	404.02	362.53	347.19
ACAA1	ACAA1	13	3740.59	3680.54	3650.96
ACAA2	ACAA2	12	6471.29	8723.92	11373.83
ACACA	ACACA	17	2071.54	1642.5	413.02
ACACB	ACACB	8	1188.48	1081.63	2242.26
ACAD10	ACAD10	7	181.87	158.82	142.89
ACAD11	ACAD11	9	6096.0	7089.26	4445.88
ACAD8	ACAD8	4	387.95	403.12	292.16
ACAD9	ACAD9	6	1326.02	1323.88	1144.62
ACADL	ACADL	9	16206.45	16595.81	10176.05
ACADM	ACADM	4	250.85	306.92	332.36
ACADS	ACADS	2	1068.41	1114.54	978.01
ACADSB	ACADSB	5	402.84	391.26	302.98
ACADVL	ACADVL	3	559.89	548.31	520.79
ACAP1	ACAP1	1	25.58	21.57	23.4
ACAP2	ACAP2	6	413.86	476.99	485.69
ACAP3	ACAP3	3	102.84	76.21	51.21
ACAT1	ACAT1	8	1598.41	1653.35	994.1
ACAT2	ACAT2	3	902.13	716.69	379.68
ACBD3	ACBD3	2	180.76	207.4	261.59
ACBD4	ACBD4	9	137.94	133.69	177.34
ACBD5	ACBD5	9	1851.55	2193.31	1217.0
ACBD6	ACBD6	3	82.42	87.29	55.54
ACCS	ACCS	3	65.74	48.41	52.46
ACD	ACD	1	10.71	11.46	19.5
ACE2	ACE2	2	137.59	167.82	116.13
ACER2	ACER2	1	31.23	34.0	32.71
ACER3	ACER3	1	37.57	52.29	54.63
ACIN1	ACIN1	8	742.02	647.13	840.5
ACKR2	ACKR2	2	47.89	33.6	23.27
ACLY	ACLY	9	904.16	542.02	364.92
ACMSD	ACMSD	9	1281.67	1234.95	756.61
ACO1	ACO1	12	1675.14	1498.58	1142.49
ACO2	ACO2	8	652.55	569.28	560.76
ACOT11	ACOT11	1	14.43	14.86	3.27
ACOT12	ACOT12	16	5576.7	5880.26	4568.22
ACOT12_LOC113255153	ACOT12_LOC113255153	1	98.41	58.18	8.43
ACOT13	ACOT13	2	823.89	737.48	785.86
ACOT6	ACOT6	5	2287.42	2115.65	1394.54
ACOT8	ACOT8	3	149.44	144.78	140.9
ACOT9	ACOT9	6	125.65	160.89	184.3
ACOX1	ACOX1	7	8611.76	8732.81	4389.01
ACOX2	ACOX2	34	12186.93	9811.86	6523.06
ACOX3	ACOX3	4	656.1	564.46	290.01
ACP1	ACP1	5	468.22	552.75	498.43
ACP2	ACP2	7	1041.11	1009.17	996.88
ACP5	ACP5	3	170.21	162.47	133.87
ACP6	ACP6	3	254.05	246.89	191.29
ACPP	ACPP	2	118.21	119.67	92.18
ACSF3	ACSF3	5	187.44	160.61	164.6
ACSL1	ACSL1	59	26946.84	30534.1	36988.95
ACSL3	ACSL3	3	541.0	476.66	366.33
ACSL4	ACSL4	13	12552.01	15391.95	23594.97
ACSL5	ACSL5	11	3666.16	4333.85	4209.6
ACSM3	ACSM3	4	3014.15	3248.94	1827.87
ACSM5	ACSM5	11	2110.22	2317.91	1717.12
ACSS1	ACSS1	3	1495.6	1629.08	2646.53
ACSS2	ACSS2	8	1014.06	618.61	281.74
ACSS3	ACSS3	3	2087.07	2625.49	2330.03
ACTA2	ACTA2	8	754.41	895.68	1434.35
ACTB	ACTB	5	3541.92	3177.41	4817.66
ACTG1	ACTG1	5	6663.88	6197.85	6670.73
ACTG2	ACTG2	2	284.23	300.62	236.45
ACTL6A	ACTL6A	3	73.0	94.52	106.73
ACTN1	ACTN1	7	591.0	612.77	597.74
ACTN4	ACTN4	5	1253.06	1082.88	1250.25
ACTR10	ACTR10	3	337.76	386.64	331.67
ACTR1A	ACTR1A	3	294.21	339.59	284.37
ACTR1B	ACTR1B	7	305.49	303.99	319.49
ACTR2	ACTR2	1	789.92	788.42	894.7
ACTR3	ACTR3	4	574.07	656.03	552.66
ACTR3B	ACTR3B	5	184.36	182.96	98.75
ACTR5	ACTR5	1	88.28	87.19	82.32
ACTR6	ACTR6	4	77.36	75.92	67.15
ACTR8	ACTR8	5	268.21	270.56	282.99
ACVR1	ACVR1	5	271.04	288.58	458.74
ACVR1B	ACVR1B	5	428.11	368.28	338.85
ACVR1C	ACVR1C	3	163.17	171.58	204.71
ACVR2A	ACVR2A	2	271.24	274.03	275.12
ACVR2B	ACVR2B	1	19.36	17.03	10.17
ACVRL1	ACVRL1	3	138.94	122.84	76.33
ACYP1	ACYP1	4	171.67	173.95	194.62
ACYP2	ACYP2	1	55.27	46.86	25.5
ADA	ADA	7	160.63	140.53	114.03
ADA2	ADA2	2	123.18	113.17	67.96
ADAL	ADAL	2	83.02	89.67	74.14
ADAM10	ADAM10	6	356.27	429.19	417.11
ADAM15	ADAM15	1	9.63	5.84	16.66
ADAM17	ADAM17	5	201.48	201.05	218.97
ADAM19	ADAM19	2	37.88	31.66	36.17
ADAM22	ADAM22	4	143.11	140.09	129.8
ADAM32	ADAM32	1	35.82	35.89	31.79
ADAM33	ADAM33	1	102.34	95.33	69.16
ADAM9	ADAM9	6	278.89	307.66	257.16
ADAMTS1	ADAMTS1	2	319.72	706.81	755.02
ADAMTS10	ADAMTS10	2	31.32	21.5	96.3
ADAMTS12	ADAMTS12	1	26.84	23.05	25.82
ADAMTS13	ADAMTS13	3	456.47	369.83	337.32
ADAMTS2	ADAMTS2	1	18.26	11.89	10.77
ADAMTS20	ADAMTS20	2	43.92	42.25	43.32
ADAMTS3	ADAMTS3	1	67.18	59.26	42.51
ADAMTS5	ADAMTS5	1	15.64	7.35	8.88
ADAMTS6	ADAMTS6	1	17.6	12.13	9.48
ADAMTS9	ADAMTS9	1	16.98	12.1	6.67
ADAMTSL1	ADAMTSL1	2	95.06	78.4	74.74
ADAMTSL2	ADAMTSL2	1	170.03	120.66	49.7
ADAMTSL3	ADAMTSL3	1	31.83	35.75	101.15
ADAMTSL4	ADAMTSL4	1	16.04	24.95	3.25
ADAP2	ADAP2	3	247.63	233.55	177.14
ADAR	ADAR	5	478.24	417.41	405.33
ADARB1	ADARB1	1	53.2	36.29	27.83
ADARB2	ADARB2	1	10.52	9.94	17.5
ADAT1	ADAT1	3	88.55	76.6	79.81
ADAT2	ADAT2	1	55.67	57.84	59.24
ADCK1	ADCK1	2	34.86	35.16	36.51
ADCK2	ADCK2	4	105.77	83.61	83.88
ADCK5	ADCK5	4	106.51	94.68	79.75
ADCY1	ADCY1	1	71.0	69.41	108.63
ADCY5	ADCY5	1	116.64	93.81	104.52
ADCY6	ADCY6	6	231.38	196.06	353.16
ADCY7	ADCY7	1	74.17	67.18	54.01
ADCY9	ADCY9	3	556.9	531.99	675.47
ADCYAP1	ADCYAP1	1	14.97	17.25	5.79
ADD1	ADD1	9	441.15	442.19	482.36
ADD2	ADD2	1	55.48	45.91	39.42
ADD3	ADD3	2	80.56	74.24	50.07
ADGB	ADGB	2	70.56	96.79	96.21
ADGRA2	ADGRA2	2	121.67	99.04	101.97
ADGRA3	ADGRA3	2	920.36	947.99	879.61
ADGRB1	ADGRB1	1	24.44	13.46	16.93
ADGRD1	ADGRD1	1	13.67	25.08	12.25
ADGRE1	ADGRE1	1	309.37	314.0	146.0
ADGRE5	ADGRE5	5	102.17	86.35	63.87
ADGRF3	ADGRF3	2	50.27	31.64	39.86
ADGRF5	ADGRF5	6	656.93	781.82	433.23
ADGRG6	ADGRG6	3	898.05	736.01	1024.21
ADGRG7	ADGRG7	2	160.45	103.91	96.77
ADGRL1	ADGRL1	4	699.87	592.97	562.37
ADGRL2	ADGRL2	7	672.37	893.92	929.41
ADGRL3	ADGRL3	6	174.45	207.83	300.12
ADGRL4	ADGRL4	2	65.65	80.73	58.71
ADGRV1	ADGRV1	5	412.11	427.7	715.96
ADH4	ADH4	9	9269.1	9753.23	6795.29
ADH5	ADH5	6	1273.79	1406.02	1074.15
ADH6	ADH6	10	7696.47	7434.09	4489.42
ADHFE1	ADHFE1	7	310.99	275.19	223.93
ADI1	ADI1	1	1411.85	1581.28	1370.62
ADIPOR1	ADIPOR1	5	615.86	687.5	474.9
ADIPOR2	ADIPOR2	10	842.49	702.5	870.18
ADK	ADK	13	1543.59	1654.46	923.96
ADM	ADM	1	19.93	18.27	9.52
ADNP	ADNP	6	768.34	766.49	878.72
ADNP2	ADNP2	2	180.15	201.01	199.6
ADO	ADO	1	79.45	91.48	104.01
ADORA2A	ADORA2A	2	17.98	6.38	56.49
ADPGK	ADPGK	5	316.53	348.85	487.58
ADPRH	ADPRH	4	124.69	159.78	150.85
ADPRHL2	ADPRHL2	2	95.69	105.92	104.02
ADRA1A	ADRA1A	10	2797.41	2675.04	3342.32
ADRA2B	ADRA2B	2	122.61	110.21	131.55
ADRB1	ADRB1	1	37.46	29.21	21.33
ADRB2	ADRB2	1	445.58	749.93	503.66
ADRM1	ADRM1	10	655.1	674.28	565.56
ADSL	ADSL	3	193.56	186.56	164.01
ADSS	ADSS	3	421.8	386.58	221.29
ADSSL1	ADSSL1	5	641.15	515.64	641.47
ADTRP	ADTRP	1	66.59	70.83	85.31
AEBP1	AEBP1	1	159.56	106.05	108.72
AEBP2	AEBP2	2	162.48	178.26	182.88
AEN	AEN	2	47.16	41.35	53.98
AES	AES	2	916.42	805.32	763.29
AFAP1	AFAP1	1	17.9	8.83	9.22
AFAP1L1	AFAP1L1	2	27.08	37.81	34.39
AFAP1L2	AFAP1L2	2	44.47	38.81	28.36
AFDN	AFDN	11	3108.09	2893.01	2804.86
AFF1	AFF1	2	1504.58	1232.46	1140.44
AFF4	AFF4	4	993.22	1032.91	1037.39
AFG1L	AFG1L	5	96.43	95.27	78.26
AFG3L2	AFG3L2	6	1004.02	984.23	741.09
AFM	AFM	30	14923.87	16159.46	20497.16
AFMID	AFMID	5	521.51	402.32	394.71
AFTPH	AFTPH	5	364.23	397.62	378.58
AGA	AGA	6	250.63	261.53	238.58
AGAP1	AGAP1	2	77.02	76.74	63.25
AGAP3	AGAP3	2	122.15	106.0	59.27
AGBL4	AGBL4	1	15.9	9.05	4.61
AGFG1	AGFG1	3	238.27	256.01	348.75
AGFG2	AGFG2	1	501.38	382.0	250.88
AGGF1	AGGF1	3	247.27	231.6	239.78
AGK	AGK	3	66.63	74.6	78.74
AGL	AGL	7	2277.78	2222.12	3652.67
AGMAT	AGMAT	1	1183.99	1358.81	1160.33
AGMO	AGMO	6	2802.21	2687.88	1600.88
AGO1	AGO1	1	222.61	216.37	293.97
AGO2	AGO2	2	124.82	122.75	132.67
AGO3	AGO3	4	188.11	205.19	210.66
AGPAT1	AGPAT1	2	48.46	27.17	23.7
AGPAT2	AGPAT2	4	564.12	426.72	327.47
AGPAT3	AGPAT3	4	333.51	292.59	382.28
AGPAT5	AGPAT5	3	754.84	798.47	676.38
AGPS	AGPS	7	2809.09	3346.1	3272.66
AGRN	AGRN	2	203.72	178.22	211.96
AGT	AGT	3	6228.72	6377.29	4474.92
AGTPBP1	AGTPBP1	3	101.61	115.55	95.57
AGTR1	AGTR1	6	512.02	576.99	529.84
AGTRAP	AGTRAP	2	82.26	83.12	139.02
AGXT	AGXT	20	13131.29	10569.1	3502.96
AGXT2	AGXT2	6	1877.34	1634.34	1316.91
AHCTF1	AHCTF1	9	876.63	985.11	931.95
AHCY	AHCY	3	9336.65	9402.85	5917.59
AHCYL1	AHCYL1	3	559.41	534.82	574.85
AHCYL2	AHCYL2	1	69.83	46.04	30.71
AHDC1	AHDC1	1	35.16	23.9	26.68
AHI1	AHI1	7	143.47	174.4	184.21
AHNAK	AHNAK	8	6440.14	6483.4	9442.95
AHR	AHR	6	6214.55	7436.73	3084.99
AHSA1	AHSA1	6	373.89	355.18	319.69
AHSG	AHSG	11	55404.37	50706.88	41027.48
AIDA	AIDA	2	340.1	380.42	412.49
AIF1	AIF1	1	51.45	53.23	34.68
AIFM1	AIFM1	3	817.71	788.55	462.29
AIFM2	AIFM2	2	33.57	34.03	46.5
AIFM3	AIFM3	1	8.6	7.12	14.99
AIG1	AIG1	9	431.63	502.17	322.59
AIMP1	AIMP1	2	247.58	312.64	255.99
AIMP2	AIMP2	3	73.81	74.51	83.05
AIP	AIP	2	75.37	67.79	48.38
AJUBA	AJUBA	1	80.81	90.16	109.95
AK1	AK1	1	76.74	58.11	79.07
AK2	AK2	7	1415.64	1447.53	1386.63
AK3	AK3	2	1020.87	1332.06	1086.59
AK4	AK4	11	4064.14	5224.58	6241.42
AK6	AK6	2	89.49	98.88	96.36
AK7	AK7	4	1044.39	873.99	183.18
AKAP1	AKAP1	3	779.16	626.93	688.08
AKAP10	AKAP10	1	360.02	359.85	340.16
AKAP11	AKAP11	4	786.95	887.77	848.05
AKAP12	AKAP12	2	406.98	380.68	371.88
AKAP13	AKAP13	11	4683.06	4432.36	3501.35
AKAP17A	AKAP17A	2	138.85	124.43	146.2
AKAP2	AKAP2	7	666.96	667.49	889.72
AKAP6	AKAP6	1	22.71	9.28	11.05
AKAP7	AKAP7	4	142.71	150.78	138.11
AKAP8	AKAP8	4	155.14	147.88	201.89
AKAP8L	AKAP8L	1	169.31	169.55	190.94
AKAP9	AKAP9	7	1537.21	1651.71	1497.91
AKIP1	AKIP1	3	112.87	128.27	111.53
AKIRIN1	AKIRIN1	1	238.23	265.41	254.7
AKIRIN2	AKIRIN2	1	87.06	87.19	83.62
AKNA	AKNA	1	64.9	40.93	43.2
AKR1A1	AKR1A1	2	737.48	704.25	583.4
AKR1B1	AKR1B1	1	56.48	47.32	47.13
AKR1D1	AKR1D1	7	10309.61	13133.37	8127.76
AKR1E2	AKR1E2	3	356.06	353.42	305.04
AKT1	AKT1	2	361.23	359.6	325.04
AKT1S1	AKT1S1	2	113.32	85.43	69.65
AKT2	AKT2	9	361.28	294.84	354.87
AKT3	AKT3	4	95.08	88.71	78.87
AKTIP	AKTIP	10	403.61	444.66	479.47
ALAD	ALAD	17	4054.02	3597.05	3775.42
ALAS1	ALAS1	6	241.37	312.97	529.89
ALB	ALB	57	1957363.18	2367713.33	2599946.04
ALCAM	ALCAM	5	1431.56	1697.24	1341.21
ALDH16A1	ALDH16A1	3	187.49	167.58	162.53
ALDH18A1	ALDH18A1	1	68.63	59.07	119.61
ALDH1A1	ALDH1A1	5	18479.17	17972.78	7737.43
ALDH1A3	ALDH1A3	2	305.13	264.13	307.74
ALDH1B1	ALDH1B1	1	33.01	21.43	33.63
ALDH1L1	ALDH1L1	18	13548.01	9346.64	570.69
ALDH2	ALDH2	10	11503.05	10701.49	5306.05
ALDH3A2	ALDH3A2	20	8666.49	8547.9	7812.88
ALDH4A1	ALDH4A1	8	5771.66	4371.11	2530.9
ALDH5A1	ALDH5A1	2	1107.79	1109.61	1171.02
ALDH6A1	ALDH6A1	7	4947.08	5420.67	3460.72
ALDH7A1	ALDH7A1	6	2094.51	1928.23	1385.76
ALDH8A1	ALDH8A1	9	8329.74	8647.39	7117.11
ALDH9A1	ALDH9A1	10	3422.45	3575.35	2693.42
ALDOA	ALDOA	4	384.97	229.31	175.43
ALDOB	ALDOB	12	90798.75	99386.75	69333.18
ALDOB_MRPL50	ALDOB_MRPL50	1	23.38	21.98	23.44
ALG1	ALG1	3	101.67	68.82	71.74
ALG11	ALG11	2	189.86	157.81	174.08
ALG12	ALG12	10	602.27	528.33	840.28
ALG13	ALG13	4	212.57	194.52	192.74
ALG14	ALG14	2	80.97	73.12	82.2
ALG14_CNN3	ALG14_CNN3	1	7.59	26.96	10.52
ALG2	ALG2	3	260.96	283.61	254.82
ALG3	ALG3	1	47.19	33.82	32.57
ALG5	ALG5	2	182.14	214.28	193.11
ALG6	ALG6	3	199.23	212.4	224.06
ALG8	ALG8	2	28.98	32.16	43.29
ALG9	ALG9	3	87.25	110.46	164.91
ALKBH1	ALKBH1	4	136.93	128.89	141.97
ALKBH2	ALKBH2	2	13.49	12.84	31.67
ALKBH3	ALKBH3	5	134.03	125.98	134.7
ALKBH4	ALKBH4	1	78.58	66.67	49.43
ALKBH5	ALKBH5	2	556.84	605.26	531.76
ALKBH7	ALKBH7	1	144.46	143.78	67.67
ALKBH8	ALKBH8	1	11.69	16.24	15.34
ALLC	ALLC	1	11.5	15.35	12.71
ALMS1	ALMS1	4	797.88	818.32	704.23
ALPK1	ALPK1	4	122.89	122.92	99.88
ALPK3	ALPK3	1	21.41	7.85	9.94
ALPL	ALPL	2	111.89	112.85	24.77
ALS2	ALS2	9	374.92	418.18	364.75
ALS2CL	ALS2CL	1	11.89	9.93	16.45
ALYREF	ALYREF	1	79.76	91.03	124.21
AMACR	AMACR	2	2741.24	3260.74	1689.4
AMBP	AMBP	9	50217.5	54110.39	66190.0
AMBRA1	AMBRA1	5	222.44	165.9	211.28
AMD1	AMD1	8	396.29	507.9	823.0
AMDHD1	AMDHD1	12	5651.58	5716.81	3381.04
AMDHD2	AMDHD2	1	47.43	46.49	34.77
AMER1	AMER1	1	71.06	63.13	47.82
AMFR	AMFR	2	1823.77	1925.51	2925.59
AMIGO1	AMIGO1	1	9.81	24.93	10.0
AMIGO3	AMIGO3	1	10.89	10.61	24.59
AMMECR1	AMMECR1	1	31.7	27.75	32.06
AMMECR1L	AMMECR1L	4	187.5	223.08	212.33
AMN	AMN	1	227.47	226.69	333.31
AMN1	AMN1	2	32.9	26.69	22.83
AMOT	AMOT	3	122.08	91.55	42.31
AMOTL1	AMOTL1	2	30.29	28.64	31.54
AMOTL2	AMOTL2	4	255.6	294.0	416.08
AMPD2	AMPD2	9	405.32	336.33	388.35
AMT	AMT	6	1334.44	1166.61	1044.92
AMZ2	AMZ2	4	482.23	434.75	324.93
ANAPC1	ANAPC1	5	257.13	261.66	282.06
ANAPC10	ANAPC10	1	7.83	7.63	21.35
ANAPC11	ANAPC11	2	79.14	99.82	103.16
ANAPC13	ANAPC13	4	186.53	185.45	199.47
ANAPC15	ANAPC15	1	44.19	47.24	48.42
ANAPC16	ANAPC16	4	382.36	441.86	448.35
ANAPC4	ANAPC4	4	222.3	204.35	264.37
ANAPC5	ANAPC5	6	113.37	119.0	130.25
ANAPC7	ANAPC7	5	231.44	275.89	332.38
ANGEL1	ANGEL1	2	68.77	73.28	72.53
ANGEL2	ANGEL2	4	86.79	120.61	109.32
ANGPT1	ANGPT1	1	6.94	20.25	12.48
ANGPT4	ANGPT4	1	22.92	23.96	38.78
ANGPTL2	ANGPTL2	1	113.44	102.46	107.39
ANGPTL3	ANGPTL3	2	3481.08	3322.89	3295.49
ANGPTL4	ANGPTL4	1	5.59	6.76	20.21
ANGPTL6	ANGPTL6	2	376.29	400.18	315.95
ANGPTL8	ANGPTL8	1	45.15	27.03	13.16
ANK3	ANK3	6	209.3	196.11	212.46
ANKAR	ANKAR	1	20.14	26.92	41.65
ANKFY1	ANKFY1	4	675.66	624.23	674.4
ANKH	ANKH	2	209.86	249.93	251.11
ANKIB1	ANKIB1	5	407.49	406.74	514.61
ANKLE2	ANKLE2	3	257.15	278.87	285.85
ANKMY2	ANKMY2	7	339.67	387.51	375.88
ANKRA2	ANKRA2	5	143.43	154.52	129.47
ANKRD1	ANKRD1	1	14.86	13.91	18.31
ANKRD11	ANKRD11	3	346.21	305.72	331.9
ANKRD12	ANKRD12	4	530.84	539.0	674.37
ANKRD13A	ANKRD13A	3	174.22	182.22	179.98
ANKRD13C	ANKRD13C	4	199.14	206.18	173.1
ANKRD13D	ANKRD13D	1	28.5	19.8	26.71
ANKRD16	ANKRD16	1	93.62	82.56	77.51
ANKRD17	ANKRD17	9	1075.93	1183.2	1238.14
ANKRD27	ANKRD27	6	214.41	205.48	262.1
ANKRD28	ANKRD28	9	504.87	475.65	426.17
ANKRD33B	ANKRD33B	1	5.03	7.9	25.73
ANKRD34B	ANKRD34B	2	122.34	152.99	165.85
ANKRD37	ANKRD37	1	14.12	14.2	11.51
ANKRD39	ANKRD39	2	63.36	39.16	46.54
ANKRD40	ANKRD40	1	227.86	249.65	280.39
ANKRD42	ANKRD42	2	45.37	42.89	25.18
ANKRD44	ANKRD44	3	308.46	346.45	217.15
ANKRD46	ANKRD46	4	373.44	415.74	436.09
ANKRD49	ANKRD49	1	17.09	14.75	20.24
ANKRD50	ANKRD50	2	345.69	338.16	218.1
ANKRD52	ANKRD52	1	62.52	57.53	83.03
ANKRD54	ANKRD54	1	20.87	43.79	33.9
ANKRD9	ANKRD9	1	141.61	173.62	100.02
ANKS1A	ANKS1A	2	267.19	249.06	234.14
ANKS3	ANKS3	2	30.52	35.31	41.6
ANKS4B	ANKS4B	1	138.04	159.61	81.92
ANKS6	ANKS6	1	14.99	12.9	11.27
ANKZF1	ANKZF1	4	74.08	76.48	98.15
ANO1	ANO1	2	1660.54	1452.27	1695.5
ANO10	ANO10	4	427.49	378.62	420.25
ANO3	ANO3	1	53.71	61.37	33.12
ANO4	ANO4	1	16.83	14.58	16.47
ANO6	ANO6	2	88.03	97.55	93.34
ANO8	ANO8	1	31.34	28.07	23.57
ANOS1	ANOS1	2	75.97	82.73	245.66
ANP32A	ANP32A	2	124.53	114.74	206.25
ANP32B	ANP32B	2	203.42	176.42	222.54
ANP32E	ANP32E	4	133.05	144.09	242.66
ANPEP	ANPEP	2	1970.83	1487.7	1217.47
ANTXR1	ANTXR1	1	156.09	150.85	122.33
ANTXR2	ANTXR2	4	882.46	1200.89	995.11
ANXA1	ANXA1	7	264.23	491.68	683.01
ANXA11	ANXA11	7	252.27	221.08	265.12
ANXA2	ANXA2	7	823.74	875.66	1582.63
ANXA3	ANXA3	8	183.2	229.33	200.17
ANXA4	ANXA4	12	963.32	1171.21	883.49
ANXA5	ANXA5	6	894.04	887.95	941.04
ANXA6	ANXA6	8	1321.61	1029.07	581.65
ANXA7	ANXA7	8	812.52	913.4	707.74
ANXA9	ANXA9	1	24.06	24.09	19.06
AOAH	AOAH	2	122.95	108.67	76.08
AOC2	AOC2	2	1753.36	1485.48	1621.35
AP1AR	AP1AR	1	68.94	83.59	53.95
AP1B1	AP1B1	6	379.59	371.34	342.89
AP1G1	AP1G1	4	666.25	727.07	811.92
AP1G2	AP1G2	2	29.27	27.82	30.51
AP1M1	AP1M1	4	154.06	152.74	164.23
AP1S1	AP1S1	2	320.43	259.26	208.07
AP1S2	AP1S2	1	25.43	31.18	18.99
AP1S3	AP1S3	1	55.87	73.05	91.12
AP2A1	AP2A1	1	375.68	359.55	274.31
AP2A2	AP2A2	8	896.67	880.51	636.52
AP2B1	AP2B1	6	863.69	872.66	771.07
AP2M1	AP2M1	4	547.66	586.28	452.73
AP2S1	AP2S1	1	171.52	173.1	136.35
AP3B1	AP3B1	12	492.12	576.4	602.38
AP3B1_LOC113255177	AP3B1_LOC113255177	1	35.17	38.27	52.9
AP3D1	AP3D1	2	550.56	488.66	467.35
AP3M1	AP3M1	10	562.8	602.12	554.09
AP3M2	AP3M2	1	12.3	21.27	10.94
AP3S1	AP3S1	2	102.02	137.36	129.76
AP4B1	AP4B1	4	84.32	83.04	103.46
AP4E1	AP4E1	1	241.76	244.64	237.29
AP4M1	AP4M1	1	26.4	24.27	16.38
AP4S1	AP4S1	3	27.74	47.69	44.65
AP5B1	AP5B1	1	51.54	53.44	32.8
AP5M1	AP5M1	5	137.08	143.55	167.19
AP5S1	AP5S1	2	36.76	39.59	37.37
AP5Z1	AP5Z1	2	67.19	33.87	31.92
