#Gene	Name/Description	Isoforms	3 T1 MeanExpLevel	3 T2 MeanExpLevel	3 T3 MeanExpLevel
LOC113268656	LOC113268656	2	58.66	57.88	48.29
LOC113268691	LOC113268691	1	73.02	140.73	48.01
LOC113268718	LOC113268718	4	465.56	480.18	301.41
LOC113268851	LOC113268851	1	33.95	32.34	30.72
LOC113268919	LOC113268919	1	45.77	32.9	41.28
LOC113268942	LOC113268942	1	19.54	18.3	40.28
LOC113268946	LOC113268946	1	26.0	30.11	24.97
LOC113268965	LOC113268965	1	32.42	22.0	26.99
LOC113269126	LOC113269126	1	27.23	18.07	26.1
LOC113269160	LOC113269160	1	51.66	53.59	60.86
LOC113269200	LOC113269200	1	1375.06	1575.49	1192.93
LOC113269201	LOC113269201	1	34.79	42.52	26.81
LOC113269263	LOC113269263	1	82.46	43.59	57.98
LOC113269280	LOC113269280	1	29.6	30.36	41.46
LOC113269283	LOC113269283	2	43.9	40.56	44.95
LOC113269300	LOC113269300	1	26.85	25.93	26.6
LOC113269302	LOC113269302	1	114.68	113.74	103.01
LOC113269356	LOC113269356	1	14.41	9.33	17.92
LOC113269409	LOC113269409	1	12.69	16.45	17.63
LOC113269623	LOC113269623	1	14.74	41.93	12.54
LOC113269632	LOC113269632	2	107.32	109.26	90.92
LOC113269658	LOC113269658	1	7.85	8.94	19.75
LOC113269666	LOC113269666	1	39.29	43.16	47.19
LOC113269697	LOC113269697	1	64.12	43.04	45.13
LOC113269715	LOC113269715	1	40.58	31.65	26.69
LOC113269823	LOC113269823	2	126.89	141.75	86.02
LOC113269882	LOC113269882	1	4.21	5.67	18.08
LOC113269962	LOC113269962	3	105.38	133.74	65.79
LOC113270105	LOC113270105	1	12.59	10.34	16.36
LOC113270166	LOC113270166	1	78.49	72.37	58.37
LOC113270188	LOC113270188	3	116.73	109.48	134.5
LOC113270361	LOC113270361	1	264.39	279.0	312.25
LOC113270362_NUMB	LOC113270362_NUMB	2	51.61	51.57	61.23
LOC113270375	LOC113270375	4	315.68	1172.67	711.15
LOC113270384	LOC113270384	1	104.01	137.53	131.81
LOC113270440	LOC113270440	2	158.46	244.27	57.92
LOC113270467	LOC113270467	1	48.76	33.15	32.02
LOC113270471	LOC113270471	1	9.78	8.74	57.82
LOC113270472	LOC113270472	3	324.51	311.6	394.35
LOC113270490	LOC113270490	1	12.95	18.16	24.32
LOC113270508	LOC113270508	2	11.9	38.34	12.84
LOC113270558	LOC113270558	3	33.44	39.76	48.92
LOC113270559	LOC113270559	1	49.99	49.67	51.58
LOC113270560	LOC113270560	1	18.93	17.96	20.46
LOC113270588	LOC113270588	2	99.21	107.23	86.01
LOC113270621	LOC113270621	3	119.34	98.5	123.11
LOC113270622	LOC113270622	2	81.79	73.01	42.26
LOC113270627	LOC113270627	2	201.16	230.67	247.51
LOC113270721	LOC113270721	1	84.16	45.9	88.99
LOC113270754	LOC113270754	1	708.15	745.93	753.08
LOC113270775	LOC113270775	1	10.53	17.56	59.22
LOC113270785	LOC113270785	2	41.15	47.8	68.66
LOC113270836	LOC113270836	1	16.06	35.69	23.57
LOC113270876	LOC113270876	3	134.33	135.53	153.27
LOC113270905_LOC113270906	LOC113270905_LOC113270906	1	32.28	47.37	44.98
LOC113271000	LOC113271000	1	73.6	60.41	81.15
LOC113271041	LOC113271041	1	24.23	20.36	10.14
LOC113271162	LOC113271162	1	18.92	10.82	14.36
LOC113271209	LOC113271209	1	17.32	13.71	15.71
LOC113271210	LOC113271210	1	595.36	297.32	331.8
LOC113271211	LOC113271211	1	275.82	103.09	253.3
LOC113271212	LOC113271212	1	24.96	36.3	28.3
LOC113271213	LOC113271213	1	28.49	4.93	30.94
LOC113271214	LOC113271214	27	325999.26	142427.42	184585.03
LOC113271216	LOC113271216	1	164.35	181.13	160.67
LOC113271230	LOC113271230	4	461.2	484.85	386.38
LOC113271240	LOC113271240	2	114.94	117.44	130.31
LOC113271252	LOC113271252	3	110.14	90.65	266.85
LOC113271320	LOC113271320	1	754.73	794.56	720.87
LONP1	LONP1	1	678.53	754.83	647.49
LONP2	LONP2	5	845.22	955.43	725.24
LONRF1	LONRF1	2	105.61	111.75	103.85
LONRF2	LONRF2	1	70.1	62.06	71.86
LONRF3	LONRF3	4	307.7	329.7	307.57
LOX	LOX	2	234.48	50.01	173.7
LOXL1	LOXL1	1	84.51	53.87	67.99
LOXL2	LOXL2	1	53.97	25.53	12.88
LOXL3	LOXL3	1	18.99	5.47	6.76
LOXL4	LOXL4	1	22.54	19.24	23.95
LPAR1	LPAR1	1	41.18	36.94	32.94
LPAR6	LPAR6	1	48.41	63.93	39.5
LPCAT1	LPCAT1	1	61.3	42.9	49.13
LPCAT2	LPCAT2	2	46.6	57.43	58.86
LPCAT3	LPCAT3	1	181.25	194.04	314.96
LPGAT1	LPGAT1	1	172.6	200.07	201.98
LPIN1	LPIN1	6	553.38	542.67	694.84
LPIN2	LPIN2	1	24.04	35.18	35.49
LPIN3	LPIN3	1	28.1	22.78	30.25
LPL	LPL	3	1591.4	3819.25	1587.18
LPP	LPP	7	386.76	307.43	398.34
LRBA	LRBA	3	596.04	608.62	597.82
LRCH1	LRCH1	1	50.25	32.42	44.31
LRCH3	LRCH3	4	145.48	119.58	110.89
LRCH3_FYTTD1	LRCH3_FYTTD1	1	104.26	141.19	242.05
LRCH4	LRCH4	2	45.04	38.65	34.91
LRFN3	LRFN3	1	18.18	16.14	21.08
LRIF1	LRIF1	1	163.08	158.86	200.48
LRIG1	LRIG1	1	507.98	468.94	568.62
LRIG2	LRIG2	4	245.48	244.47	258.97
LRIG3	LRIG3	1	69.29	53.64	53.12
LRP1	LRP1	2	2571.72	1347.86	2018.19
LRP10	LRP10	2	237.63	208.27	226.58
LRP11	LRP11	1	51.83	49.47	76.0
LRP12	LRP12	2	57.64	51.07	53.81
LRP3	LRP3	1	306.51	322.56	227.52
LRP4	LRP4	1	49.49	53.32	43.34
LRP5	LRP5	2	169.18	139.04	156.4
LRP6	LRP6	3	749.03	577.93	535.46
LRPAP1	LRPAP1	3	162.89	127.74	192.46
LRPPRC	LRPPRC	7	5968.44	6527.45	4977.81
LRRC1	LRRC1	1	16.83	13.05	18.79
LRRC14	LRRC14	1	36.27	20.85	18.58
LRRC14B	LRRC14B	2	311.3	322.45	253.01
LRRC17	LRRC17	1	28.7	12.9	24.88
LRRC2	LRRC2	15	3834.8	4524.88	3712.88
LRRC20	LRRC20	4	1010.87	1127.47	1042.33
LRRC28	LRRC28	8	560.37	637.4	583.48
LRRC30	LRRC30	2	230.94	178.16	130.67
LRRC32	LRRC32	1	31.73	11.97	26.63
LRRC36	LRRC36	1	28.12	42.68	10.08
LRRC38	LRRC38	1	18.85	10.72	17.57
LRRC39	LRRC39	9	2306.78	2940.85	2347.11
LRRC4	LRRC4	1	10.78	11.03	40.38
LRRC40	LRRC40	2	43.68	47.02	49.11
LRRC41	LRRC41	2	209.77	214.4	241.91
LRRC42	LRRC42	1	64.16	64.33	58.19
LRRC47	LRRC47	2	1130.56	1176.48	1487.94
LRRC49	LRRC49	1	21.02	15.87	6.04
LRRC57	LRRC57	2	96.76	84.11	79.89
LRRC58	LRRC58	1	212.33	189.23	264.46
LRRC59	LRRC59	1	39.16	37.1	41.96
LRRC61	LRRC61	3	293.71	230.64	303.67
LRRC66	LRRC66	1	39.64	41.01	44.22
LRRC66_SGCB	LRRC66_SGCB	2	618.16	634.76	835.48
LRRC7	LRRC7	1	27.41	21.26	25.56
LRRC8A	LRRC8A	2	107.46	68.62	119.9
LRRC8B	LRRC8B	1	60.31	69.33	72.82
LRRC8C	LRRC8C	1	41.51	40.24	66.27
LRRC8D	LRRC8D	1	32.64	22.32	39.84
LRRCC1	LRRCC1	4	99.13	76.5	91.56
LRRFIP1	LRRFIP1	5	1277.27	1319.5	875.42
LRRFIP2	LRRFIP2	13	1361.04	1428.72	1326.94
LRRK1	LRRK1	2	194.81	106.07	150.75
LRRK2	LRRK2	3	291.31	277.95	341.37
LRRN1	LRRN1	1	345.32	350.06	605.62
LRRN4CL	LRRN4CL	1	44.86	27.39	51.56
LRSAM1	LRSAM1	2	118.71	98.07	99.1
LRWD1	LRWD1	1	42.05	49.44	43.61
LSG1	LSG1	1	203.35	221.46	226.68
LSM1	LSM1	1	69.64	85.3	56.35
LSM10	LSM10	2	28.68	39.04	25.11
LSM11	LSM11	1	17.06	19.03	20.05
LSM12	LSM12	1	475.67	459.44	503.57
LSM14A	LSM14A	3	501.11	516.57	530.69
LSM14B	LSM14B	2	239.48	231.36	281.13
LSM2	LSM2	1	140.07	141.35	126.82
LSM3	LSM3	1	192.89	218.53	207.15
LSM4	LSM4	1	230.65	263.35	215.44
LSM5	LSM5	1	32.98	40.47	35.93
LSM6	LSM6	1	114.05	124.2	97.82
LSM7	LSM7	1	21.28	18.39	18.77
LSM8	LSM8	1	114.61	126.2	114.92
LSMEM1	LSMEM1	2	491.3	475.86	416.87
LSMEM2	LSMEM2	3	113.65	107.89	141.02
LSP1	LSP1	3	484.17	309.78	439.38
LSS	LSS	1	57.37	35.09	43.7
LTA4H	LTA4H	2	454.73	437.43	466.26
LTBP1	LTBP1	5	289.62	154.0	214.71
LTBP2	LTBP2	4	548.82	239.6	327.15
LTBP3	LTBP3	3	252.52	111.94	197.52
LTBP4	LTBP4	3	933.62	651.16	1082.63
LTBR	LTBR	2	231.97	211.93	241.55
LTN1	LTN1	5	546.3	609.26	555.0
LTV1	LTV1	1	111.06	96.13	104.07
LUC7L	LUC7L	2	44.42	50.82	69.75
LUC7L3	LUC7L3	3	136.29	107.93	180.14
LUM	LUM	3	936.62	517.78	493.1
LURAP1L	LURAP1L	1	48.91	29.45	24.17
LUZP6	LUZP6	1	46.4	49.69	11.08
LVRN	LVRN	1	34.72	36.68	29.63
LY6E	LY6E	1	48.8	31.3	15.96
LY6G5B	LY6G5B	1	7.4	9.08	16.58
LYAR	LYAR	1	31.21	36.79	29.9
LYN	LYN	1	29.44	26.53	18.12
LYPLA1	LYPLA1	2	270.33	316.08	225.97
LYPLA2	LYPLA2	1	77.04	74.41	82.43
LYPLAL1	LYPLAL1	1	16.08	25.68	14.98
LYRM1	LYRM1	3	125.38	171.88	78.87
LYRM2	LYRM2	1	130.64	119.28	140.08
LYRM4	LYRM4	1	38.93	37.85	35.95
LYRM7	LYRM7	3	76.52	78.16	78.15
LYRM9	LYRM9	1	63.18	78.69	42.98
LYSMD1	LYSMD1	2	98.71	102.06	137.27
LYSMD2	LYSMD2	2	117.56	139.48	143.21
LYSMD3	LYSMD3	1	47.83	55.13	70.92
LYSMD4	LYSMD4	3	123.55	110.96	153.72
LYST	LYST	1	187.34	182.55	256.98
LYVE1	LYVE1	2	70.21	37.6	74.71
LYZ	LYZ	1	20.65	18.08	42.72
LZIC	LZIC	2	158.05	166.53	177.22
LZTFL1	LZTFL1	1	90.88	93.97	80.13
LZTR1	LZTR1	2	298.65	268.69	248.91
LZTS1	LZTS1	1	17.32	24.14	23.27
LZTS2	LZTS2	1	85.73	79.9	141.73
LZTS3	LZTS3	1	182.21	361.66	182.25
M6PR	M6PR	2	322.51	341.28	363.7
MAB21L1	MAB21L1	1	17.47	11.52	8.94
MACF1	MACF1	9	3902.17	3190.13	3052.09
MACO1	MACO1	1	307.1	268.65	273.15
MACROD1	MACROD1	1	3093.67	3324.21	3521.38
MAD1L1	MAD1L1	2	35.15	38.72	56.99
MAD2L1BP	MAD2L1BP	1	40.17	35.5	47.71
MAD2L2	MAD2L2	1	41.3	50.55	45.54
MADD	MADD	5	190.56	175.85	264.79
MAEA	MAEA	2	246.11	227.09	253.84
MAF	MAF	2	373.4	240.84	356.91
MAF1	MAF1	3	1406.22	1498.61	1210.63
MAFA	MAFA	1	12.99	10.46	21.15
MAFB	MAFB	1	144.81	121.34	173.72
MAFF	MAFF	1	27.97	32.79	39.15
MAFG	MAFG	1	42.65	42.14	25.83
MAFK	MAFK	2	67.18	54.86	58.75
MAGED1	MAGED1	5	472.65	476.31	578.77
MAGED2	MAGED2	3	333.9	221.17	440.05
MAGEE2	MAGEE2	1	52.32	60.39	77.9
MAGEF1	MAGEF1	1	163.88	139.24	166.4
MAGI1	MAGI1	5	102.74	82.49	98.94
MAGI3	MAGI3	2	99.7	87.19	102.46
MAGIX	MAGIX	1	155.73	145.06	119.4
MAGOH	MAGOH	1	78.9	82.34	75.76
MAGOHB	MAGOHB	1	26.22	27.94	26.58
MAGT1	MAGT1	2	176.54	237.97	217.55
MAIP1	MAIP1	2	107.33	110.36	96.83
MAK16	MAK16	2	243.78	256.0	246.68
MALL	MALL	1	55.32	39.7	29.0
MALSU1	MALSU1	1	349.98	403.64	254.14
MALT1	MALT1	2	58.77	52.54	51.62
MAML1	MAML1	1	84.86	59.77	85.25
MAML2	MAML2	1	20.54	18.8	29.32
MAML3	MAML3	1	11.07	11.82	18.95
MAMSTR	MAMSTR	1	33.0	21.25	44.65
MAN1A1	MAN1A1	2	306.64	208.28	199.43
MAN1A2	MAN1A2	1	154.51	131.71	150.3
MAN1C1	MAN1C1	1	22.55	15.86	19.75
MAN2A1	MAN2A1	2	59.9	46.63	49.47
MAN2A2	MAN2A2	4	1125.76	1122.66	1227.23
MAN2B1	MAN2B1	2	251.02	210.69	229.85
MAN2C1	MAN2C1	1	63.11	45.63	55.79
MANBA	MANBA	4	209.11	181.7	186.05
MANBAL	MANBAL	3	206.41	206.86	181.91
MANEA	MANEA	1	37.3	39.3	39.9
MANEAL	MANEAL	1	23.64	29.67	32.03
MANF	MANF	1	92.53	94.27	97.22
MANSC1	MANSC1	1	25.3	14.04	21.65
MAOB	MAOB	2	83.41	45.18	114.42
MAP10	MAP10	1	17.98	13.49	20.56
MAP1A	MAP1A	3	478.67	297.96	398.18
MAP1B	MAP1B	1	297.15	143.76	220.57
MAP1LC3A	MAP1LC3A	1	489.33	511.03	226.85
MAP1LC3B	MAP1LC3B	3	613.75	720.03	622.91
MAP1S	MAP1S	2	77.05	66.0	85.98
MAP2K1	MAP2K1	2	344.29	332.77	327.46
MAP2K2	MAP2K2	1	505.87	532.41	442.28
MAP2K3	MAP2K3	2	530.22	624.26	546.22
MAP2K4	MAP2K4	1	347.83	341.0	364.96
MAP2K5	MAP2K5	1	154.58	154.88	161.76
MAP2K6	MAP2K6	1	260.01	258.72	183.51
MAP2K7	MAP2K7	1	198.43	195.49	218.51
MAP3K1	MAP3K1	2	112.91	80.71	106.83
MAP3K10	MAP3K10	1	136.91	137.06	113.71
MAP3K11	MAP3K11	1	83.22	70.22	62.19
MAP3K12	MAP3K12	1	15.08	11.49	16.7
MAP3K13	MAP3K13	1	24.13	23.81	17.33
MAP3K14	MAP3K14	2	101.92	65.49	132.64
MAP3K2	MAP3K2	2	324.24	260.21	371.86
MAP3K20	MAP3K20	4	7586.6	8551.38	9002.05
MAP3K21	MAP3K21	1	22.79	21.49	17.42
MAP3K3	MAP3K3	3	271.45	277.09	245.79
MAP3K4	MAP3K4	4	285.76	305.61	304.75
MAP3K5	MAP3K5	1	118.49	150.98	89.1
MAP3K7	MAP3K7	4	242.32	269.48	271.66
MAP3K7CL	MAP3K7CL	3	103.88	51.45	133.74
MAP4	MAP4	11	7973.45	7411.33	11507.85
MAP4K3	MAP4K3	3	266.87	296.31	362.65
MAP4K4	MAP4K4	7	1286.98	1166.93	1403.72
MAP4K5	MAP4K5	2	253.29	222.17	241.27
MAP7D1	MAP7D1	1	2405.29	2485.82	2377.71
MAP7D3	MAP7D3	5	162.14	125.29	169.53
MAPK1	MAPK1	1	671.43	705.31	579.8
MAPK11	MAPK11	1	31.66	15.14	32.36
MAPK12	MAPK12	2	1076.72	1358.28	813.33
MAPK14	MAPK14	3	597.54	580.05	477.48
MAPK1IP1L	MAPK1IP1L	6	453.92	477.77	568.63
MAPK3	MAPK3	2	237.83	226.19	282.01
MAPK6	MAPK6	5	658.89	705.73	658.88
MAPK7	MAPK7	1	20.73	13.95	23.26
MAPK8	MAPK8	3	279.9	301.67	280.4
MAPK8IP1	MAPK8IP1	2	176.55	180.09	117.4
MAPK8IP3	MAPK8IP3	1	51.54	37.72	53.34
MAPK9	MAPK9	5	331.63	363.38	372.8
MAPKAP1	MAPKAP1	8	482.42	488.27	431.08
MAPKAPK2	MAPKAPK2	2	1891.15	2143.41	1805.45
MAPKAPK3	MAPKAPK3	5	690.05	705.88	570.56
MAPKAPK5	MAPKAPK5	2	176.95	186.79	168.57
MAPKBP1	MAPKBP1	1	96.4	86.99	100.37
MAPRE1	MAPRE1	1	177.09	175.5	184.93
MAPRE2	MAPRE2	3	406.9	408.95	355.26
MAPRE3	MAPRE3	1	126.69	131.88	127.6
MAPT	MAPT	5	278.44	284.89	217.12
MARC1	MARC1	2	404.12	497.6	259.71
MARCH2	MARCH2	2	111.47	124.6	100.62
MARCH3	MARCH3	1	20.38	14.79	18.7
MARCH5	MARCH5	1	276.2	292.1	288.75
MARCH6	MARCH6	6	1794.6	1859.09	1793.96
MARCH7	MARCH7	4	943.53	1070.77	955.71
MARCH8	MARCH8	4	81.93	91.34	121.06
MARCH9	MARCH9	1	47.83	54.12	65.58
MARCKS	MARCKS	1	247.28	164.16	265.0
MARF1	MARF1	7	341.91	237.26	347.59
MARK1	MARK1	1	22.64	15.44	20.5
MARK2	MARK2	2	60.17	77.6	62.12
MARK3	MARK3	3	504.89	537.59	482.53
MARK4	MARK4	2	48.16	43.17	43.86
MARS	MARS	1	185.28	166.55	198.95
MARS2	MARS2	1	63.93	132.92	107.63
MARVELD1	MARVELD1	1	103.9	44.91	77.23
MASP1	MASP1	2	40.43	62.53	15.67
MAST2	MAST2	5	594.26	570.5	586.49
MAST4	MAST4	2	341.05	272.22	326.23
MAT2A	MAT2A	2	556.2	512.72	551.05
MAT2B	MAT2B	3	264.28	264.09	312.19
MATN2	MATN2	4	130.54	63.54	79.72
MATR3	MATR3	6	1815.85	1833.23	1803.87
MAU2	MAU2	3	411.7	392.69	472.56
MAVS	MAVS	3	461.46	557.82	441.62
MAZ	MAZ	3	357.16	276.51	316.14
MB	MB	7	141278.72	139202.67	86238.06
MB21D2	MB21D2	1	75.48	96.22	82.97
MBD1	MBD1	3	42.39	73.57	51.41
MBD2	MBD2	2	130.55	114.61	160.45
MBD3	MBD3	5	635.79	557.92	471.7
MBD4	MBD4	2	107.84	138.64	85.62
MBD5_LOC113250909	MBD5_LOC113250909	2	37.7	38.54	47.38
MBD6	MBD6	1	10.17	3.21	18.39
MBIP	MBIP	1	45.23	50.47	45.9
MBLAC1	MBLAC1	1	17.82	15.08	17.01
MBLAC2	MBLAC2	1	11.38	11.5	20.1
MBNL1	MBNL1	14	3578.39	3687.57	3659.37
MBNL2	MBNL2	8	1487.31	1545.05	1487.65
MBOAT1	MBOAT1	2	39.07	22.51	41.47
MBOAT2	MBOAT2	2	174.49	209.25	400.31
MBOAT7	MBOAT7	1	46.75	37.42	56.05
MBP	MBP	4	249.36	284.79	100.93
MBTD1	MBTD1	4	150.27	149.37	183.6
MBTPS1	MBTPS1	2	269.52	209.59	260.38
MBTPS2	MBTPS2	2	64.15	73.64	72.17
MCAM	MCAM	2	380.5	260.37	236.08
MCAT	MCAT	1	70.13	96.63	81.26
MCC	MCC	2	120.32	101.03	142.91
MCCC1	MCCC1	2	226.67	302.86	158.09
MCCC2	MCCC2	2	195.15	208.73	84.63
MCEE	MCEE	1	78.16	88.13	76.08
MCF2L	MCF2L	1	34.1	19.12	25.21
MCF2L2	MCF2L2	1	13.15	13.88	22.03
MCFD2	MCFD2	2	167.74	187.16	178.34
MCL1	MCL1	2	721.92	752.08	786.69
MCM3	MCM3	1	50.84	48.93	59.48
MCM3AP	MCM3AP	4	990.89	1026.91	940.58
MCM4	MCM4	2	36.34	42.77	46.39
MCM5	MCM5	1	32.77	32.51	46.92
MCM7	MCM7	1	139.01	127.62	125.84
MCM8	MCM8	2	31.44	29.35	34.41
MCM9	MCM9	1	21.5	12.18	23.83
MCMBP	MCMBP	4	218.63	220.31	202.36
MCOLN1	MCOLN1	2	108.27	130.75	116.94
MCPH1	MCPH1	2	44.49	48.94	47.4
MCRIP1	MCRIP1	1	61.8	49.09	45.66
MCRIP2	MCRIP2	5	1140.46	1486.79	847.58
MCRS1	MCRS1	2	160.45	195.31	192.28
MCTS1	MCTS1	2	87.1	98.34	54.01
MCU	MCU	1	915.25	1293.09	1089.6
MCUR1	MCUR1	3	159.87	160.21	103.66
MDC1	MDC1	3	93.53	65.35	82.58
MDFIC	MDFIC	1	77.38	56.66	80.46
MDH1	MDH1	3	7190.53	8552.75	4991.2
MDH2	MDH2	3	4161.92	3910.5	2729.67
MDM2	MDM2	6	893.24	1024.03	837.05
MDM4	MDM4	2	109.36	96.83	165.55
MDN1	MDN1	2	319.35	269.46	259.89
ME1	ME1	3	666.42	903.75	698.96
ME2	ME2	1	161.25	210.27	86.85
ME3	ME3	2	745.11	1002.69	657.0
MEA1	MEA1	1	158.47	182.41	185.63
MEAF6	MEAF6	4	119.84	115.62	133.29
MEAK7	MEAK7	1	25.06	67.76	44.6
MECOM	MECOM	3	53.7	50.74	51.56
MECP2	MECP2	3	249.73	233.62	321.63
MECR	MECR	4	141.51	184.67	113.12
MED1	MED1	5	389.91	362.66	368.82
MED10	MED10	2	146.13	181.88	171.18
MED11	MED11	3	116.38	112.4	95.26
MED12	MED12	1	108.05	83.31	116.73
MED13	MED13	1	990.02	1013.92	1102.73
MED13L	MED13L	1	878.48	844.59	1086.77
MED14	MED14	2	284.84	187.33	208.53
MED15	MED15	4	91.17	92.61	125.39
MED16	MED16	2	111.68	138.17	132.81
MED17	MED17	2	83.08	95.3	78.44
MED18	MED18	3	92.42	107.88	110.85
MED19	MED19	1	42.54	38.83	49.44
MED20	MED20	1	58.57	63.52	61.84
MED22	MED22	3	241.97	242.39	252.06
MED23	MED23	2	151.22	169.41	174.37
MED24	MED24	2	191.72	159.62	159.47
MED25	MED25	2	191.58	212.36	247.8
MED26	MED26	2	62.26	89.82	92.39
MED27	MED27	1	58.32	68.23	52.87
MED28	MED28	3	367.43	380.01	386.12
MED29	MED29	2	149.13	148.55	145.32
MED30	MED30	1	18.11	23.52	17.45
MED31	MED31	1	72.48	88.1	70.81
MED4	MED4	2	119.05	127.84	128.02
MED6	MED6	1	28.45	31.75	30.3
MED7	MED7	2	90.69	95.07	93.81
MED8	MED8	1	201.68	249.34	236.22
MED9	MED9	1	97.91	95.1	104.08
MEDAG	MEDAG	1	297.33	196.57	238.6
MEF2A	MEF2A	10	1125.99	1196.48	1289.89
MEF2C	MEF2C	14	3757.15	3229.86	4560.08
MEF2D	MEF2D	4	259.4	252.57	289.75
MEGF10	MEGF10	4	300.45	359.79	209.8
MEGF8	MEGF8	1	576.54	531.22	512.81
MEGF9	MEGF9	1	47.56	44.53	63.99
MEIS1	MEIS1	1	15.57	19.09	12.27
MEMO1	MEMO1	2	418.41	439.85	329.69
MEN1	MEN1	1	20.19	21.14	7.14
MEOX1	MEOX1	1	65.38	39.46	40.39
MEOX2	MEOX2	2	151.43	103.05	112.01
MEPCE	MEPCE	2	319.97	279.45	446.21
MESD	MESD	1	406.85	474.61	438.85
MEST	MEST	2	44.45	23.93	27.96
MET	MET	3	365.26	399.53	405.52
METAP1	METAP1	4	572.95	681.7	535.39
METAP1D	METAP1D	1	66.27	76.97	47.28
METAP2	METAP2	2	546.6	526.5	435.86
METRNL	METRNL	1	78.81	45.46	81.11
METTL1	METTL1	2	46.31	51.01	72.59
METTL14	METTL14	3	147.9	182.39	131.04
METTL15	METTL15	2	131.8	121.19	50.59
METTL16	METTL16	2	175.64	200.74	219.57
METTL17	METTL17	1	62.52	65.74	40.84
METTL18	METTL18	1	21.28	17.45	26.49
METTL21A	METTL21A	4	67.21	59.39	72.55
METTL21C	METTL21C	3	369.97	2119.29	495.16
METTL22	METTL22	6	632.29	688.36	882.12
METTL24	METTL24	3	155.8	145.63	100.1
METTL24_DDO	METTL24_DDO	1	137.89	148.12	69.82
METTL25	METTL25	2	34.45	41.53	37.27
METTL26	METTL26	2	99.78	108.97	43.68
METTL27	METTL27	2	87.28	145.97	63.98
METTL2A	METTL2A	1	45.93	58.19	48.47
METTL3	METTL3	2	121.6	98.5	65.21
METTL5	METTL5	1	101.0	112.15	88.69
METTL6	METTL6	3	90.03	103.15	88.54
METTL7A	METTL7A	1	206.17	243.08	107.67
METTL8	METTL8	2	36.28	35.86	38.93
METTL9	METTL9	3	516.5	509.05	450.0
MEX3C	MEX3C	1	129.92	136.67	127.29
MEX3D	MEX3D	1	47.88	47.47	75.74
MFAP1	MFAP1	1	176.01	186.22	187.18
MFAP2	MFAP2	1	19.19	3.45	11.25
MFAP3	MFAP3	1	344.92	326.05	256.84
MFAP4	MFAP4	1	65.1	51.02	64.56
MFAP5	MFAP5	2	721.43	501.51	559.73
MFF	MFF	8	1611.1	1786.74	1769.33
MFGE8	MFGE8	6	624.18	437.34	609.72
MFHAS1	MFHAS1	1	100.15	90.36	75.39
MFN1	MFN1	2	702.47	797.44	605.43
MFN2	MFN2	7	2844.94	3137.69	2839.42
MFNG	MFNG	1	49.82	37.56	26.71
MFSD1	MFSD1	4	82.9	83.16	122.04
MFSD10	MFSD10	1	24.7	19.19	19.5
MFSD11	MFSD11	1	86.81	85.5	47.36
MFSD12	MFSD12	1	35.51	29.85	26.53
MFSD14A	MFSD14A	2	107.87	90.32	69.22
MFSD14B	MFSD14B	2	74.63	57.87	72.33
MFSD3	MFSD3	1	43.32	48.01	42.48
MFSD4A	MFSD4A	1	34.74	16.98	11.33
MFSD4B	MFSD4B	1	107.94	82.8	54.8
MFSD5	MFSD5	1	40.01	39.58	44.21
MFSD6	MFSD6	1	47.3	31.69	40.13
MFSD8	MFSD8	2	48.06	43.11	40.46
MFSD9	MFSD9	1	19.05	16.3	27.64
MGA	MGA	5	920.19	887.02	1091.0
MGAT1	MGAT1	2	302.64	276.19	318.98
MGAT2	MGAT2	1	60.39	63.51	95.42
MGAT4A	MGAT4A	1	36.43	36.95	41.01
MGAT4B	MGAT4B	1	129.37	102.67	102.75
MGAT5	MGAT5	3	39.4	34.56	41.48
MGLL	MGLL	4	1001.66	771.35	681.48
MGME1	MGME1	2	117.1	125.43	85.96
MGMT	MGMT	2	59.4	47.15	31.85
MGP	MGP	1	307.85	126.92	157.12
MGRN1	MGRN1	3	284.9	317.14	330.38
MGST2	MGST2	3	611.83	540.81	546.55
MGST3	MGST3	2	595.0	809.53	610.3
MIA2	MIA2	5	484.69	555.18	439.41
MIA3	MIA3	7	740.87	760.66	673.11
MIB1	MIB1	4	3354.81	3860.51	3083.61
MIB2	MIB2	2	157.57	151.17	112.81
MICAL3	MICAL3	2	345.73	310.7	510.62
MICALL1	MICALL1	1	520.62	484.92	543.39
MICU1	MICU1	3	896.02	1047.77	774.11
MICU2	MICU2	4	470.96	546.19	373.14
MICU3	MICU3	2	137.24	140.36	112.68
MID1	MID1	1	11.87	9.78	18.72
MID1IP1	MID1IP1	2	364.72	187.34	190.03
MID2	MID2	3	172.9	139.26	144.23
MIDN	MIDN	3	83.39	90.18	118.54
MIEF1	MIEF1	4	1973.67	2094.75	2531.8
MIEF2	MIEF2	4	401.38	444.75	482.77
MIEN1	MIEN1	1	176.79	195.88	122.09
MIER1	MIER1	2	89.11	71.05	68.99
MIER2	MIER2	1	41.44	47.45	20.6
MIER3	MIER3	1	182.34	174.19	200.63
MIF	MIF	1	230.25	232.64	266.74
MIF4GD	MIF4GD	1	73.45	43.86	32.43
MIGA1	MIGA1	2	161.16	226.28	203.34
MIGA2	MIGA2	1	102.13	137.52	96.6
MINDY1	MINDY1	3	415.7	443.3	363.7
MINDY2	MINDY2	3	199.62	190.74	228.83
MINDY3	MINDY3	2	55.78	46.85	33.66
