#Gene	Name/Description	Isoforms	3 T1 MeanExpLevel	3 T2 MeanExpLevel	3 T3 MeanExpLevel
A4GALT	A4GALT	4	142.33	101.3	211.51
AAAS	AAAS	2	54.27	50.06	59.16
AACS	AACS	1	92.11	88.02	57.34
AAGAB	AAGAB	3	295.42	378.44	320.51
AAK1	AAK1	3	68.57	88.3	111.65
AAMDC	AAMDC	2	394.5	433.7	351.23
AAMP	AAMP	2	438.11	452.68	508.86
AAR2	AAR2	1	93.19	84.81	80.74
AARS	AARS	3	1129.23	1145.41	1234.93
AARS2	AARS2	1	82.04	101.32	77.34
AARSD1	AARSD1	3	221.99	227.91	212.71
AASDH	AASDH	4	103.87	114.16	94.07
AASDHPPT	AASDHPPT	1	113.08	125.67	144.21
AASS	AASS	4	369.85	512.51	76.11
AATF	AATF	1	99.12	105.8	115.68
ABAT	ABAT	1	70.33	58.35	43.62
ABCA1	ABCA1	3	440.62	437.03	486.63
ABCA3	ABCA3	1	38.47	41.35	29.31
ABCA5	ABCA5	3	295.3	347.47	316.43
ABCA6	ABCA6	2	88.78	93.19	87.84
ABCA9	ABCA9	5	383.76	323.9	355.37
ABCB1	ABCB1	1	33.0	18.86	28.9
ABCB10	ABCB10	4	619.33	563.97	533.07
ABCB6	ABCB6	2	457.47	529.75	331.59
ABCB7	ABCB7	3	303.24	363.25	288.12
ABCB8	ABCB8	1	19.05	17.99	10.31
ABCC1	ABCC1	2	282.88	213.51	224.3
ABCC2	ABCC2	3	134.24	114.75	144.68
ABCC4	ABCC4	3	228.98	254.84	222.43
ABCC5	ABCC5	4	221.91	170.75	275.73
ABCC8	ABCC8	1	5.84	25.48	7.72
ABCC9	ABCC9	14	1958.45	1958.69	1757.78
ABCD1	ABCD1	2	172.71	170.26	108.13
ABCD2	ABCD2	1	35.53	27.0	4.53
ABCD3	ABCD3	2	239.22	305.99	160.77
ABCD4	ABCD4	1	19.45	21.77	22.98
ABCE1	ABCE1	11	779.62	870.15	768.55
ABCF1	ABCF1	8	546.96	526.49	456.81
ABCF2	ABCF2	1	521.75	553.15	420.45
ABCF3	ABCF3	3	689.84	717.29	630.04
ABCG1	ABCG1	2	83.93	97.73	84.06
ABCG2	ABCG2	1	70.61	59.23	78.46
ABHD10	ABHD10	2	71.23	78.41	43.48
ABHD11	ABHD11	3	56.9	63.09	41.61
ABHD12	ABHD12	1	52.9	62.2	45.0
ABHD13	ABHD13	1	112.82	107.73	139.71
ABHD14A	ABHD14A	1	47.71	41.28	44.98
ABHD16A	ABHD16A	1	386.33	536.91	445.39
ABHD17A	ABHD17A	1	554.63	577.03	592.2
ABHD17B	ABHD17B	2	86.94	99.18	95.87
ABHD18	ABHD18	3	309.73	527.76	132.73
ABHD2	ABHD2	2	248.04	314.71	352.06
ABHD4	ABHD4	3	535.79	690.82	368.97
ABHD5	ABHD5	2	124.84	139.42	115.0
ABHD6	ABHD6	2	57.55	88.73	52.29
ABHD8	ABHD8	1	141.27	137.16	96.18
ABI1	ABI1	4	157.91	130.38	164.63
ABI2	ABI2	4	397.88	506.81	675.04
ABI3BP	ABI3BP	4	264.23	116.04	170.59
ABL1	ABL1	2	189.13	145.69	202.16
ABL2	ABL2	4	83.27	85.87	98.87
ABLIM1	ABLIM1	8	1101.84	1602.27	2083.82
ABLIM2	ABLIM2	6	621.06	560.59	539.85
ABLIM3	ABLIM3	3	406.56	279.26	168.58
ABR	ABR	2	208.09	179.88	179.79
ABRA	ABRA	2	2454.69	2163.46	1737.0
ABRAXAS1	ABRAXAS1	3	51.72	46.45	56.89
ABRAXAS2	ABRAXAS2	1	249.07	271.37	258.73
ABT1	ABT1	1	171.1	173.41	125.68
ABTB1	ABTB1	2	126.46	161.43	125.32
ABTB2	ABTB2	1	62.36	74.76	131.42
ACAA1	ACAA1	1	346.17	468.56	402.68
ACAA2	ACAA2	7	3146.97	4606.52	4793.1
ACACB	ACACB	8	1883.52	2270.56	1347.18
ACAD10	ACAD10	2	38.62	52.09	37.19
ACAD11	ACAD11	5	354.32	422.66	301.84
ACAD8	ACAD8	5	260.97	263.13	157.14
ACAD9	ACAD9	2	498.52	541.63	273.25
ACADL	ACADL	6	2799.24	3641.85	1996.46
ACADM	ACADM	3	6366.62	8100.07	7529.84
ACADS	ACADS	3	2059.46	2894.74	2295.05
ACADSB	ACADSB	5	2093.86	2287.68	1310.33
ACADVL	ACADVL	12	4861.67	7907.33	7201.88
ACAP2	ACAP2	3	243.8	214.15	212.96
ACAP3	ACAP3	2	64.94	61.77	45.31
ACAT1	ACAT1	4	2104.8	2490.24	1217.46
ACAT2	ACAT2	2	62.3	55.83	58.91
ACBD3	ACBD3	2	223.82	213.04	250.84
ACBD5	ACBD5	7	358.6	414.69	319.06
ACBD6	ACBD6	1	40.88	29.46	46.74
ACCS	ACCS	1	11.43	21.25	1.42
ACER2	ACER2	1	27.47	12.56	28.96
ACER3	ACER3	1	38.19	41.04	39.28
ACIN1	ACIN1	7	461.25	483.14	533.75
ACKR3	ACKR3	1	202.86	142.62	154.12
ACLY	ACLY	1	136.87	100.35	119.17
ACO1	ACO1	5	339.68	348.09	271.51
ACO2	ACO2	6	8736.93	9303.71	6500.52
ACOT11	ACOT11	2	572.33	961.55	240.47
ACOT13	ACOT13	1	307.01	344.91	241.02
ACOT6	ACOT6	2	808.96	982.01	752.78
ACOT8	ACOT8	1	62.91	67.54	44.76
ACOT9	ACOT9	2	190.3	148.74	187.22
ACOX1	ACOX1	5	412.42	388.87	297.6
ACOX3	ACOX3	2	160.5	209.54	152.01
ACP1	ACP1	1	175.96	207.09	183.22
ACP2	ACP2	3	342.47	337.93	473.22
ACP6	ACP6	1	107.36	113.12	75.6
ACSF3	ACSF3	2	144.03	152.01	69.35
ACSL1	ACSL1	23	6400.69	9354.57	4949.27
ACSL3	ACSL3	3	182.5	179.01	176.05
ACSL4	ACSL4	5	678.1	592.02	459.52
ACSL5	ACSL5	1	24.17	24.05	27.61
ACSL6	ACSL6	3	171.98	171.58	130.89
ACSM5	ACSM5	6	190.76	182.73	47.46
ACSS1	ACSS1	2	420.35	524.26	317.88
ACSS2	ACSS2	4	1210.83	1439.66	814.69
ACSS3	ACSS3	2	104.16	124.79	90.86
ACTA1	ACTA1	10	317855.23	309464.41	300160.3
ACTA2	ACTA2	2	937.44	617.57	970.27
ACTB	ACTB	4	3005.33	1807.75	3105.53
ACTG1	ACTG1	5	1878.68	1221.77	1708.96
ACTG2	ACTG2	1	64.25	30.14	38.19
ACTL6A	ACTL6A	2	72.16	85.72	80.3
ACTN1	ACTN1	3	167.99	63.58	102.05
ACTN2	ACTN2	10	55021.48	63857.02	53879.41
ACTN3	ACTN3	11	13040.41	6973.26	11983.57
ACTN4	ACTN4	2	437.79	286.56	397.49
ACTR10	ACTR10	2	425.37	506.8	415.43
ACTR1A	ACTR1A	1	871.63	905.37	742.79
ACTR1B	ACTR1B	4	965.92	1247.3	923.77
ACTR2	ACTR2	1	421.54	386.86	520.71
ACTR3	ACTR3	3	350.6	330.29	323.29
ACTR3B	ACTR3B	3	176.74	200.28	171.94
ACTR5	ACTR5	1	65.05	71.52	75.24
ACTR6	ACTR6	1	53.99	61.59	27.59
ACTR8	ACTR8	4	418.49	491.39	465.25
ACVR1	ACVR1	2	76.65	50.67	64.48
ACVR1B	ACVR1B	1	64.55	48.06	84.79
ACVR2A	ACVR2A	2	209.49	195.52	246.89
ACVR2B	ACVR2B	1	91.36	84.3	126.16
ACVRL1	ACVRL1	2	149.0	118.34	108.65
ACYP1	ACYP1	1	62.2	81.88	91.73
ACYP2	ACYP2	4	892.49	1011.04	569.89
ADAL	ADAL	4	123.64	114.98	92.37
ADAM10	ADAM10	5	257.21	255.47	240.9
ADAM15	ADAM15	4	194.45	161.27	192.25
ADAM17	ADAM17	1	146.07	140.38	58.27
ADAM19	ADAM19	1	55.49	45.42	79.68
ADAM22	ADAM22	2	137.23	90.09	93.44
ADAM23	ADAM23	1	50.41	22.42	53.35
ADAM33	ADAM33	1	32.99	17.98	37.59
ADAM9	ADAM9	2	480.75	487.01	317.87
ADAMTS1	ADAMTS1	2	103.4	89.39	106.64
ADAMTS12	ADAMTS12	1	34.47	16.59	17.31
ADAMTS14	ADAMTS14	1	10.94	12.06	18.59
ADAMTS15	ADAMTS15	1	30.82	19.81	26.55
ADAMTS19	ADAMTS19	1	49.58	57.12	78.85
ADAMTS2	ADAMTS2	1	164.46	36.48	42.5
ADAMTS20	ADAMTS20	1	249.18	156.43	224.57
ADAMTS3	ADAMTS3	1	8.49	8.02	22.36
ADAMTS5	ADAMTS5	1	62.85	53.25	51.41
ADAMTS8	ADAMTS8	1	1346.76	870.99	197.66
ADAMTS9	ADAMTS9	1	32.45	21.62	8.58
ADAMTSL1	ADAMTSL1	1	38.23	32.12	36.73
ADAMTSL2	ADAMTSL2	1	45.17	41.66	15.32
ADAMTSL3	ADAMTSL3	1	133.6	85.96	88.71
ADAMTSL4	ADAMTSL4	4	159.82	169.06	103.43
ADAMTSL5	ADAMTSL5	3	293.51	373.79	259.79
ADAP2	ADAP2	2	57.52	52.76	55.79
ADAR	ADAR	3	125.61	82.69	112.5
ADARB1	ADARB1	1	70.18	57.69	52.63
ADAT2	ADAT2	1	101.08	90.53	96.93
ADCK5	ADCK5	1	33.08	38.12	15.16
ADCY1	ADCY1	1	40.75	117.36	38.19
ADCY2	ADCY2	3	1845.65	2013.5	1398.3
ADCY5	ADCY5	1	29.86	25.03	28.68
ADCY6	ADCY6	3	76.6	49.96	61.13
ADCY7	ADCY7	1	81.39	50.4	73.68
ADCY9	ADCY9	3	1605.98	1637.26	1563.38
ADD1	ADD1	7	787.32	774.84	640.92
ADD3	ADD3	2	212.99	126.64	239.23
ADGRA2	ADGRA2	1	151.58	83.05	144.6
ADGRA3	ADGRA3	2	931.69	1062.49	1117.3
ADGRD1	ADGRD1	2	93.12	67.93	102.36
ADGRE5	ADGRE5	2	48.07	37.9	56.5
ADGRF5	ADGRF5	5	1497.11	1323.42	1044.71
ADGRG1	ADGRG1	2	182.63	144.28	109.84
ADGRL2	ADGRL2	4	181.31	180.94	135.12
ADGRL4	ADGRL4	1	128.05	93.37	64.73
ADH5	ADH5	1	808.98	870.3	640.79
ADHFE1	ADHFE1	2	41.07	61.3	30.47
ADI1	ADI1	1	604.69	581.66	525.79
ADIPOQ	ADIPOQ	1	171.46	76.81	115.95
ADIPOR1	ADIPOR1	6	874.91	1212.13	1051.33
ADIPOR2	ADIPOR2	3	1562.03	1906.48	1605.76
ADIRF	ADIRF	1	103.84	67.51	122.66
ADK	ADK	6	467.52	378.61	184.51
ADM	ADM	1	14.53	13.7	18.84
ADNP	ADNP	2	211.14	183.38	212.02
ADNP2	ADNP2	2	109.26	82.01	126.08
ADO	ADO	1	199.68	202.15	229.41
ADPGK	ADPGK	3	97.09	80.63	93.73
ADPRH	ADPRH	3	149.31	136.59	116.22
ADPRHL1	ADPRHL1	4	1202.05	1203.33	2026.5
ADPRHL2	ADPRHL2	1	155.81	138.35	134.87
ADRA2B	ADRA2B	1	30.75	18.97	21.87
ADRA2C	ADRA2C	1	80.77	64.9	49.44
ADRB2	ADRB2	1	112.08	95.06	111.84
ADRM1	ADRM1	10	1663.19	1875.98	1715.2
ADSL	ADSL	3	937.4	965.63	869.34
ADSS	ADSS	2	80.28	52.14	101.69
ADSSL1	ADSSL1	3	3310.7	2704.06	2488.98
AEBP1	AEBP1	1	439.06	95.57	270.36
AEBP2	AEBP2	2	202.65	204.25	265.12
AEN	AEN	2	87.61	75.17	83.12
AES	AES	1	1880.53	1740.53	1667.94
AFAP1	AFAP1	2	73.67	70.64	99.97
AFAP1L1	AFAP1L1	2	198.67	94.74	121.38
AFDN	AFDN	11	463.82	417.9	449.17
AFF1	AFF1	2	607.25	562.17	601.5
AFF3	AFF3	1	36.88	13.34	31.72
AFF4	AFF4	4	1078.74	1124.98	1290.13
AFG1L	AFG1L	2	39.16	73.67	40.31
AFG3L2	AFG3L2	4	1889.49	1920.5	2085.47
AFTPH	AFTPH	7	410.6	373.35	441.41
AGA	AGA	1	32.6	26.94	22.29
AGAP1	AGAP1	2	143.08	106.81	167.01
AGAP2	AGAP2	2	85.73	66.21	60.34
AGAP3	AGAP3	2	242.38	205.47	236.78
AGBL1	AGBL1	2	557.24	409.71	273.27
AGBL2	AGBL2	1	7.33	19.02	8.82
AGBL5	AGBL5	1	43.94	41.79	50.01
AGFG1	AGFG1	3	358.85	326.55	387.09
AGFG2	AGFG2	1	103.39	172.07	85.01
AGGF1	AGGF1	3	245.73	247.39	250.8
AGK	AGK	2	85.84	89.27	81.71
AGL	AGL	9	12495.76	11095.86	8132.79
AGO1	AGO1	2	447.84	370.5	519.46
AGO2	AGO2	2	283.45	316.71	361.29
AGO3	AGO3	1	57.27	68.66	67.47
AGPAT1	AGPAT1	2	176.78	224.66	104.26
AGPAT2	AGPAT2	2	89.74	122.5	78.07
AGPAT3	AGPAT3	2	221.58	174.42	91.01
AGPAT5	AGPAT5	3	906.22	1033.14	1010.33
AGPS	AGPS	3	480.27	490.62	503.1
AGRN	AGRN	1	67.35	62.08	60.49
AGT	AGT	2	67.27	46.35	67.99
AGTPBP1	AGTPBP1	3	238.97	171.9	251.06
AGTR1	AGTR1	2	52.65	49.27	18.34
AGTRAP	AGTRAP	2	86.93	78.21	92.06
AHCTF1	AHCTF1	5	537.52	592.17	519.77
AHCY	AHCY	2	2815.3	2300.39	2839.46
AHCYL1	AHCYL1	3	554.46	408.51	421.4
AHCYL2	AHCYL2	3	666.91	615.09	1010.35
AHDC1	AHDC1	1	76.84	54.77	127.24
AHI1	AHI1	5	305.3	372.36	317.79
AHNAK	AHNAK	8	13110.33	8942.93	13277.61
AHR	AHR	2	212.42	166.41	188.05
AHSA1	AHSA1	1	461.49	494.89	351.74
AIDA	AIDA	2	283.56	238.45	250.86
AIF1L	AIF1L	1	33.2	31.31	51.65
AIFM1	AIFM1	1	1218.61	1374.71	658.02
AIFM2	AIFM2	3	257.34	295.47	187.3
AIG1	AIG1	4	189.74	164.41	141.23
AIMP1	AIMP1	2	444.97	506.81	366.18
AIMP2	AIMP2	2	427.02	466.05	351.45
AIP	AIP	2	240.22	220.4	163.09
AJUBA	AJUBA	1	48.14	39.34	42.47
AK1	AK1	5	4823.91	3430.17	3252.88
AK2	AK2	5	323.5	319.53	258.26
AK3	AK3	1	71.12	57.44	57.35
AK4	AK4	4	231.98	117.78	140.67
AK6	AK6	1	136.45	129.98	115.05
AKAP1	AKAP1	3	1999.41	2673.89	1876.05
AKAP10	AKAP10	1	305.76	289.03	368.75
AKAP11	AKAP11	3	164.84	113.7	194.03
AKAP12	AKAP12	2	329.16	190.79	438.93
AKAP13	AKAP13	6	1145.86	1059.34	1174.82
AKAP17A	AKAP17A	2	76.92	61.01	75.86
AKAP2	AKAP2	5	743.84	537.59	532.42
AKAP6	AKAP6	4	1533.29	1730.45	1495.59
AKAP7	AKAP7	3	61.6	67.0	71.4
AKAP8	AKAP8	2	223.22	233.49	276.73
AKAP8L	AKAP8L	1	124.61	112.94	114.22
AKAP9	AKAP9	9	1767.19	1721.53	1409.71
AKIP1	AKIP1	2	179.32	174.12	200.71
AKIRIN1	AKIRIN1	1	200.76	198.33	246.15
AKIRIN2	AKIRIN2	1	178.34	163.67	142.44
AKNA	AKNA	1	16.26	11.31	19.53
AKR1A1	AKR1A1	2	188.3	186.89	142.68
AKR1B1	AKR1B1	1	1675.96	2116.85	1161.82
AKR1E2	AKR1E2	1	154.7	191.46	162.83
AKT1	AKT1	2	1693.7	1654.41	1687.21
AKT1S1	AKT1S1	3	391.75	361.12	265.25
AKT2	AKT2	9	556.41	546.05	688.71
AKT3	AKT3	3	201.44	124.57	153.19
AKTIP	AKTIP	3	692.3	688.26	577.66
ALAD	ALAD	3	159.64	191.21	204.59
ALAS1	ALAS1	2	1758.6	1919.74	906.75
ALB	ALB	4	82.65	111.56	68.6
ALCAM	ALCAM	1	30.44	10.63	18.52
ALDH18A1	ALDH18A1	1	153.79	108.31	114.91
ALDH1A1	ALDH1A1	3	2602.01	2754.41	2097.25
ALDH1A2	ALDH1A2	1	94.61	114.61	48.01
ALDH1A3	ALDH1A3	1	207.98	166.01	159.95
ALDH1L1	ALDH1L1	7	1151.09	1137.06	128.47
ALDH2	ALDH2	7	1152.0	1171.06	1834.62
ALDH3A2	ALDH3A2	5	304.02	319.5	298.3
ALDH4A1	ALDH4A1	4	389.28	627.18	193.67
ALDH5A1	ALDH5A1	1	189.66	242.75	150.32
ALDH6A1	ALDH6A1	4	1617.49	2088.73	1069.54
ALDH7A1	ALDH7A1	2	297.26	347.58	228.2
ALDH9A1	ALDH9A1	5	434.74	445.61	368.11
ALDOA	ALDOA	9	140524.29	109451.81	129534.04
ALDOC	ALDOC	1	7.79	37.1	14.89
ALG11	ALG11	1	52.48	50.99	60.56
ALG12	ALG12	2	51.9	44.35	40.6
ALG13	ALG13	1	27.59	15.6	25.14
ALG2	ALG2	2	51.85	38.58	40.53
ALG3	ALG3	1	20.76	17.6	24.85
ALG5	ALG5	1	45.08	48.82	46.86
ALG6	ALG6	3	57.22	63.7	67.36
ALG9	ALG9	2	27.9	29.75	40.33
ALKBH1	ALKBH1	1	20.95	23.64	15.28
ALKBH2	ALKBH2	1	19.73	14.16	22.53
ALKBH3	ALKBH3	4	426.23	439.74	435.78
ALKBH4	ALKBH4	1	70.57	65.6	70.73
ALKBH5	ALKBH5	2	2637.75	2686.76	2288.06
ALKBH6	ALKBH6	1	13.08	14.33	17.21
ALKBH7	ALKBH7	1	79.83	80.58	52.14
ALKBH8	ALKBH8	1	53.95	56.67	51.68
ALMS1	ALMS1	3	278.65	230.43	357.8
ALPK2	ALPK2	3	659.61	749.11	659.3
ALPK3	ALPK3	4	5080.56	5918.98	4130.48
ALPL	ALPL	1	25.33	12.75	0.0
ALS2	ALS2	5	680.57	742.02	654.4
ALS2CL	ALS2CL	1	24.37	19.32	19.01
ALYREF	ALYREF	1	114.89	135.97	117.2
AMACR	AMACR	2	1911.29	2291.88	1435.48
AMBRA1	AMBRA1	5	166.69	183.69	172.33
AMD1	AMD1	3	368.01	430.57	491.4
AMDHD2	AMDHD2	1	31.81	31.53	34.08
AMER1	AMER1	1	44.63	34.46	64.82
AMFR	AMFR	1	1710.02	1692.36	2152.34
AMIGO1	AMIGO1	3	735.21	699.86	830.18
AMMECR1L	AMMECR1L	1	106.33	99.48	97.07
AMN1	AMN1	1	89.66	99.43	117.02
AMOT	AMOT	3	385.9	492.7	1099.27
AMOTL1	AMOTL1	7	2469.59	1930.75	2437.53
AMOTL2	AMOTL2	2	187.54	126.56	230.22
AMPD1	AMPD1	7	4566.98	3571.67	4750.87
AMPD3	AMPD3	2	77.73	228.95	63.23
AMZ2	AMZ2	3	301.45	312.68	289.39
ANAPC1	ANAPC1	1	125.83	126.23	149.3
ANAPC11	ANAPC11	2	306.12	365.05	212.72
ANAPC13	ANAPC13	3	584.02	624.31	659.22
ANAPC15	ANAPC15	2	239.56	271.4	231.58
ANAPC16	ANAPC16	3	255.58	225.63	320.28
ANAPC4	ANAPC4	1	145.37	152.66	174.94
ANAPC5	ANAPC5	2	213.32	317.18	198.58
ANAPC7	ANAPC7	3	176.94	191.48	162.87
ANGEL1	ANGEL1	1	57.91	78.3	75.3
ANGEL2	ANGEL2	4	98.25	113.46	103.02
ANGPT4	ANGPT4	2	47.36	40.94	64.33
ANGPTL1	ANGPTL1	1	54.13	31.31	26.19
ANGPTL2	ANGPTL2	2	216.72	77.32	95.72
ANGPTL4	ANGPTL4	1	9.95	6.61	167.0
ANGPTL7	ANGPTL7	1	33.42	11.77	10.36
ANK2	ANK2	8	1584.2	1574.54	1557.73
ANK3	ANK3	6	919.44	1045.32	863.01
ANKFY1	ANKFY1	3	351.17	308.05	359.31
ANKH	ANKH	2	889.03	813.42	767.78
ANKIB1	ANKIB1	4	314.38	300.57	265.0
ANKLE2	ANKLE2	2	407.96	435.58	429.82
ANKMY2	ANKMY2	3	359.06	347.36	363.09
ANKRA2	ANKRA2	2	89.12	112.11	125.94
ANKRD1	ANKRD1	4	1248.2	775.85	3426.18
ANKRD11	ANKRD11	3	276.7	260.28	355.42
ANKRD12	ANKRD12	2	195.53	180.05	311.64
ANKRD13A	ANKRD13A	1	98.38	86.57	142.1
ANKRD13C	ANKRD13C	3	175.53	154.48	130.89
ANKRD13D	ANKRD13D	1	35.31	32.56	31.17
ANKRD16	ANKRD16	1	58.18	55.54	59.61
ANKRD17	ANKRD17	5	581.4	627.71	656.58
ANKRD2	ANKRD2	2	1471.17	3466.61	3011.02
ANKRD28	ANKRD28	8	887.16	647.44	629.02
ANKRD33B	ANKRD33B	2	246.51	226.17	161.17
ANKRD34A	ANKRD34A	1	2.96	7.03	53.76
ANKRD35	ANKRD35	1	56.39	60.41	71.27
ANKRD37	ANKRD37	2	112.25	93.96	158.6
ANKRD39	ANKRD39	19	17091.32	17212.56	23111.26
ANKRD40	ANKRD40	2	534.51	525.94	607.89
ANKRD44	ANKRD44	1	24.69	14.28	23.58
ANKRD46	ANKRD46	2	213.71	235.94	226.26
ANKRD49	ANKRD49	1	64.1	60.31	44.68
ANKRD50	ANKRD50	1	77.49	54.09	82.17
ANKRD52	ANKRD52	1	86.91	85.19	91.64
ANKRD54	ANKRD54	1	87.41	71.32	76.68
ANKRD9	ANKRD9	1	1230.58	1244.67	658.97
ANKS1A	ANKS1A	2	151.56	113.72	140.82
ANKS6	ANKS6	1	33.47	31.33	36.96
ANKZF1	ANKZF1	1	24.75	13.61	23.12
ANO1	ANO1	1	55.35	50.03	43.08
ANO10	ANO10	3	190.42	137.02	194.25
ANO2	ANO2	2	165.36	262.13	212.21
ANO5	ANO5	4	2238.71	2298.49	2171.9
ANO6	ANO6	4	1025.25	1021.35	1109.87
ANO8	ANO8	1	88.25	66.08	44.22
ANOS1	ANOS1	2	70.41	66.1	41.66
ANP32A	ANP32A	2	325.04	344.39	362.73
ANP32B	ANP32B	1	105.9	87.24	122.46
ANP32E	ANP32E	2	452.26	395.29	565.88
ANTXR1	ANTXR1	1	378.96	127.91	218.74
ANTXR2	ANTXR2	3	331.68	229.62	261.6
ANXA1	ANXA1	4	524.04	362.94	494.81
ANXA11	ANXA11	7	1300.55	1545.6	1292.15
ANXA2	ANXA2	1	713.16	436.67	602.54
ANXA3	ANXA3	1	248.23	213.21	131.94
ANXA4	ANXA4	3	290.16	285.37	325.29
ANXA5	ANXA5	4	744.87	600.06	653.1
ANXA6	ANXA6	6	2020.51	2084.37	1393.76
ANXA7	ANXA7	4	1130.85	1272.81	1279.17
ANXA7_MSS51	ANXA7_MSS51	1	17.89	11.04	33.47
AP1AR	AP1AR	1	39.54	35.56	37.65
AP1B1	AP1B1	7	495.41	491.49	473.46
AP1G1	AP1G1	3	262.29	264.9	255.35
AP1M1	AP1M1	1	149.78	142.13	146.87
AP1S1	AP1S1	1	26.82	19.84	17.63
AP1S2	AP1S2	3	401.55	399.77	403.37
AP2A1	AP2A1	1	788.3	837.58	812.6
AP2A2	AP2A2	3	516.71	530.73	473.02
AP2B1	AP2B1	5	572.25	481.91	709.09
AP2M1	AP2M1	1	397.89	408.3	411.2
AP2S1	AP2S1	1	137.72	136.26	117.96
AP3B1	AP3B1	3	247.93	166.53	158.42
AP3D1	AP3D1	2	555.28	527.51	430.13
AP3M1	AP3M1	3	103.77	102.24	105.5
AP3S1	AP3S1	1	28.35	18.28	24.35
AP4B1	AP4B1	4	167.62	172.24	142.3
AP4E1	AP4E1	1	212.58	245.23	226.42
AP4M1	AP4M1	1	37.52	48.82	50.76
AP4S1	AP4S1	3	86.96	109.57	97.56
AP5B1	AP5B1	1	58.99	49.41	43.46
AP5M1	AP5M1	3	69.43	66.69	60.63
AP5S1	AP5S1	1	65.4	78.17	63.97
AP5Z1	AP5Z1	2	44.43	27.93	46.98
APAF1	APAF1	1	51.44	34.34	77.73
APBA2	APBA2	1	29.58	20.17	15.74
APBA3	APBA3	2	71.66	64.98	45.73
APBB1	APBB1	2	350.87	416.41	330.02
APBB2	APBB2	6	407.99	346.07	310.69
APC	APC	6	1019.54	934.31	1194.32
APCDD1	APCDD1	1	17.82	8.42	13.31
APEH	APEH	3	535.92	558.03	501.51
APEX1	APEX1	1	216.61	261.71	199.0
APEX2	APEX2	2	87.4	87.07	87.76
APH1A	APH1A	2	159.25	173.61	163.86
APH1B	APH1B	3	266.42	302.84	330.59
API5	API5	4	389.74	439.45	561.23
APIP	APIP	2	196.28	233.26	203.96
APLF	APLF	2	208.34	198.37	245.7
APLN	APLN	1	26.19	22.5	31.71
APLNR	APLNR	3	135.28	83.23	64.26
APLP2	APLP2	5	1116.08	1086.77	1128.7
APMAP	APMAP	3	118.54	106.03	107.69
APOA1	APOA1	2	170.19	138.11	77.83
APOBEC2	APOBEC2	1	3701.97	3707.98	4442.31
APOD	APOD	2	195.68	113.3	140.2
APOE	APOE	1	35.07	44.42	29.08
APOL6	APOL6	2	116.49	82.47	81.22
APOLD1	APOLD1	2	65.55	86.19	121.65
APOO	APOO	2	519.47	524.3	319.15
APOOL	APOOL	4	282.94	350.85	202.23
APOPT1	APOPT1	1	219.8	253.03	188.03
APP	APP	4	432.67	250.74	316.67
APPBP2	APPBP2	4	260.95	232.86	230.98
APPL1	APPL1	9	1193.09	1244.64	1242.32
APPL2	APPL2	8	630.88	747.76	660.03
APRT	APRT	1	137.16	131.19	91.45
AQP1	AQP1	1	1402.5	784.82	788.09
AQP4	AQP4	1	736.79	618.36	482.77
AQP7	AQP7	3	480.62	1137.08	771.48
AQR	AQR	1	220.11	224.04	206.83
AR	AR	1	306.81	294.27	243.82
ARAF	ARAF	4	1276.69	1353.52	885.17
ARAP1	ARAP1	2	130.73	83.4	95.87
ARAP2	ARAP2	1	23.9	14.5	21.44
ARAP3	ARAP3	2	35.03	57.47	18.67
ARCN1	ARCN1	2	813.8	741.86	855.34
AREL1	AREL1	2	245.39	283.01	288.51
ARF1	ARF1	4	1552.73	1614.91	1506.3
ARF3	ARF3	2	103.84	101.05	97.39
ARF4	ARF4	3	415.07	420.12	410.66
ARF5	ARF5	1	173.05	199.66	150.95
ARF6	ARF6	1	124.87	103.44	135.07
ARFGAP1	ARFGAP1	2	170.38	187.33	192.29
ARFGAP2	ARFGAP2	3	934.2	1078.04	923.63
ARFGAP3	ARFGAP3	1	94.21	84.98	99.68
ARFGEF1	ARFGEF1	2	467.65	496.74	410.06
ARFGEF2	ARFGEF2	1	281.96	257.78	312.97
ARFGEF3	ARFGEF3	1	22.35	13.41	21.18
ARFIP1	ARFIP1	3	62.0	54.84	52.93
ARFIP2	ARFIP2	1	39.42	32.08	30.57
ARFRP1	ARFRP1	1	344.36	395.25	356.96
ARGLU1	ARGLU1	4	215.3	172.99	222.8
ARHGAP1	ARHGAP1	1	103.12	54.0	85.83
ARHGAP10	ARHGAP10	4	363.49	335.63	363.26
ARHGAP11A	ARHGAP11A	1	10.32	8.36	26.33
ARHGAP12	ARHGAP12	5	199.69	229.63	272.75
ARHGAP17	ARHGAP17	1	33.64	42.8	48.29
ARHGAP18	ARHGAP18	3	245.29	193.62	179.27
ARHGAP19	ARHGAP19	1	20.25	26.08	70.47
ARHGAP20	ARHGAP20	2	121.82	120.51	152.66
ARHGAP21	ARHGAP21	2	549.37	464.59	467.55
ARHGAP22	ARHGAP22	1	17.58	10.83	13.02
ARHGAP23	ARHGAP23	1	19.31	8.99	14.19
ARHGAP24	ARHGAP24	4	379.58	462.8	279.17
ARHGAP25	ARHGAP25	1	27.61	17.72	16.29
ARHGAP26	ARHGAP26	1	25.3	29.35	35.59
ARHGAP29	ARHGAP29	5	389.2	252.32	299.5
ARHGAP31	ARHGAP31	1	232.29	173.32	174.41
