#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
FOPNL	FOPNL	DIU	7.4245E-4	YES	3	259.82	260.16	284.81
FOS	FOS	Not DIU	0.56972	YES	3	94.15	183.31	197.25
FOXJ3	FOXJ3	Not DIU	0.85065	YES	3	379.3	446.44	474.0
FOXK2	FOXK2	Not DIU	0.47392	NO		510.38	454.94	328.52
FOXN2	FOXN2	DIU	0.0061073	YES	3	637.14	544.28	504.87
FOXN3	FOXN3	DIU	0.037937	YES	1	1732.43	2144.82	2119.56
FOXO3	FOXO3	Not DIU	0.72411	NO		799.81	864.46	618.64
FOXP1	FOXP1	Not DIU	0.40441	YES	1,3	588.71	740.48	675.53
FOXP4	FOXP4	Not DIU	0.91676	NO		56.87	45.01	109.23
FOXRED1	FOXRED1	DIU	8.7463E-5	NO		354.03	205.76	171.22
FPGS	FPGS	Not DIU	0.25166	NO		156.29	135.47	118.71
FPGT	FPGT	DIU	0.0091026	YES	1,2	120.57	106.14	106.36
FRAS1	FRAS1	Not DIU	0.67771	NO		118.98	117.23	202.85
FREM1	FREM1	Not DIU	0.31207	NO		98.23	89.75	30.64
FRMD4B	FRMD4B	DIU	0.031356	NO		593.44	634.03	622.01
FRMD6	FRMD6	Not DIU	0.63922	NO		1242.33	1096.25	586.47
FRMD8	FRMD8	Not DIU	0.20158	YES	1	130.72	122.74	114.43
FRRS1	FRRS1	Not DIU	0.42745	YES	2	29.2	28.67	16.74
FRS2	FRS2	Not DIU	0.37364	YES	2,3	1092.75	1072.75	1253.21
FRS3	FRS3	Not DIU	0.11695	YES	3	53.9	60.45	79.68
FRYL	FRYL	Not DIU	0.32648	NO		1668.71	1946.98	1438.41
FSCN1	FSCN1	Not DIU	0.20963	NO		685.23	549.53	623.67
FSD1L	FSD1L	Not DIU	0.88124	NO		339.04	365.48	383.95
FSD2	FSD2	Not DIU	0.5742	NO		189.71	167.57	157.8
FST	FST	Not DIU	0.90059	NO		139.24	102.72	59.85
FSTL3	FSTL3	Not DIU	0.3264	NO		317.55	306.88	353.43
FTO	FTO	Not DIU	0.49136	YES	3	448.77	467.22	421.5
FTSJ1	FTSJ1	Not DIU	0.99944	YES	2	211.38	173.61	177.04
FTSJ3	FTSJ3	Not DIU	0.058697	NO		268.49	246.3	208.26
FUBP1	FUBP1	DIU	9.5278E-4	YES	3	1055.71	1153.78	1133.86
FUBP3	FUBP3	Not DIU	0.052213	NO		541.42	590.48	549.83
FUCA2	FUCA2	Not DIU	0.33331	NO		431.55	400.09	342.12
FUK	FUK	Not DIU	0.75048	NO		153.37	157.57	145.5
FUNDC2	FUNDC2	DIU	0.0041406	NO		940.5	659.63	450.41
FUOM	FUOM	Not DIU	0.29534	NO		455.84	304.56	201.31
FUS	FUS	Not DIU	0.99621	NO		988.95	1093.34	1347.38
FUT10	FUT10	Not DIU	0.44277	NO		350.82	372.52	335.12
FXR1	FXR1	DIU	9.6882E-9	YES	3	1846.02	1889.39	1189.33
FXR2	FXR2	DIU	7.2373E-4	NO		278.33	327.07	316.88
FXYD6	FXYD6	DIU	4.7719E-6	YES	1	418.8	470.11	651.16
FYN	FYN	Not DIU	0.50434	NO		897.16	1107.73	922.48
FZD6	FZD6	Not DIU	0.16409	NO		255.71	258.93	236.9
FZR1	FZR1	Not DIU	0.99499	NO		404.11	358.93	392.57
G3BP1	G3BP1	Not DIU	0.064669	NO		2744.37	2691.98	2210.75
G3BP2	G3BP2	Not DIU	0.43595	NO		1367.28	1544.41	1510.57
G6PC3	G6PC3	Not DIU	0.5891	NO		133.91	108.47	77.12
G6PD	G6PD	DIU	0.0046793	NO		1325.34	388.51	261.58
GAA	GAA	DIU	0.023391	YES	1	240.83	186.57	209.69
GAB1	GAB1	Not DIU	0.57646	NO		624.16	634.45	666.77
GAB2	GAB2	Not DIU	0.11966	NO		752.0	939.89	571.1
GABARAPL2	GABARAPL2	DIU	0.0017467	NO		560.02	660.83	635.95
GABPA	GABPA	Not DIU	0.98564	NO		599.39	613.53	651.91
GABPB1	GABPB1	DIU	0.038662	NO		135.16	122.24	123.51
GABPB2	GABPB2	Not DIU	0.25621	NO		348.33	281.51	318.07
GADD45A	GADD45A	Not DIU	0.92677	NO		219.61	238.27	227.08
GAK	GAK	Not DIU	0.57076	NO		425.42	437.09	462.11
GALC	GALC	Not DIU	0.52628	NO		66.17	69.37	97.31
GALK2	GALK2	Not DIU	0.69064	NO		323.17	348.32	285.6
GALM	GALM	Not DIU	0.87514	NO		532.68	261.88	322.11
GALNS	GALNS	Not DIU	0.12894	NO		260.75	207.77	205.75
GALNT10	GALNT10	Not DIU	0.42432	NO		643.64	653.25	509.79
GALNT11	GALNT11	DIU	4.9812E-4	YES	3	837.83	722.03	708.94
GALNT12	GALNT12	DIU	7.7265E-16	NO		374.96	443.08	462.22
GALNT2	GALNT2	Not DIU	0.97114	NO		620.58	653.53	687.64
GALNT7	GALNT7	Not DIU	0.29822	NO		72.01	74.66	52.67
GALT	GALT	DIU	0.007418	YES	1,3	214.7	165.07	175.76
GANC	GANC	DIU	1.1876E-10	YES	1,3	385.18	463.31	529.78
GAPVD1	GAPVD1	DIU	0.032278	NO		998.47	1046.4	1149.96
GAR1	GAR1	Not DIU	0.53654	YES	1,3	31.5	34.56	56.56
GAREM1	GAREM1	DIU	0.0063399	NO		270.52	256.99	226.37
GART	GART	DIU	5.0781E-4	NO		1193.15	851.46	713.82
GAS6	GAS6	DIU	0.019651	NO		760.16	1001.48	718.59
GAS8	GAS8	Not DIU	0.52038	NO		102.11	111.87	157.18
GATA6	GATA6	DIU	0.041143	NO		46.9	39.32	37.03
GATAD2A	GATAD2A	DIU	0.0051128	YES	1,3	510.8	465.53	415.36
GATAD2B	GATAD2B	Not DIU	0.82685	NO		387.7	427.3	514.59
GATB	GATB	DIU	0.00544	NO		239.12	211.43	226.02
GATD1	GATD1	Not DIU	0.062217	YES	3	417.36	385.46	501.6
GATD3A	GATD3A	Not DIU	0.36461	NO		708.38	443.01	396.42
GATM	GATM	Not DIU	0.12521	NO		30.04	35.28	60.32
GBA	GBA	Not DIU	0.088806	YES	1	441.8	495.8	533.37
GBA2	GBA2	Not DIU	0.69278	NO		264.76	249.89	270.52
GBF1	GBF1	DIU	4.4289E-6	NO		987.92	836.16	790.68
GCA	GCA	Not DIU	0.12752	NO		613.91	376.57	200.22
GCC2	GCC2	Not DIU	0.28525	NO		1236.16	1381.34	1682.14
GCDH	GCDH	DIU	1.977E-6	NO		1210.11	701.28	311.59
GCFC2	GCFC2	Not DIU	0.26796	NO		136.93	138.66	161.24
GCH1	GCH1	Not DIU	0.08643	YES	3	19.47	20.65	26.57
GCK	GCK	DIU	0.0014112	NO		440.95	148.96	40.95
GCLC	GCLC	Not DIU	0.32668	NO		1563.95	1375.66	1308.59
GCM1	GCM1	Not DIU	0.35267	NO		57.04	67.4	25.1
GCN1	GCN1	DIU	2.0668E-5	YES	1,2	1840.07	1837.48	2510.21
GDAP1L1	GDAP1L1	Not DIU	0.75547	NO		322.27	347.52	411.99
GDE1	GDE1	DIU	0.0012236	YES	3	573.27	517.23	477.85
GDF10	GDF10	DIU	0.039179	NO		251.65	196.43	126.89
GDF9	GDF9	Not DIU	0.99439	NO		93.58	95.04	100.34
GDI2	GDI2	Not DIU	0.55599	NO		2764.25	2770.78	2415.73
GDPD3	GDPD3	Not DIU	0.65552	NO		45.21	44.91	54.12
GDPD5	GDPD5	DIU	8.4433E-13	NO		336.93	326.35	317.89
GEM	GEM	Not DIU	0.30943	YES	3	94.37	130.52	183.05
GEMIN2	GEMIN2	Not DIU	0.27024	NO		272.66	293.61	323.53
GEMIN4	GEMIN4	Not DIU	0.53438	NO		176.96	183.45	176.67
GEMIN5	GEMIN5	DIU	7.7005E-4	NO		517.38	568.22	421.67
GEMIN6	GEMIN6	Not DIU	0.21605	NO		55.57	46.34	50.71
GEMIN7	GEMIN7	Not DIU	0.84355	NO		91.54	76.49	77.22
GEMIN8	GEMIN8	Not DIU	0.44183	NO		210.99	217.42	107.86
GFM1	GFM1	DIU	0.0068133	NO		1172.13	712.22	586.33
GFM2	GFM2	Not DIU	0.67853	NO		595.79	552.97	669.93
GFOD2	GFOD2	Not DIU	0.14929	YES	1	243.83	291.71	152.28
GFPT1	GFPT1	Not DIU	0.994	NO		883.54	1149.96	942.96
GFPT2	GFPT2	Not DIU	0.68421	NO		1127.4	1708.5	1428.2
GFRA1	GFRA1	Not DIU	0.079863	NO		233.62	286.43	198.29
GGA1	GGA1	DIU	1.6425E-4	YES	3	251.5	222.53	181.01
GGA2	GGA2	Not DIU	0.8913	NO		349.18	357.55	365.12
GGA3	GGA3	Not DIU	0.88656	YES	2	244.75	212.05	268.5
GGACT	GGACT	Not DIU	0.58994	YES	1	308.3	324.67	175.9
GGNBP2	GGNBP2	DIU	0.036917	NO		1331.49	1371.35	1455.75
GGPS1	GGPS1	DIU	1.9731E-6	YES	2,3	637.42	502.19	326.95
GGT5	GGT5	Not DIU	0.59134	YES	2,3	126.37	178.03	102.7
GGT7	GGT7	Not DIU	0.85639	NO		59.58	60.04	80.17
GHDC	GHDC	Not DIU	0.5047	YES	2,3	55.6	63.96	67.75
GHITM	GHITM	Not DIU	0.88656	NO		2683.28	1884.52	1551.76
GHR	GHR	Not DIU	0.99923	NO		6977.61	7152.22	4829.8
GID8	GID8	Not DIU	0.27465	YES	3	379.74	405.38	457.7
GIGYF2	GIGYF2	Not DIU	0.51416	YES	1	1013.62	1208.12	1156.07
GIMAP5	GIMAP5	DIU	9.4042E-5	YES	1,3	23.89	37.45	34.82
GIMAP7	GIMAP7	Not DIU	0.37375	YES	3	35.09	37.43	33.91
GIN1	GIN1	Not DIU	0.95951	NO		120.43	90.58	82.89
GINM1	GINM1	DIU	1.7626E-4	NO		720.84	570.89	447.23
GIT1	GIT1	Not DIU	0.14529	NO		201.45	235.05	381.06
GIT2	GIT2	Not DIU	0.79383	NO		885.6	948.91	1114.9
GJA10	GJA10	Not DIU	0.94349	YES	1	60.47	59.75	102.37
GJA4	GJA4	Not DIU	0.084009	NO		100.62	105.47	64.86
GJA5	GJA5	Not DIU	0.1577	NO		108.48	93.4	41.38
GJC1	GJC1	Not DIU	0.63031	NO		42.16	34.19	47.89
GK	GK	Not DIU	0.96929	NO		84.44	100.37	113.19
GKAP1	GKAP1	Not DIU	0.94982	NO		210.72	197.65	204.27
GLA	GLA	Not DIU	0.91212	NO		207.31	152.0	162.58
GLB1	GLB1	DIU	0.011912	YES	1	408.28	344.91	281.16
GLB1L	GLB1L	DIU	0.0020764	YES	2,3	165.54	140.13	195.59
GLCE	GLCE	Not DIU	0.61116	NO		633.52	780.21	652.49
GLDN	GLDN	Not DIU	0.90278	NO		12618.14	6145.89	1951.65
GLE1	GLE1	Not DIU	0.46719	NO		288.19	281.77	335.49
GLI3	GLI3	Not DIU	0.10376	NO		135.38	141.07	179.93
GLI4	GLI4	Not DIU	0.63689	NO		150.06	147.91	197.03
GLIPR1	GLIPR1	Not DIU	0.99815	NO		262.92	281.19	228.37
GLIS2	GLIS2	Not DIU	0.27981	NO		162.04	232.98	295.92
GLIS3	GLIS3	Not DIU	0.73153	NO		82.39	94.68	126.06
GLMN	GLMN	DIU	2.3991E-9	NO		379.32	407.82	486.12
GLMP	GLMP	Not DIU	0.57278	NO		133.19	95.32	66.75
GLO1	GLO1	DIU	7.7284E-5	NO		2786.72	2357.96	1410.53
GLOD4	GLOD4	DIU	1.8516E-7	YES	3	1199.98	998.83	890.89
GLRX2	GLRX2	DIU	0.0010485	YES	3	69.88	59.59	49.6
GLS	GLS	Not DIU	0.12976	NO		440.68	488.51	527.02
GLT8D1	GLT8D1	DIU	9.0884E-4	NO		337.68	302.09	289.61
GLT8D2	GLT8D2	Not DIU	0.2321	NO		465.28	473.15	439.82
GLYR1	GLYR1	DIU	9.4478E-10	YES	1,2	946.24	802.33	872.45
GMDS	GMDS	Not DIU	0.24569	YES	1	143.23	153.37	178.08
GMEB1	GMEB1	Not DIU	0.23334	NO		359.64	330.92	325.88
GMFB	GMFB	DIU	4.905E-5	NO		573.26	536.78	385.61
GMFG	GMFG	DIU	0.017151	NO		116.66	104.62	103.86
GMIP	GMIP	Not DIU	0.38301	YES	2,3	69.16	87.72	71.96
GMPPA	GMPPA	Not DIU	0.43459	NO		188.96	127.35	133.66
GMPPB_AMIGO3	GMPPB_AMIGO3	Not DIU	0.068135	NO		156.81	131.45	105.24
GMPR	GMPR	Not DIU	0.9263	YES	2	59.83	82.91	96.06
GMPS	GMPS	Not DIU	0.50293	NO		721.88	794.57	795.38
GNA12	GNA12	Not DIU	0.60493	NO		335.43	350.68	457.08
GNA13	GNA13	Not DIU	0.44127	NO		1007.38	1128.76	1027.66
GNAI1	GNAI1	Not DIU	0.80245	NO		1044.43	1381.56	821.79
GNAI3	GNAI3	Not DIU	0.37024	NO		1312.1	1534.13	1525.07
GNAO1	GNAO1	Not DIU	0.35519	NO		67.94	59.07	77.28
GNB1L	GNB1L	DIU	0.028834	NO		87.18	65.48	70.6
GNB4	GNB4	Not DIU	0.36273	NO		682.33	697.81	711.38
GNB5	GNB5	DIU	0.0041838	NO		280.31	251.41	226.24
GNE	GNE	DIU	8.8269E-10	YES	2,3	2434.15	3710.67	1983.5
GNL1	GNL1	DIU	3.7826E-4	NO		455.09	577.55	609.21
GNL2	GNL2	Not DIU	0.49151	NO		558.89	556.81	488.6
GNL3	GNL3	Not DIU	0.47359	YES	1	353.0	345.54	394.21
GNL3L	GNL3L	DIU	4.9186E-4	YES	3	1365.2	1446.9	1279.17
GNPAT	GNPAT	DIU	0.0063889	YES	2,3	1130.1	919.8	624.87
GNPDA2	GNPDA2	Not DIU	0.075922	YES	3	345.91	313.03	266.53
GNPNAT1	GNPNAT1	DIU	0.025625	YES	1,2	255.05	262.63	327.61
GNPTAB	GNPTAB	DIU	2.1185E-14	YES	3	689.23	742.53	629.46
GNPTG	GNPTG	DIU	0.015632	NO		227.79	172.76	184.36
GOLGA1	GOLGA1	Not DIU	0.2635	NO		329.76	330.67	441.83
GOLGA2	GOLGA2	DIU	9.5227E-4	NO		1107.22	1066.31	1094.59
GOLGA3	GOLGA3	Not DIU	0.98729	NO		1095.88	1126.27	1448.84
GOLGA5	GOLGA5	Not DIU	0.86724	NO		591.38	535.38	631.44
GOLGB1	GOLGB1	DIU	0.0063534	NO		3258.02	3925.18	4563.72
GOLIM4	GOLIM4	Not DIU	0.11157	NO		2082.84	1707.98	1254.09
GOLM1	GOLM1	Not DIU	0.81354	NO		445.49	457.5	552.97
GOLT1B	GOLT1B	Not DIU	0.18349	NO		179.59	145.03	144.12
GON7	GON7	DIU	6.7226E-4	NO		110.73	124.07	164.48
GORAB	GORAB	Not DIU	0.99709	NO		328.65	326.02	419.05
GORASP1	GORASP1	Not DIU	0.92184	YES	2	1157.08	1534.5	1432.3
GORASP2	GORASP2	DIU	0.0046243	YES	1,2	697.71	689.23	771.05
GOSR1	GOSR1	DIU	0.040006	YES	1	573.94	638.09	585.91
GOT1	GOT1	Not DIU	0.7765	NO		269.12	186.67	154.23
GOT2	GOT2	DIU	0.0034001	NO		1065.25	648.14	561.06
GPAM	GPAM	DIU	1.8528E-23	YES	3	17900.65	5188.68	2521.46
GPANK1	GPANK1	Not DIU	0.69815	YES	3	153.72	130.54	87.47
GPAT3	GPAT3	DIU	0.025913	NO		1046.55	416.72	149.68
GPAT4	GPAT4	DIU	1.7167E-4	YES	1	605.45	613.8	616.56
GPATCH1	GPATCH1	Not DIU	0.64578	NO		205.75	213.57	268.52
GPATCH11	GPATCH11	DIU	5.3271E-4	YES	1,2	273.07	243.07	175.82
GPATCH2	GPATCH2	DIU	0.029656	NO		310.6	311.33	382.59
GPATCH2L	GPATCH2L	Not DIU	0.39349	NO		806.19	839.48	826.31
GPATCH3	GPATCH3	Not DIU	0.64352	NO		77.09	80.61	84.81
GPATCH4	GPATCH4	Not DIU	0.08097	YES	1,2	87.6	85.95	76.98
GPATCH8	GPATCH8	Not DIU	0.10665	NO		659.68	698.52	855.23
GPBP1	GPBP1	Not DIU	0.48592	YES	3	992.34	1030.74	792.73
GPBP1L1	GPBP1L1	Not DIU	0.58	NO		845.75	785.66	778.81
GPCPD1	GPCPD1	Not DIU	0.97261	NO		912.96	811.23	588.5
GPD1	GPD1	Not DIU	0.79988	NO		30539.55	21793.77	10738.17
GPD1L	GPD1L	Not DIU	0.80836	YES	2	270.99	319.36	226.63
GPD2	GPD2	DIU	0.019515	NO		603.97	672.14	514.39
GPER1	GPER1	Not DIU	0.089269	NO		196.44	160.08	164.19
GPI	GPI	Not DIU	0.077797	NO		4352.34	3003.12	2923.23
GPKOW	GPKOW	Not DIU	0.26216	NO		292.15	320.99	355.97
GPN1	GPN1	Not DIU	0.21897	NO		583.64	482.61	444.39
GPN2	GPN2	Not DIU	0.071879	NO		49.6	41.01	46.79
GPN3	GPN3	DIU	2.6339E-4	YES	3	251.12	241.78	262.72
GPNMB	GPNMB	Not DIU	0.88711	NO		2430.85	3818.89	3425.9
GPR1	GPR1	Not DIU	0.29811	NO		258.42	292.6	148.27
GPR137	GPR137	Not DIU	0.72426	NO		124.58	124.83	124.37
GPR146	GPR146	Not DIU	0.63244	NO		246.0	205.26	198.86
GPR155	GPR155	Not DIU	0.058713	YES	3	325.7	268.76	209.72
GPR157	GPR157	Not DIU	0.31479	YES	2	48.12	55.99	84.64
GPR161	GPR161	Not DIU	0.098114	YES	3	49.06	56.07	62.81
GPR173	GPR173	Not DIU	0.68665	NO		61.72	59.66	52.45
GPR180	GPR180	DIU	0.0063859	YES	1,2	203.16	256.42	313.43
GPR34	GPR34	Not DIU	0.41504	YES	1	147.11	111.69	88.04
GPR89A	GPR89A	DIU	2.6442E-4	NO		490.8	422.67	390.8
GPRASP1	GPRASP1	Not DIU	0.074455	YES	1	36.52	39.94	55.76
GPRC5B	GPRC5B	Not DIU	0.80446	NO		416.21	313.61	348.04
GPS1	GPS1	Not DIU	0.067618	NO		591.64	501.0	430.69
GPSM2	GPSM2	Not DIU	0.95772	NO		408.85	472.86	569.53
GPT	GPT	DIU	1.8308E-4	YES	3	651.99	230.12	67.52
GPT2	GPT2	DIU	0.0046526	NO		801.35	663.52	309.29
GPX3	GPX3	Not DIU	0.67429	NO		1187.34	1552.47	1634.82
GPX8	GPX8	DIU	8.7162E-49	NO		601.44	484.26	307.18
GRAMD1A	GRAMD1A	Not DIU	0.61291	NO		218.0	208.2	270.94
GRAMD1B	GRAMD1B	Not DIU	0.60493	NO		54.1	52.05	47.86
GRB10	GRB10	Not DIU	0.65235	NO		553.29	602.22	606.1
GRB14	GRB14	DIU	0.0010678	YES	3	63.27	43.14	20.16
GRB2	GRB2	Not DIU	0.84522	NO		591.97	498.18	502.75
GRHPR	GRHPR	DIU	3.6699E-8	YES	3	1175.7	610.14	383.23
GRIA3	GRIA3	Not DIU	0.95396	NO		617.34	561.1	307.44
GRIN3A	GRIN3A	Not DIU	0.37538	NO		194.3	234.45	99.23
GRK4	GRK4	Not DIU	0.86399	YES	2,3	333.48	304.15	267.52
GRM2	GRM2	Not DIU	0.78829	NO		6.68	12.99	97.67
GRPEL2	GRPEL2	Not DIU	0.18889	NO		222.25	205.31	219.05
GRSF1	GRSF1	Not DIU	0.36496	NO		1492.44	1474.24	1156.57
GRTP1	GRTP1	Not DIU	0.76533	NO		40.51	61.38	32.66
GSDMD	GSDMD	Not DIU	0.19555	NO		239.18	281.66	264.48
GSDME	GSDME	Not DIU	0.98175	NO		195.71	395.38	400.97
GSE1	GSE1	Not DIU	0.28232	NO		688.85	506.97	534.62
GSKIP	GSKIP	DIU	1.4859E-13	NO		207.95	232.55	256.23
GSN	GSN	Not DIU	0.59232	NO		37873.48	48921.53	29772.5
GSR	GSR	Not DIU	0.057525	NO		251.27	230.11	272.73
GSS	GSS	DIU	0.010113	NO		492.79	419.92	325.58
GSTCD	GSTCD	DIU	0.0077116	NO		92.1	95.78	148.48
GSTK1	GSTK1	DIU	2.8965E-4	NO		1463.83	1183.85	1038.88
GSTO1	GSTO1	Not DIU	0.82779	NO		947.18	937.66	746.41
GSTZ1	GSTZ1	Not DIU	0.20806	YES	2,3	242.12	157.51	106.08
GTDC1	GTDC1	Not DIU	0.99531	NO		975.74	1114.16	737.77
GTF2A1	GTF2A1	Not DIU	0.92285	NO		492.6	472.06	489.28
GTF2A2	GTF2A2	Not DIU	0.087175	NO		350.32	376.67	361.28
GTF2B	GTF2B	DIU	0.013477	NO		377.64	373.21	341.91
GTF2E1	GTF2E1	Not DIU	0.35787	NO		139.79	141.02	103.82
GTF2F1	GTF2F1	Not DIU	0.27707	NO		317.75	366.16	455.46
GTF2H1	GTF2H1	DIU	1.4588E-21	YES	1,2	569.09	686.11	810.27
GTF2H3	GTF2H3	Not DIU	0.067157	NO		279.1	233.22	265.28
GTF2H4	GTF2H4	Not DIU	0.26862	NO		180.77	140.77	98.36
GTF2I	GTF2I	DIU	9.8248E-6	YES	2,3	1635.4	1486.78	932.49
GTF2IRD1	GTF2IRD1	Not DIU	0.62593	YES	1,3	20.31	27.67	56.15
GTF3A	GTF3A	Not DIU	0.99606	NO		314.99	284.02	266.46
GTF3C2	GTF3C2	DIU	0.039355	YES	1,3	489.42	521.29	659.46
GTF3C3	GTF3C3	DIU	0.0035902	NO		634.14	587.24	656.44
GTF3C6	GTF3C6	Not DIU	0.49332	NO		198.4	184.74	166.24
GTPBP10	GTPBP10	DIU	9.6538E-8	NO		166.26	134.09	104.0
GTPBP2	GTPBP2	DIU	7.0322E-4	YES	2	165.78	179.74	196.54
GTPBP4	GTPBP4	DIU	0.028013	NO		353.85	369.97	465.49
GTPBP6	GTPBP6	Not DIU	0.66189	NO		239.54	174.11	138.69
GUCD1	GUCD1	DIU	0.0060932	NO		792.25	733.72	844.82
GUCY1A1	GUCY1A1	DIU	0.030932	YES	2,3	279.37	331.48	273.32
GUCY1B1	GUCY1B1	DIU	8.4463E-12	NO		400.44	423.42	361.53
GUF1	GUF1	Not DIU	0.1785	NO		354.39	309.72	450.2
GUK1	GUK1	DIU	3.4118E-10	NO		468.66	421.23	593.13
GULP1	GULP1	Not DIU	0.54909	NO		249.7	268.3	363.85
GUSB	GUSB	Not DIU	0.17994	NO		453.05	418.74	386.08
GVQW3	GVQW3	Not DIU	0.11833	NO		132.18	133.62	165.53
GYG1	GYG1	Not DIU	0.32995	NO		823.61	952.85	774.09
GYG2	GYG2	DIU	0.0064191	NO		7261.39	7496.18	5587.79
GYPC	GYPC	DIU	2.0799E-5	YES	3	812.9	745.7	431.65
GYS1	GYS1	DIU	0.015386	NO		1282.86	827.9	677.24
GYS2	GYS2	Not DIU	0.51694	NO		43.0	45.51	45.29
GZF1	GZF1	Not DIU	0.055516	NO		188.72	231.79	205.35
H6PD	H6PD	Not DIU	0.97576	NO		815.47	875.94	807.68
HAAO	HAAO	DIU	0.0083259	YES	3	93.65	106.75	135.36
HABP4	HABP4	DIU	5.9542E-5	NO		259.95	245.04	227.37
HACD1	HACD1	Not DIU	0.87824	NO		65.41	97.83	91.96
HACD3	HACD3	Not DIU	0.14757	NO		219.34	256.27	245.73
HACD4	HACD4	Not DIU	0.77267	NO		117.04	152.97	116.67
HACE1	HACE1	Not DIU	0.17079	NO		279.6	285.56	276.62
HADH	HADH	Not DIU	0.89557	NO		6714.79	3296.32	1575.64
HADHA	HADHA	DIU	2.2738E-6	YES	1,3	3403.81	2717.24	1704.9
HADHB	HADHB	DIU	1.6043E-8	YES	3	2613.4	1830.49	1423.13
HAGHL	HAGHL	Not DIU	0.13066	NO		198.69	136.73	194.57
HAPLN3	HAPLN3	Not DIU	0.43401	YES	1	144.5	88.52	85.1
HAT1	HAT1	DIU	4.0099E-5	YES	3	318.04	347.85	354.44
HAUS1	HAUS1	Not DIU	0.084123	NO		94.06	108.15	111.14
HAUS2	HAUS2	Not DIU	0.33944	YES	1	260.44	256.06	279.87
HAUS3	HAUS3	Not DIU	0.12027	YES	2,3	173.41	195.61	202.4
HAUS3_POLN	HAUS3_POLN	Not DIU	0.44034	NO		45.08	48.87	86.67
HAUS4	HAUS4	DIU	2.4245E-5	NO		241.05	271.1	325.32
HAUS5	HAUS5	Not DIU	0.39371	NO		47.98	85.45	70.56
HAUS6	HAUS6	Not DIU	0.13722	NO		474.41	492.98	465.85
HAUS7	HAUS7	Not DIU	0.38045	YES	1	27.8	35.89	52.59
HAVCR1	HAVCR1	Not DIU	0.40308	YES	2	121.67	131.95	113.48
HAX1	HAX1	Not DIU	0.35804	NO		446.69	298.33	228.83
HBP1	HBP1	Not DIU	0.38935	NO		1579.55	1475.32	1115.8
HBS1L	HBS1L	Not DIU	0.29202	NO		1059.47	995.64	1029.75
HCFC1	HCFC1	Not DIU	0.58187	NO		441.07	405.6	627.42
HCFC1R1	HCFC1R1	Not DIU	0.40698	NO		341.23	310.54	248.63
HCFC2	HCFC2	DIU	3.2188E-5	NO		732.38	858.42	838.67
HDAC1	HDAC1	Not DIU	0.11711	YES	1,3	170.14	175.85	214.86
HDAC10	HDAC10	DIU	2.4079E-5	YES	2,3	181.03	249.51	226.5
HDAC3	HDAC3	Not DIU	0.38789	NO		487.7	447.22	457.5
HDAC4	HDAC4	Not DIU	0.34045	NO		218.76	197.08	234.78
HDAC5	HDAC5	Not DIU	0.59853	YES	2	847.79	1011.77	729.71
HDAC6	HDAC6	DIU	2.5722E-7	YES	1,3	194.97	242.71	174.28
HDAC7	HDAC7	DIU	0.043979	YES	1,2	606.35	639.16	757.87
HDAC8	HDAC8	Not DIU	0.6412	NO		201.15	210.15	246.93
HDAC9	HDAC9	Not DIU	0.23134	NO		222.71	285.53	203.56
HDDC2	HDDC2	DIU	3.8586E-5	NO		296.76	291.82	302.61
HDDC3	HDDC3	DIU	2.1823E-4	NO		74.48	77.35	60.56
HDGFL2	HDGFL2	Not DIU	0.39334	NO		573.24	522.61	524.88
HDHD2	HDHD2	DIU	0.0095367	NO		226.7	140.82	93.03
HDHD5	HDHD5	DIU	7.0446E-4	YES	1	153.56	111.1	133.48
HDLBP	HDLBP	DIU	0.041256	NO		4670.68	3860.02	3247.26
HEATR1	HEATR1	Not DIU	0.38733	NO		818.89	742.98	837.13
HEATR3	HEATR3	Not DIU	0.62322	NO		171.49	144.1	114.59
HEATR5A	HEATR5A	Not DIU	0.86854	YES	2	1272.19	1336.51	1334.82
HEATR5B	HEATR5B	Not DIU	0.34258	NO		668.28	656.56	512.9
HEATR6	HEATR6	Not DIU	0.95345	YES	3	530.05	622.1	535.04
HEBP1	HEBP1	Not DIU	0.073953	NO		520.01	507.41	392.93
HECTD1	HECTD1	Not DIU	0.52051	NO		5092.2	6066.88	4860.46
HECTD3	HECTD3	Not DIU	0.92069	NO		197.7	198.62	208.4
HECW2	HECW2	DIU	0.0069232	NO		211.09	225.55	170.8
HELB	HELB	Not DIU	0.11465	YES	3	396.9	441.78	431.29
HELQ	HELQ	Not DIU	0.20081	NO		190.73	226.74	211.3
HELZ	HELZ	Not DIU	0.22334	NO		1431.48	1369.5	1462.93
HEMK1	HEMK1	Not DIU	0.61936	NO		23.28	34.4	29.51
HEPACAM2	HEPACAM2	Not DIU	0.71127	NO		29.45	36.45	35.21
HERC1	HERC1	Not DIU	0.47029	YES	3	2733.66	2939.89	3274.28
HERC2	HERC2	Not DIU	0.35604	NO		3539.77	3188.62	3339.77
HERC3	HERC3	DIU	0.0072799	NO		1367.52	1544.66	1679.63
HERC4	HERC4	DIU	0.043979	NO		877.02	897.94	905.99
HERC6	HERC6	Not DIU	0.42817	YES	2	36.8	41.51	57.87
