#Gene	Name/Description	Isoforms	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
A1BG	A1BG	1	10.09	12.81	17.15
A4GALT	A4GALT	14	419.26	712.18	394.74
AAAS	AAAS	2	80.55	50.54	60.76
AACS	AACS	5	5813.74	1741.65	596.18
AADAC	AADAC	1	3.54	4.37	14.74
AADACL2	AADACL2	4	1551.5	1495.67	1541.89
AAGAB	AAGAB	7	706.42	741.8	655.6
AAK1	AAK1	10	590.04	537.46	514.38
AAMDC	AAMDC	5	276.59	248.91	189.78
AAMP	AAMP	3	516.24	526.87	489.64
AAR2	AAR2	3	276.96	235.08	191.95
AARS	AARS	10	1102.01	999.97	1096.31
AARS2	AARS2	1	63.08	60.03	42.71
AARSD1	AARSD1	7	461.03	437.82	340.2
AASDH	AASDH	8	730.39	644.25	634.08
AASDHPPT	AASDHPPT	3	289.74	268.28	266.48
AASS	AASS	4	367.18	361.26	314.59
AATF	AATF	4	499.84	593.01	611.48
AATK	AATK	1	23.89	29.53	24.9
ABAT	ABAT	1	158.98	120.03	81.4
ABCA1	ABCA1	5	4432.06	4952.17	3175.09
ABCA12	ABCA12	1	44.88	55.3	47.35
ABCA13	ABCA13	1	13.53	17.31	19.17
ABCA3	ABCA3	3	312.1	241.81	220.82
ABCA4	ABCA4	1	58.24	43.44	58.01
ABCA5	ABCA5	6	489.93	551.38	813.38
ABCA6	ABCA6	5	1767.2	1961.34	1107.14
ABCA7	ABCA7	1	155.32	94.88	47.67
ABCA9	ABCA9	14	5279.13	4654.81	4264.05
ABCB1	ABCB1	5	295.77	326.41	397.64
ABCB10	ABCB10	6	389.79	388.04	298.16
ABCB4	ABCB4	3	29.3	42.31	45.75
ABCB6	ABCB6	9	374.81	285.91	350.8
ABCB7	ABCB7	6	404.4	357.17	299.8
ABCB8	ABCB8	1	64.28	23.94	19.95
ABCC1	ABCC1	3	197.47	190.24	187.73
ABCC10	ABCC10	2	56.99	55.12	53.17
ABCC2	ABCC2	3	1982.07	1829.75	1957.36
ABCC3	ABCC3	3	119.97	158.43	207.39
ABCC4	ABCC4	1	19.27	21.23	36.26
ABCC5	ABCC5	4	414.03	468.33	329.43
ABCC6	ABCC6	4	518.4	246.42	101.2
ABCC9	ABCC9	11	939.46	773.75	717.46
ABCD1	ABCD1	2	142.84	91.28	84.2
ABCD2	ABCD2	2	854.38	721.79	255.66
ABCD3	ABCD3	10	1166.01	1000.24	735.94
ABCD4	ABCD4	3	157.99	148.18	53.26
ABCE1	ABCE1	15	1926.59	1969.52	1675.54
ABCF1	ABCF1	10	618.41	676.07	655.91
ABCF2	ABCF2	2	326.12	279.58	208.62
ABCF2_LOC113241485	ABCF2_LOC113241485	1	33.25	35.11	62.89
ABCF3	ABCF3	8	884.68	954.49	1089.25
ABCG1	ABCG1	1	27.89	32.04	33.67
ABCG2	ABCG2	10	777.3	753.71	886.5
ABCG4	ABCG4	1	2.52	5.94	28.45
ABHD10	ABHD10	4	131.38	119.19	144.43
ABHD11	ABHD11	2	91.39	67.11	70.2
ABHD12	ABHD12	3	243.94	241.46	288.65
ABHD13	ABHD13	1	189.29	200.13	202.61
ABHD14A	ABHD14A	1	46.21	54.94	59.42
ABHD14B	ABHD14B	7	369.05	439.59	447.17
ABHD15	ABHD15	2	1316.37	952.51	657.42
ABHD16A	ABHD16A	14	672.32	656.35	621.69
ABHD17A	ABHD17A	1	573.77	486.61	413.55
ABHD17B	ABHD17B	2	294.14	274.89	263.73
ABHD18	ABHD18	7	219.07	228.25	288.49
ABHD2	ABHD2	3	499.67	699.83	820.67
ABHD3	ABHD3	1	259.49	91.15	48.25
ABHD4	ABHD4	9	478.5	430.06	501.04
ABHD5	ABHD5	3	348.36	366.74	311.23
ABHD6	ABHD6	2	74.33	72.77	48.45
ABHD8	ABHD8	1	69.23	72.37	84.81
ABI1	ABI1	10	697.45	757.08	790.31
ABI2	ABI2	4	195.84	225.48	237.99
ABI3	ABI3	1	16.57	14.36	12.89
ABI3BP	ABI3BP	16	2534.82	2734.91	1306.72
ABL1	ABL1	4	1346.45	1592.42	2272.84
ABL2	ABL2	6	287.66	294.31	364.07
ABLIM1	ABLIM1	10	6352.78	6031.33	5392.59
ABLIM2	ABLIM2	1	17.55	20.22	25.28
ABLIM3	ABLIM3	9	862.86	922.18	926.31
ABR	ABR	5	453.22	550.81	804.55
ABRACL	ABRACL	1	43.58	51.96	30.48
ABRAXAS1	ABRAXAS1	6	229.05	299.01	213.47
ABRAXAS2	ABRAXAS2	3	355.77	325.82	307.65
ABT1	ABT1	1	189.17	140.77	117.27
ABTB1	ABTB1	7	269.38	263.89	125.61
ABTB1_LOC113257269	ABTB1_LOC113257269	1	27.71	23.8	31.86
ABTB2	ABTB2	1	30.62	41.37	43.16
ACAA1	ACAA1	7	587.04	514.05	434.84
ACAA2	ACAA2	11	963.72	1069.44	1142.1
ACACA	ACACA	37	112652.59	16701.05	7333.44
ACACB	ACACB	1	14.43	17.01	20.36
ACAD10	ACAD10	6	277.69	168.43	126.56
ACAD11	ACAD11	8	1883.33	1734.08	1906.56
ACAD8	ACAD8	4	564.36	489.35	403.25
ACAD9	ACAD9	7	971.15	608.31	526.08
ACADL	ACADL	9	10188.16	4696.34	1828.58
ACADM	ACADM	4	750.59	478.6	324.26
ACADS	ACADS	2	839.62	554.35	366.23
ACADSB	ACADSB	6	2206.65	2222.46	929.22
ACADVL	ACADVL	13	1549.79	1160.4	814.65
ACAP1	ACAP1	3	44.75	65.6	119.66
ACAP2	ACAP2	5	1256.74	1223.56	1274.54
ACAP3	ACAP3	2	366.72	227.19	140.53
ACAT1	ACAT1	10	2037.46	1496.99	1126.58
ACAT2	ACAT2	3	528.95	314.46	227.7
ACBD3	ACBD3	2	594.32	641.84	713.16
ACBD4	ACBD4	2	35.34	24.65	35.66
ACBD5	ACBD5	9	526.64	531.61	467.02
ACBD6	ACBD6	4	184.33	217.1	272.56
ACBD7	ACBD7	1	18.11	8.79	7.05
ACCS	ACCS	7	426.53	338.13	212.35
ACCSL	ACCSL	1	4.5	5.95	15.94
ACD	ACD	2	33.14	35.69	42.31
ACER2	ACER2	3	117.26	148.45	283.93
ACER3	ACER3	6	463.13	333.6	260.01
ACIN1	ACIN1	8	1312.01	1271.64	1378.57
ACKR1	ACKR1	1	109.48	72.1	37.57
ACKR2	ACKR2	5	553.67	470.08	389.1
ACKR3	ACKR3	2	1154.62	1235.61	587.36
ACKR4	ACKR4	3	151.11	147.84	97.49
ACLY	ACLY	10	19228.09	2081.87	1590.3
ACO1	ACO1	15	6408.42	2599.08	1343.13
ACO2	ACO2	11	2435.82	1418.36	561.45
ACOT11	ACOT11	1	2.37	6.84	33.4
ACOT12	ACOT12	1	17.17	15.95	15.2
ACOT13	ACOT13	2	311.9	274.27	326.82
ACOT6	ACOT6	5	866.17	652.87	571.62
ACOT8	ACOT8	6	269.92	188.62	209.92
ACOT9	ACOT9	13	2021.48	1897.06	1788.96
ACOX1	ACOX1	8	1749.73	1372.53	993.13
ACOX2	ACOX2	1	69.97	28.72	37.79
ACOX3	ACOX3	3	137.6	117.64	186.33
ACP1	ACP1	5	361.59	333.62	363.75
ACP2	ACP2	4	641.09	628.39	561.01
ACP5	ACP5	2	132.92	126.78	91.65
ACP6	ACP6	3	207.25	203.12	146.01
ACPP	ACPP	1	14.89	24.24	12.5
ACSBG1	ACSBG1	1	2.74	4.19	20.6
ACSF3	ACSF3	3	107.82	112.37	115.88
ACSL1	ACSL1	54	34585.84	9151.49	2257.19
ACSL3	ACSL3	3	379.2	316.99	270.25
ACSL4	ACSL4	9	1857.87	1245.25	1278.06
ACSL5	ACSL5	5	182.51	182.33	205.78
ACSM3	ACSM3	3	246.73	197.45	149.78
ACSM5	ACSM5	8	634.25	358.27	59.36
ACSS1	ACSS1	2	533.97	660.68	519.57
ACSS2	ACSS2	11	4333.48	2489.15	1326.02
ACSS3	ACSS3	3	529.89	411.07	266.79
ACTA2	ACTA2	8	897.88	1202.5	1128.33
ACTB	ACTB	6	16683.77	16616.16	16574.31
ACTG1	ACTG1	5	9876.37	9108.45	5227.93
ACTG2	ACTG2	2	45.18	22.71	39.02
ACTL6A	ACTL6A	4	193.7	220.48	263.54
ACTN1	ACTN1	7	706.7	872.82	1442.79
ACTN4	ACTN4	3	1837.56	2226.77	2670.2
ACTR10	ACTR10	3	705.23	666.23	602.4
ACTR1A	ACTR1A	6	1316.63	1093.31	867.41
ACTR1B	ACTR1B	7	1660.69	1249.32	895.84
ACTR2	ACTR2	1	1233.14	1257.57	1271.23
ACTR3	ACTR3	4	1889.56	1819.94	1542.49
ACTR3B	ACTR3B	5	159.91	183.27	162.16
ACTR5	ACTR5	2	152.01	167.49	196.15
ACTR6	ACTR6	4	147.26	136.78	114.92
ACTR8	ACTR8	5	429.5	406.04	364.79
ACVR1	ACVR1	9	251.05	254.29	222.69
ACVR1B	ACVR1B	4	401.95	329.71	230.95
ACVR1C	ACVR1C	3	1069.34	1283.06	590.35
ACVR2A	ACVR2A	2	660.6	522.03	374.84
ACVR2B	ACVR2B	1	22.16	28.27	31.54
ACVRL1	ACVRL1	3	721.52	763.75	741.85
ACYP1	ACYP1	5	290.47	302.12	322.88
ACYP2	ACYP2	4	364.65	244.82	147.26
ADA	ADA	7	234.6	282.42	177.54
ADA2	ADA2	3	148.03	165.58	120.95
ADAL	ADAL	4	238.98	164.12	120.43
ADAM10	ADAM10	7	792.84	778.79	547.54
ADAM12	ADAM12	1	139.01	103.15	153.82
ADAM15	ADAM15	9	755.66	662.06	709.15
ADAM17	ADAM17	7	921.16	841.47	866.58
ADAM18	ADAM18	1	74.04	64.71	68.15
ADAM19	ADAM19	3	403.36	392.16	302.13
ADAM22	ADAM22	6	350.59	372.3	229.84
ADAM23	ADAM23	1	18.86	5.68	2.33
ADAM32	ADAM32	1	13.03	19.35	18.49
ADAM33	ADAM33	11	1275.68	1626.98	1438.64
ADAM8	ADAM8	2	50.62	51.46	20.62
ADAM9	ADAM9	10	2233.79	1814.42	1232.07
ADAMTS1	ADAMTS1	2	416.15	398.5	271.74
ADAMTS10	ADAMTS10	2	63.49	95.59	186.1
ADAMTS12	ADAMTS12	5	2700.53	2763.32	2002.17
ADAMTS13	ADAMTS13	1	30.03	14.66	6.75
ADAMTS14	ADAMTS14	1	6.58	3.8	13.15
ADAMTS15	ADAMTS15	1	261.21	235.48	402.84
ADAMTS16	ADAMTS16	2	143.83	95.88	55.96
ADAMTS17	ADAMTS17	1	47.82	39.77	42.47
ADAMTS18	ADAMTS18	1	222.76	96.86	181.33
ADAMTS2	ADAMTS2	1	3622.7	1216.37	400.29
ADAMTS20	ADAMTS20	1	24.76	14.74	21.2
ADAMTS3	ADAMTS3	1	61.66	72.88	155.28
ADAMTS4	ADAMTS4	1	26.21	29.14	110.86
ADAMTS5	ADAMTS5	1	1472.45	1999.7	1329.83
ADAMTS6	ADAMTS6	1	68.75	71.68	62.52
ADAMTS9	ADAMTS9	6	470.75	349.21	309.89
ADAMTSL1	ADAMTSL1	4	242.56	311.88	629.48
ADAMTSL2	ADAMTSL2	1	38.12	10.06	13.21
ADAMTSL3	ADAMTSL3	1	444.03	420.71	335.74
ADAMTSL4	ADAMTSL4	5	219.71	175.62	195.43
ADAP1	ADAP1	1	20.62	24.06	29.12
ADAP2	ADAP2	5	273.53	297.06	285.22
ADAR	ADAR	5	571.26	585.04	855.76
ADARB1	ADARB1	2	453.61	485.72	382.44
ADAT1	ADAT1	4	133.59	126.05	116.62
ADAT2	ADAT2	1	226.9	270.06	201.64
ADCK1	ADCK1	3	49.82	61.68	71.73
ADCK2	ADCK2	4	128.96	131.0	126.98
ADCK5	ADCK5	3	96.25	56.53	54.11
ADCY2	ADCY2	1	9.34	9.9	20.61
ADCY3	ADCY3	3	112.12	111.37	139.35
ADCY4	ADCY4	6	90.54	109.71	212.38
ADCY5	ADCY5	1	344.71	372.44	554.15
ADCY6	ADCY6	5	1186.78	1238.85	1028.56
ADCY7	ADCY7	1	357.53	412.85	440.37
ADCY9	ADCY9	2	495.9	556.74	563.3
ADCYAP1	ADCYAP1	1	15.38	24.32	31.27
ADCYAP1R1	ADCYAP1R1	1	173.74	89.0	43.6
ADD1	ADD1	10	2127.57	2000.92	1963.58
ADD2	ADD2	1	8.56	8.63	13.98
ADD3	ADD3	10	2542.47	2831.86	2863.03
ADGRA1	ADGRA1	1	7.39	7.71	20.77
ADGRA2	ADGRA2	2	2733.21	2752.22	3277.17
ADGRA3	ADGRA3	2	786.7	915.07	717.18
ADGRB1	ADGRB1	1	20.86	24.2	21.94
ADGRB3	ADGRB3	1	7.48	13.81	25.18
ADGRD1	ADGRD1	5	1427.77	1563.56	1696.58
ADGRE1	ADGRE1	1	39.7	27.56	32.58
ADGRE2	ADGRE2	3	67.32	73.92	136.59
ADGRE5	ADGRE5	9	885.41	831.63	538.55
ADGRF3	ADGRF3	1	35.55	23.79	23.65
ADGRF5	ADGRF5	9	3984.6	5684.73	4134.1
ADGRG1	ADGRG1	3	167.83	256.2	224.8
ADGRG2	ADGRG2	4	381.0	733.95	511.44
ADGRG3	ADGRG3	2	52.79	58.97	74.75
ADGRG4	ADGRG4	1	112.96	147.24	78.37
ADGRG6	ADGRG6	2	324.8	296.4	149.36
ADGRG7	ADGRG7	2	68.79	73.82	41.13
ADGRL1	ADGRL1	3	115.9	114.49	163.52
ADGRL2	ADGRL2	7	654.79	750.42	616.45
ADGRL3	ADGRL3	4	124.0	150.82	112.6
ADGRL4	ADGRL4	8	761.81	689.88	529.64
ADGRV1	ADGRV1	3	301.63	338.77	315.03
ADH4	ADH4	3	72.29	78.01	119.69
ADH5	ADH5	6	1191.33	1054.06	874.35
ADH6	ADH6	2	79.26	76.41	89.88
ADHFE1	ADHFE1	6	179.34	148.38	132.43
ADI1	ADI1	1	1126.44	898.27	549.66
ADIG_LOC113258597	ADIG_LOC113258597	2	205.03	109.8	28.14
ADIPOQ	ADIPOQ	23	108901.72	111082.01	42606.71
ADIPOR1	ADIPOR1	10	1200.27	1132.59	981.99
ADIPOR2	ADIPOR2	27	35034.67	25596.87	14216.69
ADIRF	ADIRF	3	8014.51	8187.84	5445.73
ADIRF_FAM25A	ADIRF_FAM25A	1	192.55	218.82	210.28
ADK	ADK	12	1622.59	1132.38	730.74
ADM	ADM	4	140.18	240.85	412.14
ADNP	ADNP	6	1147.07	1097.69	1154.62
ADNP2	ADNP2	3	421.15	448.09	532.58
ADO	ADO	1	279.55	283.22	254.69
ADORA1	ADORA1	3	1183.74	705.41	325.71
ADPGK	ADPGK	5	707.27	650.17	632.45
ADPRH	ADPRH	6	233.55	255.56	166.69
ADPRHL1	ADPRHL1	4	86.82	94.66	120.99
ADPRHL2	ADPRHL2	2	200.27	183.21	210.15
ADPRM	ADPRM	2	53.78	55.26	48.1
ADRA1A	ADRA1A	6	228.68	278.17	179.26
ADRA1B	ADRA1B	1	19.02	37.64	24.89
ADRA2A	ADRA2A	2	375.28	487.57	769.01
ADRA2B	ADRA2B	1	14.76	14.4	5.68
ADRA2C	ADRA2C	1	62.32	90.77	45.93
ADRB1	ADRB1	1	32.03	36.46	7.23
ADRB2	ADRB2	1	104.61	192.0	90.27
ADRM1	ADRM1	22	2177.2	2112.71	1899.18
ADSL	ADSL	4	522.64	414.0	363.69
ADSS	ADSS	3	286.95	355.27	340.72
ADSSL1	ADSSL1	4	396.87	163.76	169.19
ADTRP	ADTRP	1	2.67	3.0	18.78
AEBP1	AEBP1	1	1135.62	1399.71	882.67
AEBP2	AEBP2	2	342.95	392.24	488.82
AEN	AEN	2	130.61	155.6	275.49
AES	AES	1	885.51	971.64	842.75
AFAP1	AFAP1	5	481.14	531.65	743.72
AFAP1L1	AFAP1L1	5	152.83	171.21	197.36
AFAP1L2	AFAP1L2	5	160.83	103.34	117.62
AFDN	AFDN	11	2043.99	2597.17	2804.82
AFF1	AFF1	3	942.93	1047.06	930.55
AFF2	AFF2	3	146.64	154.92	122.74
AFF3	AFF3	1	168.36	199.22	192.0
AFF4	AFF4	4	2385.95	2594.08	2665.29
AFG1L	AFG1L	4	134.52	120.05	82.34
AFG3L2	AFG3L2	6	1318.94	1108.37	934.89
AFM	AFM	2	34.13	41.03	37.52
AFMID	AFMID	2	27.65	27.38	24.14
AFTPH	AFTPH	7	623.67	681.7	720.14
AGA	AGA	7	363.22	347.38	269.33
AGAP1	AGAP1	6	529.69	763.75	765.87
AGAP2	AGAP2	2	43.53	66.54	26.12
AGAP3	AGAP3	2	306.19	370.8	421.97
AGBL2	AGBL2	3	80.47	79.46	61.86
AGBL3	AGBL3	5	273.3	343.05	283.55
AGBL4	AGBL4	2	63.66	53.64	41.29
AGBL5	AGBL5	3	85.35	70.4	130.34
AGER	AGER	1	14.63	17.77	19.27
AGFG1	AGFG1	3	519.42	573.82	542.33
AGFG2	AGFG2	1	242.8	157.69	158.13
AGGF1	AGGF1	3	499.08	500.42	629.55
AGK	AGK	6	347.88	278.06	341.31
AGL	AGL	7	2904.61	2138.74	1290.86
AGMO	AGMO	3	63.92	76.32	49.33
AGO1	AGO1	2	455.95	490.98	624.25
AGO2	AGO2	2	422.94	474.43	454.63
AGO3	AGO3	4	371.59	336.97	376.18
AGPAT1	AGPAT1	4	343.15	273.35	160.89
AGPAT2	AGPAT2	4	5173.4	3526.12	1038.06
AGPAT3	AGPAT3	4	976.16	690.95	503.83
AGPAT4	AGPAT4	2	104.74	65.6	49.04
AGPAT5	AGPAT5	3	255.13	282.02	295.42
AGPS	AGPS	4	1072.36	939.86	912.22
AGRN	AGRN	1	208.26	166.26	160.74
AGT	AGT	3	884.82	1071.81	795.7
AGTPBP1	AGTPBP1	4	483.44	476.77	455.55
AGTR1	AGTR1	6	835.01	812.04	439.72
AGTRAP	AGTRAP	2	184.01	171.88	154.33
AHCTF1	AHCTF1	9	2013.51	2317.05	2644.36
AHCY	AHCY	3	8214.74	9876.98	7203.78
AHCYL1	AHCYL1	3	921.95	1160.67	1058.51
AHCYL2	AHCYL2	3	311.46	294.64	211.78
AHDC1	AHDC1	1	107.16	112.86	151.58
AHI1	AHI1	9	405.64	513.05	594.71
AHNAK	AHNAK	12	85560.83	95344.62	74277.52
AHR	AHR	5	1098.53	1208.14	1470.84
AHRR	AHRR	1	27.48	31.46	206.56
AHSA1	AHSA1	5	530.65	499.77	529.61
AHSP	AHSP	1	65.63	8.2	2.32
AIDA	AIDA	3	1377.61	1315.47	1215.08
AIF1	AIF1	2	112.29	106.9	111.41
AIF1L	AIF1L	3	271.15	217.75	223.49
AIFM1	AIFM1	3	689.61	406.53	274.27
AIFM2	AIFM2	12	2739.09	2248.41	1400.91
AIG1	AIG1	11	392.83	350.07	237.76
AIMP1	AIMP1	2	396.85	356.72	301.33
AIMP2	AIMP2	2	108.74	90.83	76.01
AIP	AIP	2	184.33	203.71	167.91
AJUBA	AJUBA	1	207.63	329.23	489.89
AK1	AK1	5	497.93	386.78	255.35
AK2	AK2	9	4161.7	1769.39	728.48
AK3	AK3	2	796.45	627.5	450.44
AK4	AK4	11	1360.29	1386.1	1249.6
AK6	AK6	3	181.64	146.66	108.88
AK7	AK7	3	11.47	14.69	87.34
AK8	AK8	1	22.87	11.29	24.31
AKAP1	AKAP1	3	352.58	490.53	435.07
AKAP10	AKAP10	1	761.73	703.46	653.04
AKAP11	AKAP11	6	2458.73	2807.78	2673.39
AKAP12	AKAP12	2	5550.29	10277.16	8397.4
AKAP13	AKAP13	14	3958.65	4822.58	5058.05
AKAP17A	AKAP17A	2	192.26	220.67	239.16
AKAP2	AKAP2	10	1505.8	2323.41	1942.32
AKAP6	AKAP6	1	12.94	12.23	14.67
AKAP7	AKAP7	4	153.73	175.2	136.9
AKAP8	AKAP8	6	340.28	322.93	366.61
AKAP8L	AKAP8L	1	292.39	317.86	431.62
AKAP9	AKAP9	10	2340.72	2510.97	2697.28
AKIP1	AKIP1	5	430.59	616.8	560.09
AKIRIN1	AKIRIN1	1	325.19	313.98	292.78
AKIRIN2	AKIRIN2	1	149.63	158.31	158.16
AKNA	AKNA	1	66.47	77.52	104.91
AKNAD1	AKNAD1	2	30.78	36.52	37.06
AKR1A1	AKR1A1	3	393.74	321.99	271.42
AKR1B1	AKR1B1	9	13800.59	8741.86	4540.73
AKR1E2	AKR1E2	3	660.0	533.95	394.55
AKT1	AKT1	2	1625.34	1583.56	1747.26
AKT1S1	AKT1S1	4	237.6	188.27	155.07
AKT2	AKT2	23	3912.43	2540.03	1492.14
AKT3	AKT3	4	780.1	1093.87	1187.76
AKTIP	AKTIP	9	492.6	600.0	508.0
ALAD	ALAD	7	1123.18	458.86	243.3
ALAS1	ALAS1	6	804.86	619.39	625.2
ALB	ALB	10	434.35	493.26	459.52
ALCAM	ALCAM	5	556.88	743.61	419.96
ALDH16A1	ALDH16A1	3	254.62	163.87	85.84
ALDH18A1	ALDH18A1	4	526.33	328.62	260.59
ALDH1A1	ALDH1A1	6	2772.1	3112.97	2346.21
ALDH1A2	ALDH1A2	1	40.87	37.87	25.01
ALDH1A3	ALDH1A3	1	45.08	33.81	31.38
ALDH1L1	ALDH1L1	8	902.83	155.47	58.05
ALDH1L2	ALDH1L2	2	328.14	183.94	947.92
ALDH2	ALDH2	12	8340.33	6831.0	4126.56
ALDH3A2	ALDH3A2	15	1077.47	914.27	905.12
ALDH4A1	ALDH4A1	4	501.47	154.42	68.89
ALDH5A1	ALDH5A1	2	172.27	130.04	124.66
ALDH6A1	ALDH6A1	7	5884.46	2572.63	1387.74
ALDH7A1	ALDH7A1	7	479.46	447.54	409.95
ALDH9A1	ALDH9A1	8	1782.46	1881.75	1298.36
ALDOA	ALDOA	9	17743.04	9175.19	5212.06
ALDOB	ALDOB	2	33.54	33.95	43.97
ALG1	ALG1	4	173.79	132.43	133.76
ALG11	ALG11	2	276.19	258.84	281.54
ALG12	ALG12	6	245.0	193.17	188.22
ALG13	ALG13	4	325.22	285.77	247.33
ALG14	ALG14	3	166.11	108.24	65.64
ALG14_CNN3	ALG14_CNN3	1	65.07	22.01	25.51
ALG2	ALG2	2	117.84	102.97	86.18
ALG3	ALG3	2	64.67	54.37	64.55
ALG5	ALG5	3	240.87	210.92	238.65
ALG6	ALG6	3	210.73	215.79	266.47
ALG8	ALG8	2	48.51	44.89	53.23
ALG9	ALG9	4	602.73	445.21	238.88
ALKBH1	ALKBH1	4	157.91	153.39	144.43
ALKBH2	ALKBH2	2	47.52	52.11	44.25
ALKBH3	ALKBH3	5	329.4	298.7	425.11
ALKBH4	ALKBH4	1	152.13	136.58	90.08
ALKBH5	ALKBH5	3	892.65	943.52	1102.41
ALKBH6	ALKBH6	3	45.34	43.84	48.36
ALKBH7	ALKBH7	1	110.85	76.05	53.65
ALKBH8	ALKBH8	1	24.82	29.43	23.01
ALMS1	ALMS1	6	1382.08	1393.06	1402.07
ALOX5	ALOX5	1	23.76	44.11	24.61
ALOX5AP	ALOX5AP	1	74.42	74.83	58.36
ALPK1	ALPK1	2	138.39	143.26	80.47
ALPK3	ALPK3	2	11.85	8.91	56.34
ALS2	ALS2	9	781.36	660.74	695.72
ALS2CL	ALS2CL	2	174.51	175.22	153.33
ALS2CR12	ALS2CR12	1	38.03	24.29	16.22
ALYREF	ALYREF	1	174.11	161.44	153.02
AMACR	AMACR	2	812.1	586.48	546.12
AMBRA1	AMBRA1	4	361.95	338.08	279.62
AMD1	AMD1	8	1044.25	977.4	810.48
AMDHD1	AMDHD1	1	9.8	12.71	12.78
AMDHD2	AMDHD2	3	129.51	97.82	110.65
AMER1	AMER1	1	183.22	191.03	221.87
AMFR	AMFR	2	2964.59	3548.27	4556.73
AMIGO1	AMIGO1	1	40.17	29.78	25.46
AMIGO2	AMIGO2	1	13.27	16.36	14.07
AMIGO3	AMIGO3	1	14.32	13.08	20.45
AMMECR1	AMMECR1	3	144.64	107.26	88.62
AMMECR1L	AMMECR1L	4	393.05	381.47	296.8
AMN1	AMN1	2	49.77	52.65	52.26
AMOT	AMOT	3	316.98	343.13	246.33
AMOTL1	AMOTL1	4	1180.0	1198.18	895.64
AMOTL2	AMOTL2	5	3203.58	3311.43	2794.86
AMPD1	AMPD1	1	9.28	8.54	14.19
AMPD2	AMPD2	9	421.3	337.12	483.23
AMPD3	AMPD3	1	31.54	41.49	75.96
AMT	AMT	2	31.39	41.24	36.83
AMZ2	AMZ2	5	816.32	778.28	713.79
ANAPC1	ANAPC1	6	550.64	566.5	866.13
ANAPC10	ANAPC10	1	45.92	37.58	51.39
ANAPC11	ANAPC11	2	193.89	160.84	140.63
ANAPC13	ANAPC13	4	596.81	539.0	379.04
ANAPC15	ANAPC15	3	212.27	157.38	124.51
ANAPC16	ANAPC16	5	968.9	999.97	585.94
ANAPC4	ANAPC4	9	447.01	493.67	582.44
ANAPC5	ANAPC5	10	372.69	320.74	339.49
ANAPC7	ANAPC7	5	681.62	613.04	590.72
ANGEL1	ANGEL1	3	143.78	127.53	163.13
ANGEL2	ANGEL2	8	414.61	328.35	257.66
ANGPT1	ANGPT1	3	583.18	756.22	599.41
ANGPT2	ANGPT2	2	170.32	135.7	122.54
ANGPT4	ANGPT4	4	223.59	445.94	317.52
ANGPTL1	ANGPTL1	1	249.11	275.72	54.92
ANGPTL2	ANGPTL2	7	1769.53	1791.95	1479.68
ANGPTL4	ANGPTL4	1	94.18	377.42	1029.33
ANGPTL5	ANGPTL5	1	3.57	14.05	2.7
ANGPTL6	ANGPTL6	1	24.45	20.15	37.71
ANHX	ANHX	2	90.04	100.44	115.9
ANK2	ANK2	10	2245.1	2007.95	1932.76
ANK3	ANK3	3	182.91	174.84	93.11
ANKAR	ANKAR	1	46.17	44.67	45.95
ANKEF1	ANKEF1	1	19.06	14.19	14.3
ANKFY1	ANKFY1	4	1133.3	1183.57	1080.78
ANKH	ANKH	2	551.2	635.04	637.93
ANKIB1	ANKIB1	6	976.55	961.97	934.55
ANKLE2	ANKLE2	3	572.2	658.02	707.62
ANKMY2	ANKMY2	7	611.55	570.6	599.05
ANKRA2	ANKRA2	6	261.84	270.12	302.45
ANKRD1	ANKRD1	1	17.76	16.29	21.79
ANKRD11	ANKRD11	3	591.07	675.85	1103.78
ANKRD12	ANKRD12	4	1573.13	1883.5	2290.97
ANKRD13A	ANKRD13A	3	579.29	583.37	771.36
ANKRD13B	ANKRD13B	1	16.46	14.83	18.17
ANKRD13C	ANKRD13C	5	571.93	507.2	483.3
ANKRD13D	ANKRD13D	2	67.37	79.07	87.37
ANKRD16	ANKRD16	1	104.86	117.09	139.82
ANKRD17	ANKRD17	8	1562.08	1498.02	1601.29
ANKRD2	ANKRD2	1	3.3	1.93	17.16
ANKRD27	ANKRD27	12	605.86	674.0	909.88
ANKRD28	ANKRD28	11	778.83	745.17	679.25
ANKRD29	ANKRD29	1	51.85	44.22	40.5
ANKRD31	ANKRD31	1	99.27	145.21	181.82
ANKRD33B	ANKRD33B	1	63.43	53.48	67.6
ANKRD35	ANKRD35	1	49.13	35.61	23.62
ANKRD37	ANKRD37	4	168.26	160.82	347.23
ANKRD39	ANKRD39	2	137.7	133.16	233.42
ANKRD40	ANKRD40	2	852.97	860.25	646.63
ANKRD42	ANKRD42	3	110.23	133.48	111.95
ANKRD44	ANKRD44	4	334.57	414.32	507.06
ANKRD45	ANKRD45	1	12.98	14.97	9.76
ANKRD46	ANKRD46	6	927.24	1018.9	693.86
ANKRD49	ANKRD49	3	211.09	178.04	179.47
ANKRD50	ANKRD50	2	321.14	340.36	328.13
ANKRD52	ANKRD52	1	193.77	239.65	330.21
ANKRD54	ANKRD54	3	181.85	189.67	167.74
ANKRD6	ANKRD6	4	79.42	118.57	162.35
ANKRD9	ANKRD9	1	115.78	42.81	47.89
