#Gene	Name/Description	Isoforms	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
HOXA11	HOXA11	1	52.18	45.22	39.78
HOXA13	HOXA13	1	45.55	48.82	69.91
HOXA3	HOXA3	4	163.64	152.52	144.75
HOXA4	HOXA4	1	28.73	35.93	40.5
HOXA5	HOXA5	1	332.02	369.8	455.25
HOXA6	HOXA6	3	195.12	225.45	254.37
HOXA7	HOXA7	3	183.45	233.59	236.96
HOXA9	HOXA9	3	330.94	413.47	532.31
HOXB2	HOXB2	1	11.05	13.85	7.82
HOXB3	HOXB3	1	10.14	15.53	12.43
HOXB4	HOXB4	1	18.85	23.33	15.28
HOXB6	HOXB6	1	39.56	40.73	30.55
HOXB7	HOXB7	1	50.08	60.1	61.43
HOXC10	HOXC10	1	40.51	39.05	43.29
HOXC11	HOXC11	1	13.65	21.08	28.19
HOXC12	HOXC12	2	36.34	42.72	43.32
HOXC13	HOXC13	1	9.09	21.51	38.29
HOXC4	HOXC4	1	8.1	15.37	17.64
HOXC5	HOXC5	1	17.18	17.94	17.74
HOXC6	HOXC6	2	86.13	84.47	90.94
HOXC8	HOXC8	1	16.06	9.69	18.55
HOXC9	HOXC9	1	30.36	32.17	33.41
HOXD4	HOXD4	4	330.71	309.83	226.66
HOXD8	HOXD8	3	228.41	259.96	195.37
HOXD9	HOXD9	1	33.91	35.9	30.79
HP1BP3	HP1BP3	7	586.7	710.48	870.06
HPCAL1	HPCAL1	2	328.68	307.7	215.1
HPCAL4	HPCAL4	1	13.0	19.35	16.61
HPD	HPD	1	21.42	24.45	41.75
HPGD	HPGD	1	5.79	9.8	12.2
HPGDS	HPGDS	2	102.09	105.73	99.11
HPN	HPN	1	3.53	3.72	13.05
HPRT1	HPRT1	2	648.02	690.84	666.55
HPS1	HPS1	16	733.24	823.03	990.86
HPS3	HPS3	5	341.79	354.28	265.6
HPS4	HPS4	4	122.17	107.99	98.65
HPS5	HPS5	11	759.32	815.82	657.19
HPS6	HPS6	1	64.47	58.96	57.69
HPSE	HPSE	2	101.61	133.4	101.66
HPX	HPX	1	10.88	19.24	8.25
HR	HR	1	16.48	23.03	4.67
HRASLS5	HRASLS5	1	17.23	9.12	3.24
HRC	HRC	2	357.25	233.63	69.04
HRCT1	HRCT1	1	79.76	142.75	116.46
HRH1	HRH1	3	61.73	62.86	53.34
HS1BP3	HS1BP3	5	440.36	406.76	315.18
HS2ST1	HS2ST1	2	396.03	473.46	373.29
HS3ST1	HS3ST1	1	19.47	10.25	6.0
HS6ST1	HS6ST1	1	369.21	283.71	318.08
HSBP1	HSBP1	6	1031.69	950.56	828.04
HSCB	HSCB	3	111.58	136.97	154.97
HSD11B1	HSD11B1	9	194.46	308.69	357.22
HSD11B1L	HSD11B1L	1	15.95	19.14	14.57
HSD11B2	HSD11B2	1	28.65	19.86	17.94
HSD17B1	HSD17B1	2	32.44	42.7	50.63
HSD17B10	HSD17B10	1	1577.07	1053.15	425.64
HSD17B11	HSD17B11	4	1043.61	922.08	764.72
HSD17B12	HSD17B12	9	3950.29	1624.93	694.48
HSD17B13	HSD17B13	3	111.32	138.02	130.73
HSD17B14	HSD17B14	3	148.44	116.81	102.71
HSD17B14_BCAT2	HSD17B14_BCAT2	1	18.33	21.55	34.86
HSD17B4	HSD17B4	7	1181.05	1186.77	721.29
HSD17B6	HSD17B6	3	172.5	129.61	79.39
HSD17B7	HSD17B7	12	897.69	582.56	480.32
HSD17B8	HSD17B8	4	255.52	263.41	194.34
HSD3B7	HSD3B7	9	639.07	530.37	502.38
HSDL1	HSDL1	3	118.65	158.92	174.66
HSDL2	HSDL2	10	1354.52	1289.08	1097.64
HSF1	HSF1	7	182.56	226.31	196.47
HSF2	HSF2	6	255.45	238.61	267.06
HSF2BP	HSF2BP	1	16.16	10.24	11.83
HSF4	HSF4	2	10.22	21.21	51.07
HSF4_FBXL8	HSF4_FBXL8	2	28.47	25.03	21.97
HSP90AA1	HSP90AA1	2	11636.19	9126.13	8542.1
HSP90AB1	HSP90AB1	7	11012.15	8397.66	6355.37
HSP90B1	HSP90B1	5	3987.41	3876.28	3098.4
HSPA12A	HSPA12A	2	2039.07	1306.79	773.92
HSPA12B	HSPA12B	2	293.21	318.36	322.29
HSPA13	HSPA13	3	470.62	495.92	430.88
HSPA14	HSPA14	7	389.43	413.71	479.77
HSPA4	HSPA4	9	2340.91	1841.86	1462.21
HSPA4L	HSPA4L	2	172.08	194.18	168.66
HSPA5	HSPA5	5	2412.41	1940.17	1918.6
HSPA6	HSPA6	1	16.97	10.17	16.75
HSPA8	HSPA8	8	13338.05	9320.57	5741.04
HSPA9	HSPA9	8	3091.69	1839.85	1690.11
HSPB1	HSPB1	1	1096.8	859.2	691.23
HSPB11	HSPB11	4	133.68	157.54	151.78
HSPB2	HSPB2	2	126.49	82.9	30.99
HSPB3	HSPB3	1	12.9	11.8	13.79
HSPB6	HSPB6	2	338.85	253.46	272.8
HSPB8	HSPB8	1	179.34	182.9	151.14
HSPBAP1	HSPBAP1	1	49.04	35.38	31.8
HSPBP1	HSPBP1	4	103.33	86.25	92.26
HSPD1	HSPD1	6	5698.93	4334.32	1795.64
HSPE1	HSPE1	6	1137.68	882.64	770.77
HSPG2	HSPG2	3	12732.76	7803.89	4542.8
HSPH1	HSPH1	1	330.38	304.6	247.74
HTATIP2	HTATIP2	2	953.54	923.64	672.59
HTATSF1	HTATSF1	6	1079.11	1117.03	1028.78
HTD2_RPP14	HTD2_RPP14	7	377.77	309.11	282.76
HTR1B	HTR1B	1	40.06	33.27	30.21
HTRA1	HTRA1	2	3233.69	3130.91	3658.31
HTRA2	HTRA2	3	144.4	118.0	112.4
HTRA3	HTRA3	7	1340.34	653.06	648.01
HTRA4	HTRA4	1	33.48	35.44	31.19
HTT	HTT	1	1239.21	1020.95	1237.57
HUS1	HUS1	6	197.55	203.95	247.31
HUS1B	HUS1B	1	25.78	28.55	29.54
HUWE1	HUWE1	10	3590.56	3778.15	4052.07
HVCN1	HVCN1	3	454.81	564.37	502.36
HYAL1	HYAL1	3	59.48	41.06	50.7
HYAL2	HYAL2	2	226.3	249.82	237.76
HYAL3	HYAL3	1	13.13	8.94	14.19
HYDIN	HYDIN	1	136.42	145.38	152.09
HYI	HYI	2	101.35	81.81	61.52
HYKK	HYKK	6	255.7	250.05	328.08
HYLS1	HYLS1	1	13.78	15.31	18.96
HYOU1	HYOU1	5	434.07	412.62	417.96
HYPK	HYPK	1	227.79	233.05	203.07
HYPK_SERF2	HYPK_SERF2	8	277.45	420.43	683.86
IAH1	IAH1	1	223.8	202.46	191.21
IARS	IARS	7	923.69	753.41	765.03
IARS2	IARS2	4	1461.63	1172.03	1078.78
IBA57	IBA57	2	199.31	120.06	129.03
IBTK	IBTK	10	1238.61	1165.66	828.93
ICA1	ICA1	4	80.56	94.19	126.05
ICA1L	ICA1L	1	11.58	8.07	13.97
ICAM1	ICAM1	1	437.7	451.54	360.17
ICAM2	ICAM2	7	144.0	157.53	204.99
ICAM3	ICAM3	1	11.3	13.0	13.42
ICAM5	ICAM5	1	5.21	8.8	17.52
ICE1	ICE1	3	781.21	822.04	962.73
ICE2	ICE2	4	181.66	180.41	172.51
ICK	ICK	4	422.45	465.38	359.96
ICMT	ICMT	3	526.76	462.8	422.54
ICOSLG	ICOSLG	2	80.99	69.44	61.14
ID1	ID1	1	44.5	76.53	67.49
ID2	ID2	1	208.74	285.88	253.41
ID3	ID3	2	191.59	284.65	358.59
ID4	ID4	1	99.61	107.66	103.39
IDE	IDE	4	1030.24	808.65	729.5
IDH1	IDH1	11	4007.26	3046.43	2653.86
IDH2	IDH2	5	1192.2	443.99	174.07
IDH3A	IDH3A	8	934.81	567.53	476.28
IDH3B	IDH3B	8	1142.19	513.48	344.23
IDH3G	IDH3G	5	1456.65	728.88	407.81
IDNK	IDNK	4	285.34	304.89	89.93
IDO2	IDO2	2	173.24	180.89	139.81
IDS	IDS	3	994.71	910.52	982.07
IDUA	IDUA	4	340.39	283.34	258.78
IER2	IER2	1	47.96	65.3	72.71
IER3	IER3	1	55.07	144.2	121.32
IER3IP1	IER3IP1	3	485.68	519.74	581.13
IER5	IER5	1	58.75	127.18	94.79
IER5L	IER5L	1	75.93	93.58	72.35
IFFO1	IFFO1	4	118.0	118.96	96.36
IFFO2	IFFO2	1	182.47	256.33	278.63
IFI30	IFI30	4	332.36	318.13	251.19
IFI35	IFI35	2	62.55	59.88	70.01
IFI44	IFI44	9	1189.37	809.01	618.26
IFI44L	IFI44L	11	954.68	898.4	924.52
IFI6	IFI6	2	52.53	38.47	29.5
IFIH1	IFIH1	1	102.41	108.64	135.14
IFIT5	IFIT5	2	228.52	258.19	291.01
IFNAR1	IFNAR1	8	807.25	819.59	749.77
IFNGR1	IFNGR1	3	1079.81	1079.65	970.67
IFNGR2	IFNGR2	1	1065.36	1211.53	1072.74
IFRD1	IFRD1	4	472.43	573.14	603.82
IFRD1_LSMEM1	IFRD1_LSMEM1	4	486.68	507.12	584.35
IFRD2	IFRD2	4	343.32	240.05	200.16
IFT122	IFT122	7	251.76	373.77	414.74
IFT140	IFT140	5	120.93	162.68	160.29
IFT172	IFT172	7	415.3	553.73	664.8
IFT20	IFT20	4	198.08	218.65	214.41
IFT22	IFT22	3	107.71	125.0	160.97
IFT27	IFT27	3	69.54	68.84	100.46
IFT43	IFT43	2	88.81	106.86	95.9
IFT46	IFT46	5	458.58	432.11	466.02
IFT52	IFT52	7	1132.3	1387.0	980.56
IFT57	IFT57	2	215.38	303.88	246.3
IFT74	IFT74	1	68.76	58.48	76.3
IFT80	IFT80	2	129.83	126.1	105.06
IFT81	IFT81	8	259.99	298.5	360.17
IFT88	IFT88	5	311.02	313.84	226.8
IGBP1	IGBP1	4	575.54	484.16	374.63
IGDCC4	IGDCC4	2	66.09	46.05	65.97
IGF1	IGF1	3	1249.96	1783.13	1006.77
IGF1R	IGF1R	1	444.8	617.19	795.81
IGF2	IGF2	1	102.68	86.92	99.96
IGF2R	IGF2R	1	3571.97	3164.45	2313.13
IGFALS	IGFALS	1	149.36	132.72	167.46
IGFBP2	IGFBP2	1	17.49	25.15	34.57
IGFBP3	IGFBP3	2	573.28	938.6	1132.85
IGFBP4	IGFBP4	1	2100.84	3265.34	4415.51
IGFBP5	IGFBP5	1	2895.85	1052.8	1745.45
IGFBP6	IGFBP6	1	3795.85	2654.17	1773.99
IGFBP7	IGFBP7	1	3427.83	2668.04	1689.77
IGFLR1_U2AF1L4	IGFLR1_U2AF1L4	3	50.54	88.55	126.4
IGHMBP2	IGHMBP2	1	200.97	215.47	237.02
IGIP	IGIP	1	104.49	122.93	82.76
IGSF10	IGSF10	1	100.52	25.88	10.89
IGSF23	IGSF23	2	90.82	101.03	73.52
IGSF3	IGSF3	2	53.34	62.37	56.29
IGSF5	IGSF5	1	34.87	33.66	37.05
IGSF6	IGSF6	2	293.91	164.29	84.22
IGSF8	IGSF8	2	42.95	48.04	58.69
IK	IK	6	928.01	959.03	897.56
IKBIP	IKBIP	2	829.81	813.6	689.09
IKBKB	IKBKB	6	415.34	464.77	420.3
IKBKE	IKBKE	4	197.77	174.19	285.95
IKBKG	IKBKG	6	377.06	400.22	492.41
IKZF1	IKZF1	3	27.03	32.71	61.22
IKZF2	IKZF2	3	71.71	38.71	20.93
IKZF4	IKZF4	4	142.13	191.99	180.22
IKZF5	IKZF5	6	249.42	291.15	267.55
IL10	IL10	1	14.87	16.77	22.48
IL10RA	IL10RA	2	116.92	179.99	141.77
IL11RA	IL11RA	11	609.52	617.2	332.69
IL13	IL13	1	16.82	16.86	16.78
IL13RA1	IL13RA1	7	612.78	678.38	552.95
IL15	IL15	2	13.29	20.54	25.06
IL15RA	IL15RA	2	33.94	49.8	60.85
IL16	IL16	5	389.24	472.59	456.6
IL17D	IL17D	1	13.87	14.34	24.71
IL17RA	IL17RA	1	201.4	185.95	223.74
IL17RB	IL17RB	2	47.09	40.32	34.15
IL17RC	IL17RC	10	371.46	307.41	312.24
IL17RC_CRELD1	IL17RC_CRELD1	4	250.88	156.02	87.77
IL17RD	IL17RD	2	298.8	395.52	329.44
IL17RE	IL17RE	2	10.56	12.6	49.17
IL18	IL18	1	19.53	22.62	22.62
IL18BP	IL18BP	2	28.57	23.3	35.58
IL1R1	IL1R1	10	837.41	974.15	923.23
IL1R2	IL1R2	2	148.24	85.53	26.05
IL1RAP	IL1RAP	4	281.06	278.67	239.64
IL20RB	IL20RB	1	32.59	43.57	68.15
IL27RA	IL27RA	1	156.45	128.21	146.29
IL32	IL32	4	213.08	255.72	252.88
IL32_MMP25	IL32_MMP25	1	18.55	16.91	23.6
IL33	IL33	8	490.45	401.62	473.87
IL34	IL34	6	362.83	325.26	373.99
IL3RA	IL3RA	2	116.4	58.99	26.73
IL4R	IL4R	7	338.95	390.45	460.29
IL5	IL5	1	20.91	14.32	7.48
IL6R	IL6R	4	435.47	362.42	248.29
IL6ST	IL6ST	7	8305.05	7995.95	6302.42
IL7	IL7	1	19.07	26.61	29.92
IL7R	IL7R	1	23.37	28.99	15.07
ILDR2	ILDR2	2	325.49	175.88	130.85
ILF2	ILF2	7	565.86	543.16	625.72
ILF3	ILF3	6	821.27	733.41	755.21
ILK	ILK	7	1669.4	1413.59	896.48
ILKAP	ILKAP	5	452.58	538.59	708.34
ILVBL	ILVBL	8	438.84	421.48	434.16
IMMP1L	IMMP1L	2	46.66	33.21	36.62
IMMP2L	IMMP2L	1	24.55	23.81	13.95
IMMT	IMMT	3	1182.53	816.95	623.06
IMP3	IMP3	2	213.48	242.35	182.97
IMP4	IMP4	7	624.75	563.08	454.76
IMPA1	IMPA1	4	281.83	258.22	284.15
IMPA2	IMPA2	3	357.64	445.81	466.52
IMPACT	IMPACT	2	479.47	461.32	464.61
IMPAD1	IMPAD1	1	1262.72	1069.1	658.44
IMPDH1	IMPDH1	8	401.31	428.19	504.52
IMPDH2	IMPDH2	6	1498.02	1533.19	1233.78
IMPDH2_QRICH1	IMPDH2_QRICH1	1	17.1	7.51	6.17
IMPG2	IMPG2	2	343.3	399.31	448.93
INAFM1	INAFM1	1	27.96	43.08	82.12
INAFM2	INAFM2	2	146.54	157.71	144.71
INCA1	INCA1	1	15.73	16.17	19.73
INCENP	INCENP	1	22.49	16.25	25.29
INF2	INF2	8	460.48	418.77	601.34
ING1	ING1	2	164.28	207.97	255.39
ING2	ING2	1	91.23	95.52	86.88
ING3	ING3	1	213.41	145.63	98.97
ING4	ING4	7	183.52	166.15	126.73
ING5	ING5	2	196.11	193.43	157.86
INHBB	INHBB	1	68.11	92.96	151.51
INIP	INIP	3	166.79	162.59	201.49
INKA1	INKA1	1	46.3	39.67	49.28
INKA2	INKA2	1	108.42	107.57	85.15
INO80	INO80	3	804.65	807.08	899.5
INO80B	INO80B	1	149.29	144.95	113.78
INO80C	INO80C	5	240.41	195.96	171.17
INO80D	INO80D	4	194.28	251.43	279.59
INO80E	INO80E	4	155.6	129.54	112.93
INPP1	INPP1	3	324.65	242.5	189.95
INPP4A	INPP4A	3	469.49	468.38	430.14
INPP4B	INPP4B	5	319.64	378.35	350.3
INPP5A	INPP5A	3	439.12	446.13	445.03
INPP5B	INPP5B	8	302.83	307.09	348.82
INPP5D	INPP5D	2	119.24	132.19	160.6
INPP5E	INPP5E	2	46.54	76.44	74.91
INPP5F	INPP5F	7	415.29	516.61	560.29
INPP5K	INPP5K	6	684.26	596.03	584.93
INPPL1	INPPL1	1	491.63	577.31	685.49
INSIG1	INSIG1	4	1949.56	255.92	425.64
INSIG2	INSIG2	9	1292.59	1610.67	580.88
INSL6	INSL6	1	14.2	13.77	15.37
INSR	INSR	6	1604.03	1816.14	1281.84
INSYN1	INSYN1	1	46.95	39.78	73.91
INTS1	INTS1	2	525.44	433.59	581.86
INTS10	INTS10	11	439.61	429.24	513.8
INTS11	INTS11	4	330.92	265.65	227.88
INTS12	INTS12	3	160.41	137.8	109.88
INTS13	INTS13	5	179.51	196.29	161.52
INTS14	INTS14	4	163.2	123.72	127.89
INTS14_LOC113240875	INTS14_LOC113240875	1	62.56	56.48	64.94
INTS2	INTS2	4	256.55	205.62	290.86
INTS3	INTS3	4	438.06	513.33	401.49
INTS4	INTS4	6	392.22	352.83	281.59
INTS5	INTS5	1	132.36	114.42	118.46
INTS6	INTS6	4	656.53	493.41	626.45
INTS6L	INTS6L	7	449.62	585.36	535.06
INTS7	INTS7	2	224.01	123.31	101.09
INTS8	INTS8	1	561.29	566.47	615.75
INTS9	INTS9	3	161.58	160.08	122.13
INTU	INTU	1	23.97	19.78	28.29
INVS	INVS	7	321.94	327.82	276.83
IP6K1	IP6K1	3	710.15	679.32	821.73
IP6K2	IP6K2	7	689.97	699.32	522.55
IPCEF1	IPCEF1	1	46.85	44.17	31.31
IPMK	IPMK	2	142.21	123.77	127.6
IPO11	IPO11	15	558.81	417.97	391.95
IPO13	IPO13	3	401.69	302.22	310.88
IPO4	IPO4	1	183.39	151.32	225.83
IPO5	IPO5	9	3930.28	4141.86	2268.82
IPO7	IPO7	7	5051.79	5478.95	1664.53
IPO8	IPO8	6	692.74	585.28	507.16
IPO9	IPO9	5	1096.23	1127.71	852.05
IPP	IPP	3	183.82	166.61	161.17
IPPK	IPPK	5	178.81	187.95	273.97
IQCB1	IQCB1	2	115.29	146.23	128.88
IQCC	IQCC	2	38.38	29.24	34.52
IQCC_DCDC2B	IQCC_DCDC2B	2	26.43	36.69	44.96
IQCD	IQCD	1	4.75	9.52	14.86
IQCG	IQCG	3	118.63	117.93	105.28
IQCK	IQCK	2	34.68	31.71	20.44
IQGAP1	IQGAP1	4	9805.06	10291.55	9263.85
IQGAP2	IQGAP2	2	1253.67	1396.66	1100.0
IQGAP3	IQGAP3	1	18.5	12.75	11.11
IQSEC1	IQSEC1	6	739.3	660.77	647.67
IQSEC2	IQSEC2	5	110.75	125.52	161.22
IQSEC3	IQSEC3	1	107.01	7.7	2.17
IQUB	IQUB	2	144.13	146.97	169.83
IRAK1	IRAK1	3	530.26	404.27	481.03
IRAK1BP1	IRAK1BP1	1	95.51	81.29	58.41
IRAK2	IRAK2	3	143.53	198.65	263.02
IRAK3	IRAK3	3	134.54	167.39	241.28
IRAK4	IRAK4	12	514.47	463.01	456.32
IREB2	IREB2	6	693.67	654.18	629.51
IRF1	IRF1	7	197.27	239.17	256.35
IRF2	IRF2	6	342.85	385.36	298.98
IRF2BP1	IRF2BP1	1	137.24	129.21	143.18
IRF2BP2	IRF2BP2	2	703.99	947.1	926.64
IRF2BPL	IRF2BPL	1	195.33	256.68	251.23
IRF3	IRF3	5	97.88	130.67	105.7
IRF4	IRF4	3	156.47	235.75	141.07
IRF5	IRF5	4	90.53	89.86	101.94
IRF8	IRF8	3	926.97	786.43	339.71
IRF9_REC8	IRF9_REC8	9	262.87	277.48	246.98
IRGQ	IRGQ	2	243.77	263.41	319.08
IRS1	IRS1	4	726.84	704.74	574.52
IRS2	IRS2	1	1057.42	644.94	683.01
IRX1	IRX1	1	21.14	32.49	38.76
IRX2	IRX2	1	28.2	36.38	42.56
IRX3	IRX3	1	37.98	32.36	40.32
IRX5	IRX5	1	37.11	50.92	85.42
ISCA1	ISCA1	5	1026.61	1125.39	897.88
ISCA2	ISCA2	3	642.23	616.16	570.3
ISCU	ISCU	2	1286.34	1350.42	1255.03
ISG20	ISG20	1	5.26	8.47	15.64
ISG20L2	ISG20L2	3	104.11	92.09	87.46
ISLR	ISLR	2	612.37	547.26	295.69
ISLR2	ISLR2	3	161.05	133.72	52.59
ISM1	ISM1	1	11.55	15.63	6.71
ISOC1	ISOC1	5	402.84	354.72	262.94
ISOC2	ISOC2	2	253.51	140.34	88.78
ISPD	ISPD	6	183.79	210.64	142.68
IST1	IST1	11	1258.11	1338.99	1308.17
ISY1	ISY1	5	356.03	311.24	320.89
ISYNA1	ISYNA1	5	71.45	69.97	71.73
ITCH	ITCH	3	1892.5	1917.99	1689.62
ITFG1	ITFG1	3	1310.24	1016.41	906.01
ITFG2	ITFG2	2	84.41	91.3	84.24
ITGA1	ITGA1	2	1319.41	1415.85	1270.02
ITGA10	ITGA10	2	41.18	42.26	82.04
ITGA11	ITGA11	1	1129.76	1117.04	672.26
ITGA2	ITGA2	3	360.93	503.95	391.16
ITGA3	ITGA3	2	80.43	126.39	147.73
ITGA4	ITGA4	1	67.52	81.9	65.88
ITGA5	ITGA5	7	769.58	864.26	741.04
ITGA6	ITGA6	2	662.35	682.09	743.53
ITGA7	ITGA7	16	5121.84	2736.45	1423.48
ITGA8	ITGA8	3	150.69	295.56	337.69
ITGA9	ITGA9	2	756.12	784.24	666.8
ITGAE	ITGAE	3	206.36	207.48	250.28
ITGAL	ITGAL	2	37.85	35.2	29.75
ITGAM	ITGAM	5	211.9	205.12	199.49
ITGAV	ITGAV	3	3211.13	2645.04	1811.39
ITGAX	ITGAX	1	186.13	195.93	195.04
ITGB1	ITGB1	5	6651.43	6372.35	4457.79
ITGB1BP1	ITGB1BP1	5	284.06	303.23	267.57
ITGB1BP2	ITGB1BP2	3	57.03	72.69	97.29
ITGB2	ITGB2	5	255.04	227.02	185.84
ITGB3	ITGB3	1	538.74	434.45	338.69
ITGB3BP	ITGB3BP	2	18.17	18.08	20.49
ITGB4	ITGB4	1	413.31	431.82	632.12
ITGB5	ITGB5	3	2704.16	3197.68	2337.98
ITGB7	ITGB7	1	13.22	8.04	14.74
ITGB8	ITGB8	1	6.78	15.28	13.01
ITGBL1	ITGBL1	1	701.64	907.63	389.78
ITIH5	ITIH5	5	11472.4	14782.53	9325.69
ITK	ITK	1	7.56	15.78	14.63
ITM2A	ITM2A	3	212.27	137.01	66.36
ITM2B	ITM2B	2	6812.05	6568.04	5045.68
ITM2C	ITM2C	1	185.31	151.21	147.37
ITPA	ITPA	2	373.4	310.57	242.64
ITPK1	ITPK1	3	620.72	410.42	307.51
ITPKB	ITPKB	1	499.96	567.57	655.13
ITPKC	ITPKC	3	158.33	155.71	162.15
ITPR1	ITPR1	6	949.52	1643.63	1130.7
ITPR2	ITPR2	4	4082.0	4230.06	3637.33
ITPR3	ITPR3	3	493.01	572.02	941.14
ITPRID2	ITPRID2	6	1139.89	1307.28	981.06
ITPRIP	ITPRIP	3	213.32	261.26	260.64
ITPRIPL1	ITPRIPL1	2	97.1	113.53	148.56
ITPRIPL2	ITPRIPL2	2	1413.22	1505.43	1571.75
ITSN1	ITSN1	15	3647.09	4235.33	3409.03
ITSN2	ITSN2	6	872.14	983.26	918.87
IVD	IVD	3	169.3	162.63	96.48
IVNS1ABP	IVNS1ABP	8	1692.62	2030.26	2099.44
IWS1	IWS1	9	599.41	648.14	546.24
IZUMO1	IZUMO1	4	94.7	98.97	98.54
IZUMO4	IZUMO4	1	18.22	6.91	0.99
JADE1	JADE1	7	601.27	783.11	903.61
JADE2	JADE2	10	608.99	1070.47	1299.15
JADE3	JADE3	2	65.91	80.27	116.74
JAG1	JAG1	3	1046.87	1382.8	1285.68
JAG2	JAG2	1	81.51	107.96	166.71
JAGN1	JAGN1	1	129.22	143.89	97.87
JAK1	JAK1	11	3589.72	3733.6	3930.34
JAK1_LOC113254576	JAK1_LOC113254576	3	672.09	895.47	742.23
JAK2	JAK2	5	983.09	1012.87	997.09
JAK3	JAK3	1	5.93	6.91	12.34
JAM2	JAM2	5	807.78	769.68	549.51
JAM3	JAM3	2	282.92	361.49	374.88
JAML	JAML	1	17.13	18.61	7.34
JARID2	JARID2	3	237.55	320.06	355.29
JAZF1	JAZF1	3	268.11	264.4	179.55
JCAD	JCAD	3	814.75	927.48	1160.49
JCHAIN	JCHAIN	2	83.9	110.07	77.42
JDP2	JDP2	2	409.97	398.18	349.23
JKAMP	JKAMP	7	672.4	677.56	629.81
JMJD1C	JMJD1C	6	2148.62	2619.7	2516.15
JMJD4	JMJD4	3	332.65	280.05	295.09
JMJD6	JMJD6	5	162.84	169.19	194.48
JMJD8	JMJD8	4	433.13	448.61	478.48
JMY	JMY	1	343.19	391.06	325.99
JOSD1	JOSD1	2	355.71	364.17	379.36
JOSD2	JOSD2	5	148.98	116.91	97.36
JPH3	JPH3	1	5.21	3.38	17.69
JPT1	JPT1	2	785.72	628.69	492.56
JPT2	JPT2	3	665.03	620.6	656.22
JRK	JRK	1	94.68	89.75	125.04
JRKL	JRKL	2	119.08	144.71	137.12
JTB	JTB	7	1215.91	957.13	875.97
JUN	JUN	1	1205.17	1611.43	1221.53
JUP	JUP	9	666.51	677.36	644.98
KANK1	KANK1	8	662.96	1369.07	1445.14
KANK2	KANK2	10	1190.04	1514.97	1450.64
KANK3	KANK3	2	96.35	120.15	129.69
KANK4	KANK4	10	2311.0	2083.0	1589.96
KANSL1	KANSL1	3	1025.9	1059.61	1114.7
KANSL1L	KANSL1L	4	703.56	721.57	806.21
KANSL2	KANSL2	11	421.64	420.78	483.05
KANSL3	KANSL3	14	2617.97	2816.94	2406.38
KARS	KARS	6	7027.98	6629.32	3722.48
KAT14_PET117	KAT14_PET117	2	314.13	330.32	274.77
KAT2A	KAT2A	3	49.92	65.66	60.06
KAT2B	KAT2B	5	1754.39	1879.36	1680.48
KAT5	KAT5	5	232.43	154.02	113.18
KAT6A	KAT6A	6	1326.4	1466.11	1400.34
KAT6B	KAT6B	6	859.15	814.64	718.39
KAT7	KAT7	10	379.73	440.75	520.91
KAT8	KAT8	1	158.32	154.25	190.56
KATNA1	KATNA1	1	199.62	215.01	223.98
KATNAL1	KATNAL1	4	384.1	495.5	341.13
KATNB1	KATNB1	5	135.11	109.15	119.38
KATNBL1	KATNBL1	2	117.49	130.13	116.27
KAZALD1	KAZALD1	1	88.82	46.96	32.01
KAZN	KAZN	3	155.61	163.87	236.32
KBTBD11	KBTBD11	1	65.89	73.72	132.29
KBTBD12	KBTBD12	3	41.18	37.22	15.07
KBTBD2	KBTBD2	1	358.24	368.1	369.54
KBTBD3	KBTBD3	5	162.0	142.49	112.06
KBTBD4	KBTBD4	2	144.69	108.05	109.77
KBTBD7	KBTBD7	1	76.81	58.65	49.05
KBTBD8	KBTBD8	1	12.4	17.7	15.82
KCMF1	KCMF1	1	738.15	679.44	667.44
KCNA3	KCNA3	2	75.51	88.05	87.41
KCNA4	KCNA4	1	22.1	27.3	13.46
KCNAB1	KCNAB1	1	23.85	16.61	6.21
KCNAB2	KCNAB2	1	11.18	6.57	15.93
KCNAB3	KCNAB3	2	36.44	43.06	58.84
KCNB1	KCNB1	2	670.07	767.26	826.0
KCNB2	KCNB2	1	24.56	13.36	6.97
KCNC3	KCNC3	1	10.68	5.34	12.91
KCNC4	KCNC4	1	3.88	5.26	12.58
KCND1	KCND1	1	6.46	16.35	8.06
KCND3	KCND3	1	12.05	19.56	25.07
KCNE2	KCNE2	2	69.37	70.01	29.77
KCNE3	KCNE3	2	111.78	89.99	74.04
KCNE4	KCNE4	1	30.32	25.95	30.91
KCNG2	KCNG2	1	31.58	32.55	18.1
KCNH3	KCNH3	1	11.93	16.9	14.66
KCNIP2	KCNIP2	3	33.15	33.6	41.83
KCNIP3	KCNIP3	1	51.62	107.44	89.38
KCNJ12	KCNJ12	1	23.32	14.36	11.95
KCNJ15	KCNJ15	1	24.48	30.86	6.8
KCNJ2	KCNJ2	2	69.05	56.01	34.34
KCNJ8	KCNJ8	3	124.63	102.49	74.66
KCNK3	KCNK3	1	25.14	34.13	40.02
KCNK6	KCNK6	1	83.62	62.17	55.38
KCNMA1	KCNMA1	3	156.68	187.26	114.08
KCNMB3	KCNMB3	1	29.02	27.88	16.7
KCNMB4	KCNMB4	1	53.56	72.53	116.04
KCNN3	KCNN3	1	32.89	25.54	19.31
KCNN4	KCNN4	1	28.63	27.66	26.57
KCNQ1	KCNQ1	1	69.97	66.89	60.21
